# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 170K of event 'cycles'
# Event count (approx.): 84447337328
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ee0
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  python3.10  libc.so.6                                 [.] send_vc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __virt_addr_valid
     0.00%  python3.10  [kernel.kallsyms]                         [k] __slab_free
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ee2
     0.00%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_release_cb
     0.00%  python3.10  python3.10                                [.] 0x0000000000150ba4
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_first_bit
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_task
     0.00%  python3.10  python3.10                                [.] 0x0000000000179530
     0.00%  python3.10  libc.so.6                                 [.] __res_context_send
     0.00%  python3.10  [kernel.kallsyms]                         [k] sock_def_readable
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_do_batch
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_page_lruvec_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sd_lb_stats.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000294eb9
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a097f
     0.00%  python3.10  python3.10                                [.] 0x0000000000070990
     0.00%  python3.10  [kernel.kallsyms]                         [k] queue_delayed_work_on
     0.00%  python3.10  python3.10                                [.] 0x0000000000131845
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_sched_timer
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_thread
     0.00%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_send_check
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_note_context_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] __fdget
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_user_generic_unrolled
     0.00%  python3.10  python3.10                                [.] 0x0000000000140b00
     0.00%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_load_gs_index
     0.00%  python3.10  python3.10                                [.] 0x0000000000167dab
     0.00%  python3.10  [kernel.kallsyms]                         [k] apparmor_task_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_write_timer
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bf7
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5f4
     0.00%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.00%  python3.10  python3.10                                [.] 0x000000000018d624
     0.00%  python3.10  python3.10                                [.] 0x0000000000206661
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_wakeup
     0.00%  python3.10  python3.10                                [.] 0x000000000018d599
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] migrate_enable
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_page_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] nohz_balance_exit_idle
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6b40
     0.00%  python3.10  python3.10                                [.] 0x0000000000296faa
     0.00%  python3.10  python3.10                                [.] 0x000000000029cdf0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  python3.10  python3.10                                [.] 0x0000000000151eed
     0.00%  python3.10  [kernel.kallsyms]                         [k] notify_hwp_interrupt
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4fa
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add_fn
     0.00%  python3.10  python3.10                                [.] 0x000000000015f007
     0.00%  python3.10  python3.10                                [.] 0x00000000001893e8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6073
     0.00%  python3.10  python3.10                                [.] 0x0000000000206833
     0.00%  python3.10  python3.10                                [.] 0x0000000000206b92
     0.00%  python3.10  python3.10                                [.] 0x0000000000277587
     0.00%  python3.10  python3.10                                [.] 0x000000000012809b
     0.00%  python3.10  python3.10                                [.] 0x00000000001795a2
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_filter_match
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x00000000002773b2
     0.00%  python3.10  python3.10                                [.] 0x00000000002942e2
     0.00%  python3.10  python3.10                                [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  [i915]                                    [k] __i915_gem_free_object_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_bit
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_mmap_file
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.00%  python3.10  python3.10                                [.] 0x0000000000151fdb
     0.00%  python3.10  python3.10                                [.] 0x0000000000151fee
     0.00%  python3.10  python3.10                                [.] 0x00000000002069b9
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_event
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] 0x000000000002afe0
     0.00%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.00%  python3.10  python3.10                                [.] 0x0000000000127b28
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e33
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_ack
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006fe9
     0.00%  python3.10  python3.10                                [.] 0x00000000001228da
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fbc
     0.00%  python3.10  python3.10                                [.] 0x0000000000295015
     0.00%  python3.10  [kernel.kallsyms]                         [k] ptep_clear_flush
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006fc5
     0.00%  python3.10  python3.10                                [.] PyMem_Realloc
     0.00%  python3.10  python3.10                                [.] 0x000000000017f864
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e83
     0.00%  python3.10  python3.10                                [.] 0x00000000000700d0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.00%  python3.10  python3.10                                [.] 0x000000000015efab
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_out
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ffe
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003073e9
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  python3.10                                [.] 0x000000000006f630
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137be8
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e45
     0.00%  python3.10  python3.10                                [.] 0x000000000015f000
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e21
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfea
     0.00%  python3.10  python3.10                                [.] 0x000000000018d077
     0.00%  python3.10  python3.10                                [.] 0x000000000018d54e
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c68
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_mmap
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  python3.10                                [.] PyMem_Malloc
     0.00%  python3.10  python3.10                                [.] PyObject_LengthHint
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff9
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfc0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0b9
     0.00%  python3.10  python3.10                                [.] 0x000000000018d162
     0.00%  python3.10  python3.10                                [.] 0x00000000001435be
     0.00%  python3.10  python3.10                                [.] 0x000000000018d51f
     0.00%  python3.10  [kernel.kallsyms]                         [k] down_read_trylock
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_idlest_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_init_event
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7d6
     0.00%  python3.10  libm.so.6                                 [.] __gammaf_r_finite@GLIBC_2.15
     0.00%  python3.10  python3.10                                [.] _Py_hashtable_get
     0.00%  python3.10  python3.10                                [.] 0x000000000015d9a4
     0.00%  python3.10  python3.10                                [.] 0x0000000000173315
     0.00%  python3.10  python3.10                                [.] 0x000000000017961a
     0.00%  python3.10  python3.10                                [.] 0x000000000017f860
     0.00%  python3.10  python3.10                                [.] 0x000000000018c065
     0.00%  python3.10  python3.10                                [.] 0x000000000018d22f
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ecd
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmapped_area_topdown
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_load_cache_lookup
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_malloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7f9
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a80
     0.00%  python3.10  python3.10                                [.] PyList_New
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ebf
     0.00%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.00%  python3.10  python3.10                                [.] 0x0000000000164efa
     0.00%  python3.10  python3.10                                [.] 0x000000000018c020
     0.00%  python3.10  python3.10                                [.] 0x000000000018d647
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c6c
     0.00%  python3.10  python3.10                                [.] 0x000000000020b0a0
     0.00%  python3.10  python3.10                                [.] 0x0000000000294985
     0.00%  python3.10  python3.10                                [.] 0x000000000029499b
     0.00%  python3.10  python3.10                                [.] 0x0000000000295003
     0.00%  python3.10  python3.10                                [.] 0x0000000000152260
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_thermal_enabled
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006e62
     0.00%  python3.10  python3.10                                [.] PyObject_IsTrue
     0.00%  python3.10  python3.10                                [.] 0x000000000006f380
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b4
     0.00%  python3.10  python3.10                                [.] 0x000000000015d90b
     0.00%  python3.10  python3.10                                [.] 0x000000000017953d
     0.00%  python3.10  python3.10                                [.] 0x0000000000179570
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93ea
     0.00%  python3.10  python3.10                                [.] 0x0000000000206576
     0.00%  python3.10  python3.10                                [.] 0x0000000000206691
     0.00%  python3.10  python3.10                                [.] 0x0000000000277530
     0.00%  python3.10  python3.10                                [.] 0x0000000000295030
     0.00%  python3.10  python3.10                                [.] 0x00000000001732c6
     0.00%  python3.10  [kernel.kallsyms]                         [k] wp_page_copy
     0.00%  python3.10  python3.10                                [.] 0x0000000000143438
     0.00%  python3.10  python3.10                                [.] 0x000000000015efcc
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff70
     0.00%  python3.10  python3.10                                [.] 0x000000000016653d
     0.00%  python3.10  python3.10                                [.] 0x000000000017655b
     0.00%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.00%  python3.10  python3.10                                [.] PyObject_GC_Del
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d3c
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_finish_mmu
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a110b
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003083fb
     0.00%  python3.10  python3.10                                [.] 0x0000000000129eb7
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb20
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.00%  python3.10  python3.10                                [.] 0x000000000018947b
     0.00%  python3.10  python3.10                                [.] 0x00000000002068ea
     0.00%  python3.10  python3.10                                [.] 0x0000000000294a12
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  [kernel.kallsyms]                         [k] unlock_page
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308382
     0.00%  python3.10  python3.10                                [.] 0x00000000002068fd
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd4d
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000256270
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a3a
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dbd
     0.00%  python3.10  python3.10                                [.] 0x000000000016a3ae
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_atomic_load
     0.00%  python3.10  python3.10                                [.] 0x000000000015e98f
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea8
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_enter_from_user_mode
     0.00%  python3.10  python3.10                                [.] 0x000000000015b519
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8a3
     0.00%  python3.10  python3.10                                [.] 0x000000000011b400
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_work_run_list
     0.00%  python3.10  python3.10                                [.] 0x0000000000138598
     0.00%  python3.10  python3.10                                [.] 0x000000000015c200
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48dd
     0.00%  python3.10  python3.10                                [.] 0x0000000000178d50
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sys_sendto
     0.00%  python3.10  [i915]                                    [k] __intel_get_crtc_scanline
     0.00%  python3.10  python3.10                                [.] 0x0000000000175de0
     0.00%  python3.10  python3.10                                [.] 0x0000000000152293
     0.00%  python3.10  python3.10                                [.] 0x000000000017c401
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_thread_stack_node
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_init
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_scan_max
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_cache_libcmp
     0.00%  python3.10  python3.10                                [.] 0x0000000000121e90
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ae8
     0.00%  python3.10  python3.10                                [.] 0x0000000000141a28
     0.00%  python3.10  python3.10                                [.] 0x000000000015e910
     0.00%  python3.10  python3.10                                [.] 0x0000000000162c20
     0.00%  python3.10  python3.10                                [.] 0x000000000016ac52
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  python3.10                                [.] 0x00000000002b3a0a
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1108
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003081eb
     0.00%  python3.10  python3.10                                [.] PyLong_FromLongLong
     0.00%  python3.10  python3.10                                [.] 0x00000000001440a6
     0.00%  python3.10  python3.10                                [.] 0x000000000015f01d
     0.00%  python3.10  python3.10                                [.] 0x00000000001641c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000169f4b
     0.00%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.00%  python3.10  python3.10                                [.] 0x0000000000188cfd
     0.00%  python3.10  python3.10                                [.] 0x00000000001893e3
     0.00%  python3.10  [kernel.kallsyms]                         [k] refcount_dec_not_one
     0.00%  python3.10  [kernel.kallsyms]                         [k] should_failslab
     0.00%  python3.10  [kernel.kallsyms]                         [k] uprobe_copy_process
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307757
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308126
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x000000000012b30f
     0.00%  python3.10  python3.10                                [.] 0x000000000016abcd
     0.00%  python3.10  python3.10                                [.] 0x00000000001771d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000280a60
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000007358f
     0.00%  python3.10  [kernel.kallsyms]                         [k] lru_add_drain_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] jiffies_to_usecs
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __inet_lookup_established
     0.00%  python3.10  python3.10                                [.] 0x0000000000296fb9
     0.00%  python3.10  python3.10                                [.] 0x0000000000128e0e
     0.00%  python3.10  python3.10                                [.] 0x00000000001641d0
     0.00%  python3.10  python3.10                                [.] 0x000000000012cff3
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d981
     0.00%  python3.10  python3.10                                [.] 0x00000000002c4470
     0.00%  python3.10  python3.10                                [.] PyUnicode_AsEncodedString
     0.00%  python3.10  python3.10                                [.] 0x000000000006f150
     0.00%  python3.10  [kernel.kallsyms]                         [k] ftrace_graph_exit_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] __check_object_size
     0.00%  python3.10  [kernel.kallsyms]                         [k] __count_memcg_events
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue_bulk
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003082a5
     0.00%  python3.10  python3.10                                [.] PyErr_Restore
     0.00%  python3.10  python3.10                                [.] 0x000000000011eb22
     0.00%  python3.10  python3.10                                [.] 0x000000000012d755
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd02
     0.00%  python3.10  python3.10                                [.] 0x000000000015e10a
     0.00%  python3.10  python3.10                                [.] 0x0000000000172a80
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eff
     0.00%  python3.10  python3.10                                [.] 0x000000000018c010
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0a8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d280
     0.00%  python3.10  python3.10                                [.] 0x0000000000198e6d
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6e64
     0.00%  python3.10  python3.10                                [.] 0x0000000000243806
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b02
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2d4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __msecs_to_jiffies
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3e7
     0.00%  python3.10  python3.10                                [.] 0x000000000012e07f
     0.00%  python3.10  python3.10                                [.] 0x0000000000137aad
     0.00%  python3.10  [i915]                                    [k] active_retire
     0.00%  python3.10  python3.10                                [.] 0x00000000001411d5
     0.00%  python3.10  python3.10                                [.] 0x00000000001f5fa0
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_pte_fault
     0.00%  python3.10  [vdso]                                    [.] 0x000000000000082d
     0.00%  python3.10  python3.10                                [.] 0x000000000012d858
     0.00%  python3.10  python3.10                                [.] 0x0000000000189014
     0.00%  python3.10  python3.10                                [.] 0x00000000001f7514
     0.00%  python3.10  python3.10                                [.] 0x00000000002970c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __kmalloc_node
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_header_size
     0.00%  python3.10  [kernel.kallsyms]                         [k] attach_entity_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]                         [k] audit_alloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030752f
     0.00%  python3.10  python3.10                                [.] 0x00000000001433a4
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e0
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf76
     0.00%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d977
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ffe
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.00%  python3.10  python3.10                                [.] 0x000000000011b406
     0.00%  python3.10  python3.10                                [.] 0x000000000020beea
     0.00%  python3.10  [kernel.kallsyms]                         [k] mmap_region
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d7dd
     0.00%  python3.10  python3.10                                [.] _PyStack_AsDict
     0.00%  python3.10  python3.10                                [.] 0x0000000000129dd9
     0.00%  python3.10  python3.10                                [.] 0x000000000012d088
     0.00%  python3.10  python3.10                                [.] 0x000000000018d237
     0.00%  python3.10  python3.10                                [.] 0x00000000001d0e56
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_disable_all
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_event_rcu
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a40
     0.00%  python3.10  [kernel.kallsyms]                         [k] idle_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] yama_task_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] __queue_work
     0.00%  python3.10  python3.10                                [.] PyMember_SetOne
     0.00%  python3.10  python3.10                                [.] 0x000000000006f4a0
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e17
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dce
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_read_pmc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_task_struct
     0.00%  python3.10  python3.10                                [.] 0x00000000001512ea
     0.00%  python3.10  python3.10                                [.] 0x000000000015e060
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_reschedule_ipi
     0.00%  python3.10  python3.10                                [.] 0x000000000012b374
     0.00%  python3.10  python3.10                                [.] 0x000000000018c03d
     0.00%  python3.10  [kernel.kallsyms]                         [k] crng_make_state
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ee5
     0.00%  python3.10  python3.10                                [.] 0x000000000011fef0
     0.00%  python3.10  python3.10                                [.] 0x0000000000121957
     0.00%  python3.10  python3.10                                [.] 0x0000000000122663
     0.00%  python3.10  python3.10                                [.] 0x000000000015085e
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a93
     0.00%  python3.10  python3.10                                [.] 0x0000000000159a21
     0.00%  python3.10  python3.10                                [.] 0x000000000015e969
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.00%  python3.10  python3.10                                [.] 0x000000000017f965
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d19
     0.00%  python3.10  python3.10                                [.] 0x000000000027742d
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fa6
     0.00%  python3.10  python3.10                                [.] 0x0000000000295047
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cc0
     0.00%  python3.10  python3.10                                [.] _Py_strhex
     0.00%  python3.10  [kernel.kallsyms]                         [k] __kmalloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_perf_context
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnsignedLong
     0.00%  python3.10  python3.10                                [.] 0x0000000000137baf
     0.00%  python3.10  python3.10                                [.] 0x000000000015d7b7
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sk_mem_reduce_allocated
     0.00%  python3.10  python3.10                                [.] 0x0000000000198eb9
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_creds
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] p4d_offset
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_init_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  libc.so.6                                 [.] str_to_mpn
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003075c6
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4f1
     0.00%  python3.10  python3.10                                [.] 0x000000000011e9a8
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6e
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd20
     0.00%  python3.10  python3.10                                [.] 0x0000000000150c6e
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f28
     0.00%  python3.10  python3.10                                [.] 0x000000000015b280
     0.00%  python3.10  python3.10                                [.] 0x000000000015e116
     0.00%  python3.10  python3.10                                [.] 0x000000000015efd8
     0.00%  python3.10  python3.10                                [.] 0x0000000000165e60
     0.00%  python3.10  python3.10                                [.] 0x000000000017961b
     0.00%  python3.10  python3.10                                [.] 0x0000000000189318
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf7a
     0.00%  python3.10  python3.10                                [.] 0x000000000018c041
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10                                [.] 0x000000000018d274
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4951
     0.00%  python3.10  python3.10                                [.] 0x00000000002773d5
     0.00%  python3.10  python3.10                                [.] 0x0000000000293dc2
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6a17
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1226
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e7d
     0.00%  python3.10  [kernel.kallsyms]                         [k] __fget_light
     0.00%  python3.10  python3.10                                [.] 0x0000000000143635
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb40
     0.00%  python3.10  python3.10                                [.] 0x000000000015e916
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_delack_timer
     0.00%  python3.10  [kernel.kallsyms]                         [k] __page_set_anon_rmap
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077ce
     0.00%  python3.10  python3.10                                [.] _Py_HashBytes
     0.00%  python3.10  python3.10                                [.] 0x000000000012d6e3
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a6c
     0.00%  python3.10  python3.10                                [.] 0x000000000015b004
     0.00%  python3.10  python3.10                                [.] 0x000000000015fa80
     0.00%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.00%  python3.10  python3.10                                [.] 0x0000000000179613
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dae
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0dc
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5fe
     0.00%  python3.10  python3.10                                [.] 0x00000000001b1c4d
     0.00%  python3.10  python3.10                                [.] 0x00000000001d0f38
