# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 172K of event 'cycles'
# Event count (approx.): 83401119984
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.00%  python3.10  python3.10                                [.] 0x00000000001c897a
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  python3.10                                [.] 0x0000000000294faa
     0.00%  python3.10  python3.10                                [.] 0x00000000001740a1
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x00000000002065b9
     0.00%  python3.10  python3.10                                [.] 0x000000000020692c
     0.00%  python3.10  [kernel.kallsyms]                         [k] __count_memcg_events
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] chacha_permute
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_cyclic
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_scan_max
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f08
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030810c
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x0000000000131338
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.00%  python3.10  python3.10                                [.] 0x0000000000137abb
     0.00%  python3.10  python3.10                                [.] 0x00000000001433c5
     0.00%  python3.10  python3.10                                [.] 0x000000000017c418
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dfe
     0.00%  python3.10  python3.10                                [.] 0x00000000001893e8
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfc0
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0a4
     0.00%  python3.10  python3.10                                [.] 0x000000000018d066
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0e4
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d22d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d573
     0.00%  python3.10  python3.10                                [.] 0x000000000020673e
     0.00%  python3.10  python3.10                                [.] 0x0000000000206853
     0.00%  python3.10  python3.10                                [.] 0x00000000002068ea
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf3d
     0.00%  python3.10  python3.10                                [.] 0x00000000002773a9
     0.00%  python3.10  python3.10                                [.] 0x0000000000293df9
     0.00%  python3.10  python3.10                                [.] 0x000000000029426d
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ea2
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f08
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ea0
     0.00%  python3.10  python3.10                                [.] 0x0000000000206890
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_4
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_perf_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_page_vaddr
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307622
     0.00%  python3.10  python3.10                                [.] 0x0000000000121930
     0.00%  python3.10  python3.10                                [.] 0x000000000012d74d
     0.00%  python3.10  python3.10                                [.] 0x000000000014342c
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e0c
     0.00%  python3.10  python3.10                                [.] 0x000000000015f020
     0.00%  python3.10  python3.10                                [.] 0x00000000001732de
     0.00%  python3.10  python3.10                                [.] 0x00000000001894b1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d25c
     0.00%  python3.10  python3.10                                [.] 0x000000000020667b
     0.00%  python3.10  python3.10                                [.] 0x0000000000294979
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d09
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_pud_range
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b7b
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf5c
     0.00%  python3.10  python3.10                                [.] 0x0000000000277530
     0.00%  python3.10  python3.10                                [.] 0x000000000030e43f
     0.00%  python3.10  python3.10                                [.] 0x0000000000122854
     0.00%  python3.10  python3.10                                [.] 0x0000000000141a32
     0.00%  python3.10  python3.10                                [.] 0x000000000015b564
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf7c
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69db
     0.00%  python3.10  python3.10                                [.] 0x000000000018d19e
     0.00%  python3.10  [kernel.kallsyms]                         [k] anon_vma_clone
     0.00%  python3.10  [kernel.kallsyms]                         [k] lru_cache_add_inactive_or_unevictable
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] 0x000000000002afe0
     0.00%  python3.10  python3.10                                [.] 0x000000000012292b
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1e1
     0.00%  python3.10  python3.10                                [.] 0x000000000012d2c7
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb8c
     0.00%  python3.10  python3.10                                [.] 0x000000000015d644
     0.00%  python3.10  python3.10                                [.] 0x000000000016ac68
     0.00%  python3.10  python3.10                                [.] 0x000000000017b121
     0.00%  python3.10  python3.10                                [.] 0x000000000018d098
     0.00%  python3.10  python3.10                                [.] 0x000000000018d61c
     0.00%  python3.10  python3.10                                [.] 0x0000000000243810
     0.00%  python3.10  python3.10                                [.] 0x0000000000293dab
     0.00%  python3.10  python3.10                                [.] 0x00000000002942bc
     0.00%  python3.10  python3.10                                [.] 0x00000000002948dd
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f1a
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69c4
     0.00%  python3.10  [kernel.kallsyms]                         [k] node_tag_clear
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  python3.10                                [.] 0x0000000000206b1a
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_DigestFinal_ex
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307d07
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307fe6
     0.00%  python3.10  python3.10                                [.] 0x00000000000e474c
     0.00%  python3.10  python3.10                                [.] 0x00000000001225f6
     0.00%  python3.10  python3.10                                [.] 0x0000000000140775
     0.00%  python3.10  python3.10                                [.] 0x00000000001512ea
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e2e
     0.00%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.00%  python3.10  python3.10                                [.] 0x000000000015af65
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5d8
     0.00%  python3.10  python3.10                                [.] 0x00000000001d490c
     0.00%  python3.10  python3.10                                [.] 0x000000000020671d
     0.00%  python3.10  python3.10                                [.] 0x0000000000243819
     0.00%  python3.10  python3.10                                [.] 0x000000000029499b
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9eaa
     0.00%  python3.10  python3.10                                [.] 0x000000000031e7a6
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f24
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0f2
     0.00%  python3.10  python3.10                                [.] PyUnicode_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] __check_object_size
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d972
     0.00%  python3.10  python3.10                                [.] 0x0000000000129f3e
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.00%  python3.10  python3.10                                [.] 0x000000000018d57a
     0.00%  python3.10  python3.10                                [.] 0x0000000000286dd6
     0.00%  python3.10  python3.10                                [.] 0x000000000029496c
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_current_priority
     0.00%  python3.10  [kernel.kallsyms]                         [k] kernel_clone
     0.00%  python3.10  python3.10                                [.] 0x0000000000172630
     0.00%  python3.10  python3.10                                [.] 0x000000000018c087
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0f6
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  python3.10                                [.] 0x000000000020693c
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf48
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_seccomp_filter
     0.00%  python3.10  python3.10                                [.] 0x000000000014f690
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d30a
     0.00%  python3.10  python3.10                                [.] 0x0000000000122884
     0.00%  python3.10  [kernel.kallsyms]                         [k] sock_def_readable
     0.00%  python3.10  python3.10                                [.] PyDict_SetItem
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4dc
     0.00%  python3.10  python3.10                                [.] 0x000000000011fef5
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd02
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d88
     0.00%  python3.10  python3.10                                [.] 0x0000000000156654
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ab0
     0.00%  python3.10  python3.10                                [.] 0x000000000016a001
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed5
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eee
     0.00%  python3.10  python3.10                                [.] 0x000000000018947e
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  python3.10                                [.] 0x000000000018c072
     0.00%  python3.10  python3.10                                [.] 0x0000000000286905
     0.00%  python3.10  python3.10                                [.] 0x000000000028b800
     0.00%  python3.10  python3.10                                [.] 0x000000000012d220
     0.00%  python3.10  python3.10                                [.] 0x00000000001795b3
     0.00%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_creds
     0.00%  python3.10  libcrypto.so.3                            [.] SHA256_Final
     0.00%  python3.10  python3.10                                [.] 0x0000000000133945
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0f7
     0.00%  python3.10  python3.10                                [.] 0x00000000001641c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000188cf0
     0.00%  python3.10  python3.10                                [.] 0x0000000000206540
     0.00%  python3.10  python3.10                                [.] 0x0000000000206742
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f02
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69fa
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ed5
     0.00%  python3.10  python3.10                                [.] PyUnicode_Decode
     0.00%  python3.10  python3.10                                [.] 0x0000000000296fd1
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayed_put_task_struct
     0.00%  python3.10  [kernel.kallsyms]                         [k] load_balance
     0.00%  python3.10  python3.10                                [.] 0x000000000012e070
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0c1
     0.00%  python3.10  python3.10                                [.] 0x00000000001228a8
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayacct_add_tsk
     0.00%  python3.10  python3.10                                [.] 0x00000000001a3030
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_irq_event
     0.00%  python3.10  python3.10                                [.] 0x00000000002774db
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a8f
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffe6
     0.00%  python3.10  python3.10                                [.] 0x0000000000286ddb
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sd_lb_stats.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  python3.10                                [.] _PyNumber_Index
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed8
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f48
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_blocked_averages
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e17
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x00000000000073a0
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000007f7
     0.00%  python3.10  [kernel.kallsyms]                         [k] exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] hugepage_vma_check
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d815
     0.00%  python3.10  python3.10                                [.] _PyObject_New
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0d2
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ae7
     0.00%  python3.10  python3.10                                [.] 0x00000000001740ab
     0.00%  python3.10  python3.10                                [.] 0x0000000000179564
     0.00%  python3.10  python3.10                                [.] 0x00000000001795b6
     0.00%  python3.10  python3.10                                [.] 0x000000000017f860
     0.00%  python3.10  python3.10                                [.] 0x000000000017f884
     0.00%  python3.10  python3.10                                [.] 0x00000000001894c3
     0.00%  python3.10  python3.10                                [.] 0x000000000018d07c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d169
     0.00%  python3.10  python3.10                                [.] 0x000000000018d185
     0.00%  python3.10  python3.10                                [.] 0x000000000020695e
     0.00%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d57
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f1e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __usecs_to_jiffies
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000028670
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d37
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_reset_timer
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cfc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __msecs_to_jiffies
     0.00%  python3.10  [kernel.kallsyms]                         [k] can_migrate_task
     0.00%  python3.10  python3.10                                [.] 0x0000000000294296
     0.00%  python3.10  python3.10                                [.] 0x000000000012d3e6
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_qs
     0.00%  python3.10  python3.10                                [.] 0x00000000002c4470
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_user_cpus_ptr
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074b3
     0.00%  python3.10  python3.10                                [.] 0x000000000017c60d
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10                                [.] 0x000000000028a758
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pages_vma
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmacache_find
     0.00%  python3.10  python3.10                                [.] 0x000000000015b218
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb67
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  python3.10                                [.] 0x0000000000243825
     0.00%  python3.10  python3.10                                [.] 0x00000000002773cd
     0.00%  python3.10  python3.10                                [.] 0x0000000000177166
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a93
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000000284d0
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab50
     0.00%  python3.10  [kernel.kallsyms]                         [k] refcount_dec_not_one
     0.00%  python3.10  python3.10                                [.] 0x000000000017f7ab
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6f09
     0.00%  python3.10  [i915]                                    [k] __active_retire
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmap_pages_pud_range
     0.00%  python3.10  python3.10                                [.] PyNumber_Xor
     0.00%  python3.10  python3.10                                [.] 0x00000000001219f8
     0.00%  python3.10  python3.10                                [.] 0x000000000012287d
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e5f
     0.00%  python3.10  python3.10                                [.] 0x0000000000151fee
     0.00%  python3.10  python3.10                                [.] 0x000000000015d352
     0.00%  python3.10  python3.10                                [.] 0x0000000000179f78
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d07
     0.00%  python3.10  python3.10                                [.] 0x000000000018d592
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5d0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d608
     0.00%  python3.10  python3.10                                [.] 0x0000000000206753
     0.00%  python3.10  python3.10                                [.] 0x00000000002948b6
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b6
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d8d
     0.00%  python3.10  [kvm]                                     [k] pvclock_gtod_notify
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_event_data_recv
     0.00%  python3.10  [kernel.kallsyms]                         [k] aa_label_next_confined
     0.00%  python3.10  python3.10                                [.] 0x000000000006f150
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c5c
     0.00%  python3.10  [kernel.kallsyms]                         [k] __queue_work
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_init
     0.00%  python3.10  python3.10                                [.] 0x000000000020674f
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmap_small_pages_range_noflush
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d9e0
     0.00%  python3.10  python3.10                                [.] PyLong_AsSsize_t
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b00
     0.00%  python3.10  python3.10                                [.] 0x0000000000150c1e
     0.00%  python3.10  python3.10                                [.] 0x00000000001641df
     0.00%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.00%  python3.10  python3.10                                [.] 0x000000000017b16b
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d0f
     0.00%  python3.10  python3.10                                [.] 0x000000000018c085
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0eb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d14d
     0.00%  python3.10  python3.10                                [.] 0x00000000001c3770
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d2be
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_pid.part.0
     0.00%  python3.10  python3.10                                [.] 0x00000000002f86ea
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_work_tick
     0.00%  python3.10  python3.10                                [.] 0x000000000015232b
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10                                [.] 0x00000000001514e8
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e94
     0.00%  python3.10  python3.10                                [.] 0x000000000011ec90
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_cpu_partial
     0.00%  python3.10  [kernel.kallsyms]                         [k] skb_release_head_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_cpu_stall
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_seconds
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_filter_trim_cap
     0.00%  python3.10  python3.10                                [.] 0x0000000000162fb4
     0.00%  python3.10  python3.10                                [.] 0x00000000001ce635
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f03
     0.00%  python3.10  python3.10                                [.] 0x000000000015fe10
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a51
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_established_options
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_timer
     0.00%  python3.10  [kernel.kallsyms]                         [k] calc_global_load_tick
     0.00%  python3.10  python3.10                                [.] 0x000000000016a639
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a097a
     0.00%  python3.10  python3.10                                [.] 0x00000000001411d5
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ba2
     0.00%  python3.10  python3.10                                [.] 0x0000000000179d83
     0.00%  python3.10  [kernel.kallsyms]                         [k] xfd_validate_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_inbound_md5_hash
     0.00%  python3.10  python3.10                                [.] 0x000000000017956a
     0.00%  python3.10  [libahci]                                 [k] ahci_single_level_irq_intr
     0.00%  python3.10  python3.10                                [.] 0x000000000015b254
     0.00%  python3.10  python3.10                                [.] 0x000000000006ed20
     0.00%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.00%  python3.10  python3.10                                [.] 0x000000000012b2cb
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d960
     0.00%  python3.10  python3.10                                [.] 0x0000000000122841
     0.00%  python3.10  python3.10                                [.] 0x00000000001a304c
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_options_write
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_load_gs_index
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.00%  python3.10  python3.10                                [.] 0x00000000001512a0
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_charge_memcg
     0.00%  python3.10  python3.10                                [.] 0x00000000002f81cf
     0.00%  python3.10  python3.10                                [.] 0x0000000000241480
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ac0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_ack_snd_check
     0.00%  python3.10  python3.10                                [.] 0x000000000015b288
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_timespec64
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] kthread_is_per_cpu
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6a3
     0.00%  python3.10  python3.10                                [.] _PyObject_GetAttrId
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_gather_mmu
     0.00%  python3.10  python3.10                                [.] 0x000000000029b6eb
     0.00%  python3.10  python3.10                                [.] 0x0000000000164242
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_sleeper_start_expires
     0.00%  python3.10  [kernel.kallsyms]                         [k] timekeeping_update
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_forced_mem_schedule
     0.00%  python3.10  python3.10                                [.] 0x0000000000138500
     0.00%  python3.10  python3.10                                [.] 0x000000000028e080
     0.00%  python3.10  [kernel.kallsyms]                         [k] __call_rcu
     0.00%  python3.10  python3.10                                [.] 0x000000000015d8c8
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a1b
     0.00%  python3.10  python3.10                                [.] _Py_Dealloc
     0.00%  python3.10  libc.so.6                                 [.] pthread_setname_np@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sk_mem_reduce_allocated
     0.00%  python3.10  [kernel.kallsyms]                         [k] plist_del
     0.00%  python3.10  python3.10                                [.] 0x0000000000070934
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_exit
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d58a
     0.00%  python3.10  python3.10                                [.] 0x0000000000133910
     0.00%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.00%  python3.10  python3.10                                [.] 0x000000000028e085
     0.00%  python3.10  libc.so.6                                 [.] pthread_setattr_default_np@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]                         [k] netdev_core_pick_tx
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rate_check_app_limited
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e2e
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d40
     0.00%  python3.10  python3.10                                [.] 0x000000000011b529
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_note_context_switch
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f98
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_new_task
     0.00%  python3.10  python3.10                                [.] 0x000000000011ea03
     0.00%  python3.10  python3.10                                [.] 0x00000000001210f6
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e04
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f36
     0.00%  python3.10  python3.10                                [.] 0x00000000000e4746
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_sock_nested
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_do_update_jiffies64
     0.00%  python3.10  [kernel.kallsyms]                         [k] restore_regs_and_return_to_kernel
     0.00%  python3.10  python3.10                                [.] 0x000000000028b228
     0.00%  python3.10  [kernel.kallsyms]                         [k] cubictcp_cwnd_event
     0.00%  python3.10  python3.10                                [.] 0x0000000000206a20
     0.00%  python3.10  python3.10                                [.] 0x000000000015e06d
     0.00%  python3.10  python3.10                                [.] 0x0000000000128094
     0.00%  python3.10  python3.10                                [.] PyNumber_AsSsize_t
     0.00%  python3.10  python3.10                                [.] PyUnicode_AsEncodedString
     0.00%  python3.10  python3.10                                [.] 0x0000000000206870
     0.00%  python3.10  python3.10                                [.] 0x0000000000163001
     0.00%  python3.10  python3.10                                [.] PyThread_acquire_lock_timed
     0.00%  python3.10  [kernel.kallsyms]                         [k] kfree_skbmem
     0.00%  python3.10  python3.10                                [.] 0x00000000001806c0
     0.00%  python3.10  python3.10                                [.] 0x00000000001433cc
     0.00%  python3.10  python3.10                                [.] 0x0000000000151dd3
     0.00%  python3.10  python3.10                                [.] 0x0000000000295226
     0.00%  python3.10  python3.10                                [.] 0x0000000000241484
     0.00%  python3.10  python3.10                                [.] 0x00000000001338a4
     0.00%  python3.10  python3.10                                [.] 0x000000000011b4c6
     0.00%  python3.10  libc.so.6                                 [.] str_to_mpn
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_next_bit
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.00%  python3.10  python3.10                                [.] 0x00000000002d04a6
     0.00%  python3.10  python3.10                                [.] 0x000000000023ebc6
     0.00%  python3.10  python3.10                                [.] 0x00000000001514ec
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a64
     0.00%  python3.10  python3.10                                [.] 0x00000000002949b8
     0.00%  python3.10  python3.10                                [.] 0x000000000013399a
     0.00%  python3.10  python3.10                                [.] 0x000000000014f6d4
     0.00%  python3.10  python3.10                                [.] PyUnicode_AsUTF8AndSize
     0.00%  python3.10  python3.10                                [.] 0x000000000015fff3
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_softirq
     0.00%  python3.10  python3.10                                [.] 0x000000000015680d
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0d9
     0.00%  python3.10  libc.so.6                                 [.] pthread_rwlock_tryrdlock@@GLIBC_2.34
     0.00%  python3.10  libc.so.6                                 [.] malloc
     0.00%  python3.10  python3.10                                [.] 0x0000000000296faa
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_advance
     0.00%  python3.10  [kernel.kallsyms]                         [k] migrate_enable
     0.00%  python3.10  python3.10                                [.] 0x000000000029c9cc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __dev_queue_xmit
     0.00%  python3.10  python3.10                                [.] 0x000000000017f7d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] queue_delayed_work_on
     0.00%  python3.10  python3.10                                [.] 0x000000000016a316
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf4
     0.00%  python3.10  python3.10                                [.] 0x000000000011b394
     0.00%  python3.10  python3.10                                [.] 0x000000000014120d
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_event_rcu
     0.00%  python3.10  python3.10                                [.] 0x00000000001736e0
     0.00%  python3.10  [kernel.kallsyms]                         [k] validate_xmit_xfrm
     0.00%  python3.10  python3.10                                [.] 0x0000000000175df2
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab59
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_pages_and_swap_cache
     0.00%  python3.10  [kernel.kallsyms]                         [k] wait_woken
     0.00%  python3.10  python3.10                                [.] 0x0000000000239570
     0.00%  python3.10  python3.10                                [.] _PyLong_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayed_put_pid
     0.00%  python3.10  python3.10                                [.] 0x00000000001434ec
