# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 2935706279
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.01%  python3.10  python3.10                                [.] 0x0000000000122930
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.01%  python3.10  libc.so.6                                 [.] ____wcstod_l_internal
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.01%  python3.10  python3.10                                [.] 0x0000000000218876
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]                         [k] task_fork_fair
     0.01%  python3.10  python3.10                                [.] 0x000000000017961b
     0.01%  python3.10  [kernel.kallsyms]                         [k] walk_component
     0.01%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]                         [k] __alloc_file
     0.01%  python3.10  python3.10                                [.] 0x0000000000122a92
     0.01%  python3.10  python3.10                                [.] 0x0000000000215fb5
     0.01%  python3.10  python3.10                                [.] PyDict_GetItemWithError
     0.01%  python3.10  python3.10                                [.] 0x00000000001ffcdb
     0.01%  python3.10  python3.10                                [.] 0x000000000015090d
     0.01%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.00%  python3.10  python3.10                                [.] 0x0000000000172620
     0.00%  :1481123    python3.10                                [.] 0x0000000000121613
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]                         [k] blocking_notifier_call_chain
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_sem
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_exit_release
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.00%  python3.10  python3.10                                [.] PyObject_DelItem
     0.00%  python3.10  [kernel.kallsyms]                         [k] load_balance
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  python3.10                                [.] 0x0000000000172b2c
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_header__init_id
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  :1481123    [kernel.kallsyms]                         [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_8
     0.00%  python3.10  [kernel.kallsyms]                         [k] __set_task_blocked
     0.00%  python3.10  [kernel.kallsyms]                         [k] core_sys_select


# Samples: 6K of event 'instructions'
# Event count (approx.): 3160821539
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    68.35%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     7.63%  python3.10  python3.10         [.] 0x000000000012161a
     2.02%  python3.10  python3.10         [.] 0x000000000012160b
     1.66%  python3.10  python3.10         [.] 0x0000000000121613
     1.28%  python3.10  python3.10         [.] 0x0000000000121623
     1.19%  python3.10  python3.10         [.] 0x0000000000121605
     1.18%  python3.10  python3.10         [.] 0x0000000000121590
     1.09%  python3.10  python3.10         [.] 0x0000000000121676
     0.95%  python3.10  python3.10         [.] 0x0000000000121679
     0.87%  python3.10  python3.10         [.] 0x00000000001215f2
     0.82%  python3.10  python3.10         [.] 0x0000000000121635
     0.77%  python3.10  python3.10         [.] 0x00000000001215c4
     0.75%  python3.10  python3.10         [.] 0x000000000012160f
     0.72%  python3.10  python3.10         [.] 0x0000000000121616
     0.69%  python3.10  python3.10         [.] 0x00000000001215f7
     0.57%  python3.10  python3.10         [.] 0x00000000001215a3
     0.57%  python3.10  python3.10         [.] 0x000000000012159b
     0.55%  python3.10  python3.10         [.] 0x0000000000121596
     0.54%  python3.10  python3.10         [.] 0x0000000000121730
     0.51%  python3.10  python3.10         [.] 0x0000000000121737
     0.44%  python3.10  python3.10         [.] 0x00000000001215ab
     0.41%  python3.10  python3.10         [.] 0x0000000000121628
     0.40%  python3.10  python3.10         [.] 0x0000000000121638
     0.32%  python3.10  python3.10         [.] 0x00000000001215cb
     0.32%  python3.10  python3.10         [.] 0x00000000001215e9
     0.31%  python3.10  python3.10         [.] 0x000000000012159d
     0.30%  python3.10  python3.10         [.] 0x00000000001215a7
     0.29%  python3.10  python3.10         [.] 0x00000000001215dc
     0.25%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.23%  python3.10  python3.10         [.] 0x000000000012167b
     0.22%  python3.10  python3.10         [.] 0x000000000012167d
     0.22%  python3.10  python3.10         [.] 0x0000000000121677
     0.18%  python3.10  python3.10         [.] 0x00000000001215e2
     0.18%  python3.10  python3.10         [.] 0x00000000001215bc
     0.16%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.13%  python3.10  python3.10         [.] 0x00000000001215e5
     0.12%  python3.10  python3.10         [.] 0x0000000000121594
     0.10%  python3.10  python3.10         [.] 0x00000000001215a2
     0.10%  python3.10  python3.10         [.] 0x0000000000121600
     0.06%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.06%  python3.10  python3.10         [.] 0x000000000012167f
     0.05%  python3.10  python3.10         [.] 0x00000000001215c8
     0.05%  python3.10  python3.10         [.] 0x00000000001215d8
     0.04%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.04%  python3.10  python3.10         [.] 0x00000000001215a0
     0.04%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.04%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.04%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.04%  python3.10  python3.10         [.] 0x000000000012e078
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.03%  python3.10  [kernel.kallsyms]  [k] kfree
     0.03%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.03%  python3.10  [kernel.kallsyms]  [k] futex_wait
     0.03%  python3.10  python3.10         [.] 0x000000000012d1da
     0.03%  python3.10  python3.10         [.] 0x0000000000121599
     0.03%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.03%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.03%  python3.10  [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.03%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.02%  python3.10  [kernel.kallsyms]  [k] free_swap_cache
     0.02%  python3.10  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.02%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_loop
     0.02%  python3.10  [kernel.kallsyms]  [k] schedule
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.02%  python3.10  [kernel.kallsyms]  [k] account_user_time
     0.02%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.02%  python3.10  python3.10         [.] 0x000000000011b434
     0.02%  python3.10  [kernel.kallsyms]  [k] rseq_ip_fixup
     0.02%  python3.10  [kernel.kallsyms]  [k] __update_blocked_fair
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.02%  python3.10  python3.10         [.] 0x000000000028e080
     0.02%  python3.10  python3.10         [.] 0x0000000000121630
     0.02%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.02%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.02%  python3.10  [kernel.kallsyms]  [k] blk_start_plug
     0.02%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.02%  python3.10  python3.10         [.] PyObject_GetAttr
     0.02%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.02%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.02%  python3.10  python3.10         [.] 0x00000000001215b2
     0.02%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.02%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.02%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.02%  python3.10  python3.10         [.] 0x000000000012e07f
     0.02%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.02%  python3.10  python3.10         [.] _PyDict_GetItemIdWithError
     0.02%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.02%  python3.10  [kernel.kallsyms]  [k] task_active_pid_ns
     0.02%  python3.10  libc.so.6          [.] 0x00000000001a11ef
     0.02%  python3.10  python3.10         [.] 0x00000000001d495d
     0.02%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.02%  python3.10  python3.10         [.] 0x000000000012d229
     0.02%  python3.10  python3.10         [.] _PyObject_GC_New
     0.02%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.02%  python3.10  python3.10         [.] 0x000000000017503d
     0.02%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.02%  python3.10  [kernel.kallsyms]  [k] copy_thread
     0.01%  python3.10  [kernel.kallsyms]  [k] unmap_single_vma
     0.01%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.01%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.01%  python3.10  python3.10         [.] 0x0000000000175011
     0.01%  python3.10  [kernel.kallsyms]  [k] free_unref_page_list
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.01%  python3.10  python3.10         [.] 0x0000000000175dfe
     0.01%  python3.10  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     0.01%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.01%  python3.10  [kernel.kallsyms]  [k] __anon_vma_interval_tree_remove
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.01%  python3.10  python3.10         [.] 0x000000000012bd50
     0.01%  python3.10  [kernel.kallsyms]  [k] free_pcp_prepare
     0.01%  python3.10  [kernel.kallsyms]  [k] remove_vma
     0.01%  python3.10  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] wake_q_add_safe
     0.01%  python3.10  python3.10         [.] 0x000000000018d1e7
     0.01%  python3.10  [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.01%  python3.10  [kernel.kallsyms]  [k] zap_pmd_range.isra.0
     0.01%  python3.10  python3.10         [.] 0x000000000012d1e1
     0.01%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.01%  python3.10  python3.10         [.] 0x00000000001795d6
     0.01%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.01%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.01%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.01%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.01%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.01%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_task
     0.01%  python3.10  python3.10         [.] 0x000000000018d960
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] hsw_get_event_constraints
     0.01%  python3.10  python3.10         [.] _PyErr_NormalizeException
     0.01%  python3.10  python3.10         [.] 0x000000000012d130
     0.01%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.01%  python3.10  python3.10         [.] 0x0000000000164407
     0.01%  python3.10  [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.01%  python3.10  python3.10         [.] PyObject_SetAttr
     0.01%  python3.10  python3.10         [.] 0x000000000012d220
     0.01%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.01%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.01%  python3.10  python3.10         [.] 0x000000000012d1ac
     0.01%  python3.10  python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.01%  python3.10  [kernel.kallsyms]  [k] do_syscall_64
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.01%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.01%  python3.10  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.01%  python3.10  python3.10         [.] 0x00000000001743e4
     0.01%  python3.10  python3.10         [.] PyObject_GC_Del
     0.01%  python3.10  libc.so.6          [.] 0x000000000019d300
     0.01%  python3.10  python3.10         [.] 0x0000000000129e35
     0.01%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.01%  python3.10  [kernel.kallsyms]  [k] __mod_node_page_state
     0.01%  python3.10  python3.10         [.] 0x000000000012d084
     0.01%  python3.10  [kernel.kallsyms]  [k] rmqueue
     0.01%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.01%  python3.10  python3.10         [.] 0x000000000012d210
     0.01%  python3.10  [kernel.kallsyms]  [k] enqueue_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.01%  python3.10  python3.10         [.] PyLong_AsLong
     0.01%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.01%  python3.10  python3.10         [.] 0x0000000000152260
     0.01%  python3.10  [kernel.kallsyms]  [k] hash_futex
     0.01%  python3.10  [kernel.kallsyms]  [k] idr_alloc_u32
     0.01%  python3.10  [kernel.kallsyms]  [k] sched_clock
     0.01%  python3.10  [kernel.kallsyms]  [k] select_task_rq_fair
     0.01%  python3.10  python3.10         [.] 0x00000000001228d1
     0.01%  python3.10  python3.10         [.] 0x00000000001740a7
     0.01%  python3.10  python3.10         [.] 0x000000000018d599
     0.01%  python3.10  python3.10         [.] 0x000000000012d1f3
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.01%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.01%  python3.10  libc.so.6          [.] 0x00000000001a0975
     0.01%  python3.10  python3.10         [.] 0x00000000001385c7
     0.01%  python3.10  python3.10         [.] 0x000000000013865e
     0.01%  python3.10  python3.10         [.] 0x000000000017c420
     0.00%  python3.10  python3.10         [.] PyErr_Restore
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_lock_task_context
     0.00%  python3.10  [kernel.kallsyms]  [k] poll_freewait
     0.00%  python3.10  python3.10         [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10         [.] 0x000000000028a75e
     0.00%  python3.10  python3.10         [.] 0x0000000000137b4c
     0.00%  python3.10  python3.10         [.] PyTraceBack_Here
     0.00%  python3.10  python3.10         [.] PyMember_SetOne
     0.00%  python3.10  python3.10         [.] 0x0000000000294fdd
     0.00%  python3.10  python3.10         [.] PyMem_Malloc
     0.00%  python3.10  python3.10         [.] _PyArg_UnpackKeywords
     0.00%  python3.10  python3.10         [.] 0x0000000000158bf0
     0.00%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_hw_config
     0.00%  python3.10  python3.10         [.] 0x0000000000128dd5
     0.00%  python3.10  python3.10         [.] 0x0000000000169e9c
     0.00%  python3.10  python3.10         [.] 0x000000000015d357
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0988
     0.00%  python3.10  python3.10         [.] PyThread_allocate_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_hw_config
     0.00%  python3.10  python3.10         [.] 0x000000000015d254
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.00%  python3.10  python3.10         [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10         [.] 0x000000000013873e
     0.00%  python3.10  [kernel.kallsyms]  [k] aa_dfa_match
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  python3.10  libc.so.6          [.] __strncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] mem_cgroup_sk_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] vmap_small_pages_range_noflush
     0.00%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_del
     0.00%  python3.10  python3.10         [.] PyObject_GetItem
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_clone_args_from_user
     0.00%  python3.10  python3.10         [.] 0x0000000000121ee0
     0.00%  python3.10  [kernel.kallsyms]  [k] allocate_fake_cpuc
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.00%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.00%  python3.10  [kernel.kallsyms]  [k] sigprocmask
     0.00%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_setup
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wake
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.00%  python3.10  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.00%  python3.10  [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  python3.10  python3.10         [.] 0x00000000001522f3
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] __mutex_init
     0.00%  python3.10  python3.10         [.] 0x000000000015af8e
     0.00%  python3.10  python3.10         [.] 0x000000000028e084
     0.00%  :1481123    [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] do_pselect.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.00%  :1481123    [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  :1481123    [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  :1481123    python3.10         [.] _PyEval_EvalFrameDefault
     0.00%  :1481123    python3.10         [.] 0x00000000001215e2
     0.00%  :1481123    python3.10         [.] 0x0000000000121605
     0.00%  :1481123    python3.10         [.] 0x000000000012161a
     0.00%  :1481123    python3.10         [.] 0x0000000000121623
     0.00%  :1481123    python3.10         [.] 0x0000000000121635
     0.00%  :1481123    python3.10         [.] 0x0000000000121676
     0.00%  python3.10  [kernel.kallsyms]  [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]  [k] do_wp_page
     0.00%  python3.10  [kernel.kallsyms]  [k] find_vma
     0.00%  python3.10  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.00%  python3.10  [kernel.kallsyms]  [k] native_read_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] try_charge_memcg
     0.00%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.00%  python3.10  libcrypto.so.3     [.] EVP_MD_free


# Samples: 2K of event 'branch'
# Event count (approx.): 253287074
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    70.49%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     6.03%  python3.10  python3.10         [.] 0x000000000012161a
     1.28%  python3.10  python3.10         [.] 0x0000000000121676
     1.20%  python3.10  python3.10         [.] 0x000000000012160b
     1.15%  python3.10  python3.10         [.] 0x0000000000121613
     0.96%  python3.10  python3.10         [.] 0x000000000012159b
     0.93%  python3.10  python3.10         [.] 0x0000000000121605
     0.91%  python3.10  python3.10         [.] 0x0000000000121590
     0.90%  python3.10  python3.10         [.] 0x0000000000121616
     0.87%  python3.10  python3.10         [.] 0x0000000000121737
     0.86%  python3.10  python3.10         [.] 0x00000000001215f7
     0.84%  python3.10  python3.10         [.] 0x00000000001215c4
     0.65%  python3.10  python3.10         [.] 0x00000000001215a3
     0.63%  python3.10  python3.10         [.] 0x00000000001215f2
     0.59%  python3.10  python3.10         [.] 0x0000000000121623
     0.53%  python3.10  python3.10         [.] 0x0000000000121679
     0.50%  python3.10  python3.10         [.] 0x00000000001215cb
     0.42%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.42%  python3.10  python3.10         [.] 0x00000000001215a7
     0.42%  python3.10  python3.10         [.] 0x000000000012167d
     0.41%  python3.10  python3.10         [.] 0x00000000001215dc
     0.38%  python3.10  python3.10         [.] 0x00000000001215a2
     0.32%  python3.10  python3.10         [.] 0x0000000000121628
     0.32%  python3.10  python3.10         [.] 0x0000000000121638
     0.30%  python3.10  python3.10         [.] 0x000000000012160f
     0.29%  python3.10  python3.10         [.] 0x0000000000121635
     0.26%  python3.10  python3.10         [.] 0x0000000000121677
     0.26%  python3.10  python3.10         [.] 0x00000000001215ab
     0.25%  python3.10  python3.10         [.] 0x0000000000121730
     0.25%  python3.10  python3.10         [.] 0x0000000000121596
     0.24%  python3.10  python3.10         [.] 0x00000000001215e2
     0.22%  python3.10  python3.10         [.] 0x000000000012159d
     0.21%  python3.10  python3.10         [.] 0x00000000001215bc
     0.18%  python3.10  python3.10         [.] 0x00000000001215d8
     0.17%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.16%  python3.10  python3.10         [.] 0x000000000012e078
     0.15%  python3.10  python3.10         [.] 0x00000000001215e9
     0.14%  python3.10  python3.10         [.] 0x00000000001215e5
     0.13%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.12%  python3.10  python3.10         [.] 0x000000000012167b
     0.12%  python3.10  python3.10         [.] 0x0000000000121594
     0.10%  python3.10  python3.10         [.] 0x00000000001215b2
     0.10%  python3.10  [kernel.kallsyms]  [k] kfree
     0.10%  python3.10  python3.10         [.] 0x000000000012167f
     0.10%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.09%  python3.10  python3.10         [.] 0x00000000001215c0
     0.09%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.09%  python3.10  [kernel.kallsyms]  [k] free_swap_cache
     0.09%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.08%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.08%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.08%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.07%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.07%  python3.10  python3.10         [.] 0x000000000012d229
     0.07%  python3.10  python3.10         [.] 0x000000000012d1da
     0.07%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.06%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.06%  python3.10  [kernel.kallsyms]  [k] release_pages
     0.06%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.06%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.06%  python3.10  [kernel.kallsyms]  [k] __hrtimer_start_range_ns
     0.06%  python3.10  python3.10         [.] 0x000000000012e07f
     0.05%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.05%  python3.10  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.05%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.05%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.05%  python3.10  python3.10         [.] 0x00000000001215a6
     0.05%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.05%  python3.10  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.05%  python3.10  [kernel.kallsyms]  [k] psi_task_change
     0.05%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.05%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.04%  python3.10  python3.10         [.] 0x0000000000121600
     0.04%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.04%  python3.10  [kernel.kallsyms]  [k] try_to_wake_up
     0.04%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.04%  python3.10  python3.10         [.] 0x00000000001215a0
     0.04%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.04%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.04%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.04%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.04%  python3.10  libc.so.6          [.] __strstr_sse2_unaligned
     0.03%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.03%  python3.10  python3.10         [.] 0x0000000000172b33
     0.03%  python3.10  python3.10         [.] 0x00000000002b6a1c
     0.03%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.03%  python3.10  python3.10         [.] 0x000000000012bd5d
     0.03%  python3.10  python3.10         [.] 0x00000000001522f3
     0.03%  python3.10  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.03%  python3.10  [kernel.kallsyms]  [k] page_remove_file_rmap
     0.03%  python3.10  [kernel.kallsyms]  [k] __free_one_page
     0.03%  python3.10  [kernel.kallsyms]  [k] __entry_text_start
     0.03%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.03%  python3.10  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.03%  python3.10  [kernel.kallsyms]  [k] remove_vma
     0.03%  python3.10  python3.10         [.] 0x000000000012d220
     0.03%  python3.10  python3.10         [.] 0x000000000017f876
     0.03%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
