# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 206K of event 'cycles'
# Event count (approx.): 99825844788
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
     0.00%  python3.10  python3.10            [.] 0x00000000002949ff
     0.00%  python3.10  [kernel.kallsyms]     [k] do_madvise.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __next_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] cpuacct_account_field
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_write_timer_handler
     0.00%  python3.10  python3.10            [.] 0x00000000000cfa57
     0.00%  python3.10  [kernel.kallsyms]     [k] acct_collect
     0.00%  python3.10  [kernel.kallsyms]     [k] __sysvec_thermal
     0.00%  python3.10  python3.10            [.] 0x000000000006f214
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_wfree
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_state
     0.00%  python3.10  [kernel.kallsyms]     [k] __common_interrupt
     0.00%  python3.10  python3.10            [.] 0x0000000000243810
     0.00%  python3.10  python3.10            [.] 0x0000000000297ab3
     0.00%  python3.10  python3.10            [.] PyObject_SelfIter
     0.00%  python3.10  python3.10            [.] 0x00000000002395e2
     0.00%  python3.10  [kernel.kallsyms]     [k] update_rt_rq_load_avg
     0.00%  python3.10  python3.10            [.] 0x00000000002395d4
     0.00%  python3.10  [kernel.kallsyms]     [k] check_preempt_curr
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d580
     0.00%  python3.10  python3.10            [.] 0x00000000001d93cf
     0.00%  python3.10  python3.10            [.] 0x0000000000137b95
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_report_qs_rnp
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_lock_task_context
     0.00%  python3.10  [kernel.kallsyms]     [k] cubictcp_cwnd_event
     0.00%  python3.10  python3.10            [.] PyBuffer_IsContiguous
     0.00%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.00%  python3.10  [kernel.kallsyms]     [k] native_irq_return_iret
     0.00%  python3.10  python3.10            [.] PyDict_SetItem
     0.00%  python3.10  [kernel.kallsyms]     [k] idle_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.00%  python3.10  python3.10            [.] 0x000000000030e43f
     0.00%  python3.10  [kernel.kallsyms]     [k] __slab_free
     0.00%  python3.10  [kernel.kallsyms]     [k] wp_page_copy
     0.00%  python3.10  [vdso]                [.] 0x0000000000000840
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  python3.10  python3.10            [.] 0x000000000011d514
     0.00%  python3.10  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_nocheck_4
     0.00%  python3.10  [kernel.kallsyms]     [k] do_pselect.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] obj_cgroup_charge_pages
     0.00%  python3.10  [kernel.kallsyms]     [k] place_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d960
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0986
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a11ef
     0.00%  python3.10  libcrypto.so.3        [.] EVP_MD_CTX_copy_ex
     0.00%  python3.10  libcrypto.so.3        [.] EVP_MD_up_ref
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030824d
     0.00%  python3.10  python3.10            [.] PyThread_acquire_lock_timed
     0.00%  python3.10  python3.10            [.] PyTraceBack_Here
     0.00%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.00%  python3.10  python3.10            [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  python3.10            [.] 0x0000000000127f69
     0.00%  python3.10  python3.10            [.] 0x00000000001435e1
     0.00%  python3.10  python3.10            [.] 0x00000000001665cf
     0.00%  python3.10  python3.10            [.] 0x0000000000167e17
     0.00%  python3.10  python3.10            [.] 0x000000000016a31a
     0.00%  python3.10  python3.10            [.] 0x00000000001732e7
     0.00%  python3.10  python3.10            [.] 0x00000000001795fe
     0.00%  python3.10  python3.10            [.] 0x000000000017b121
     0.00%  python3.10  python3.10            [.] 0x000000000017c3d0
     0.00%  python3.10  python3.10            [.] 0x0000000000188dfe
     0.00%  python3.10  python3.10            [.] 0x000000000018901d
     0.00%  python3.10  python3.10            [.] 0x00000000001c5160
     0.00%  python3.10  python3.10            [.] 0x00000000001d0e50
     0.00%  python3.10  python3.10            [.] 0x00000000001d4939
     0.00%  python3.10  python3.10            [.] 0x0000000000206c7a
     0.00%  python3.10  python3.10            [.] 0x00000000002187ba
     0.00%  python3.10  python3.10            [.] 0x0000000000277614
     0.00%  python3.10  python3.10            [.] 0x0000000000293e7a
     0.00%  python3.10  python3.10            [.] 0x00000000002cfee1
     0.00%  python3.10  [kernel.kallsyms]     [k] switch_fpu_return
     0.00%  python3.10  python3.10            [.] 0x00000000000700d0
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d5ad
     0.00%  python3.10  python3.10            [.] 0x00000000002f870d
     0.00%  python3.10  python3.10            [.] PyThreadState_Clear
     0.00%  python3.10  [kernel.kallsyms]     [k] kthread_is_per_cpu
     0.00%  python3.10  libc.so.6             [.] 0x0000000000149ca9
     0.00%  python3.10  python3.10            [.] 0x0000000000150bcb
     0.00%  python3.10  [kernel.kallsyms]     [k] blkcg_maybe_throttle_current
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __note_gp_changes
     0.00%  python3.10  libc.so.6             [.] __stpcpy
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_accelerate_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] tcp_v4_rcv
     0.00%  python3.10  [kernel.kallsyms]     [k] __bitmap_and
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_read_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]     [k] set_task_cpu
     0.00%  python3.10  python3.10            [.] 0x000000000015e116
     0.00%  python3.10  [kernel.kallsyms]     [k] blk_update_request
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_trylock
     0.00%  python3.10  python3.10            [.] 0x0000000000206742
     0.00%  python3.10  [kernel.kallsyms]     [k] trigger_load_balance
     0.00%  python3.10  [kernel.kallsyms]     [k] post_init_entity_util_avg
     0.00%  python3.10  python3.10            [.] _Py_Dealloc
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vma
     0.00%  python3.10  [kernel.kallsyms]     [k] freezer_fork
     0.00%  python3.10  python3.10            [.] 0x0000000000188e95
     0.00%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.00%  python3.10  python3.10            [.] 0x000000000012289b
     0.00%  python3.10  python3.10            [.] 0x00000000001740ab
     0.00%  python3.10  python3.10            [.] 0x000000000017c3a0
     0.00%  python3.10  python3.10            [.] 0x0000000000188fd0
     0.00%  python3.10  python3.10            [.] 0x000000000018d75d
     0.00%  python3.10  python3.10            [.] 0x0000000000198ea2
     0.00%  python3.10  python3.10            [.] 0x0000000000294e92
     0.00%  python3.10  python3.10            [.] 0x00000000002d9edb
     0.00%  python3.10  [kernel.kallsyms]     [k] wake_affine
     0.00%  python3.10  python3.10            [.] _PyUnicode_InsertThousandsGrouping
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc
     0.00%  python3.10  python3.10            [.] 0x000000000011b42d
     0.00%  python3.10  python3.10            [.] 0x000000000006fb90
     0.00%  python3.10  python3.10            [.] 0x000000000012809b
     0.00%  python3.10  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] kernel_clone
     0.00%  python3.10  python3.10            [.] 0x000000000018c4e0
     0.00%  python3.10  python3.10            [.] 0x000000000015efe4
     0.00%  python3.10  python3.10            [.] 0x000000000015efe1
     0.00%  python3.10  python3.10            [.] 0x000000000012e07f
     0.00%  python3.10  [kernel.kallsyms]     [k] ___slab_alloc
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_page_erms
     0.00%  python3.10  python3.10            [.] 0x00000000001338a0
     0.00%  python3.10  python3.10            [.] 0x000000000017c3c4
     0.00%  python3.10  python3.10            [.] 0x0000000000188e99
     0.00%  python3.10  python3.10            [.] 0x000000000028e0c0
     0.00%  python3.10  python3.10            [.] 0x000000000018d4ad
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307040
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307b1b
     0.00%  python3.10  python3.10            [.] 0x0000000000293dc2
     0.00%  python3.10  python3.10            [.] 0x0000000000127f18
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030722e
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000255d34
     0.00%  python3.10  python3.10            [.] 0x000000000020684a
     0.00%  python3.10  python3.10            [.] 0x0000000000150ba4
     0.00%  python3.10  python3.10            [.] 0x000000000015ef70
     0.00%  python3.10  python3.10            [.] 0x0000000000188eee
     0.00%  python3.10  python3.10            [.] 0x000000000018c04e
     0.00%  python3.10  python3.10            [.] 0x0000000000127f5d
     0.00%  python3.10  [kernel.kallsyms]     [k] chacha_permute
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_setup_perfctr
     0.00%  python3.10  libc.so.6             [.] __strchr_sse2
     0.00%  python3.10  python3.10            [.] 0x000000000011d510
     0.00%  python3.10  python3.10            [.] 0x000000000018d4b6
     0.00%  python3.10  python3.10            [.] 0x00000000002774a1
     0.00%  python3.10  python3.10            [.] 0x000000000028a54c
     0.00%  python3.10  python3.10            [.] 0x0000000000295078
     0.00%  python3.10  python3.10            [.] 0x000000000015c60d
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307a11
     0.00%  python3.10  python3.10            [.] _PyDict_GetItemIdWithError
     0.00%  python3.10  python3.10            [.] 0x0000000000129e14
     0.00%  python3.10  python3.10            [.] 0x0000000000137b7b
     0.00%  python3.10  python3.10            [.] 0x00000000001434c6
     0.00%  python3.10  python3.10            [.] 0x00000000001641df
     0.00%  python3.10  python3.10            [.] 0x000000000018d0dc
     0.00%  python3.10  python3.10            [.] 0x00000000002775ef
     0.00%  python3.10  python3.10            [.] 0x00000000001598c0
     0.00%  python3.10  python3.10            [.] 0x0000000000128097
     0.00%  python3.10  [kernel.kallsyms]     [k] rmqueue
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0970
     0.00%  python3.10  python3.10            [.] 0x0000000000151db8
     0.00%  python3.10  python3.10            [.] 0x000000000018c00b
     0.00%  python3.10  [kernel.kallsyms]     [k] radix_tree_tag_get
     0.00%  python3.10  python3.10            [.] 0x00000000001732ca
     0.00%  python3.10  python3.10            [.] 0x00000000002066c2
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  python3.10  python3.10            [.] 0x000000000023eb10
     0.00%  python3.10  python3.10            [.] 0x0000000000277448
     0.00%  python3.10  [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.00%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.00%  python3.10  python3.10            [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10            [.] 0x00000000001732cd
     0.00%  python3.10  python3.10            [.] 0x000000000017c380
     0.00%  python3.10  python3.10            [.] 0x0000000000206753
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1110
     0.00%  python3.10  python3.10            [.] 0x0000000000133a66
     0.00%  python3.10  python3.10            [.] 0x000000000017c5f0
     0.00%  python3.10  python3.10            [.] 0x0000000000188e8c
     0.00%  python3.10  [kernel.kallsyms]     [k] enqueue_task
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_idx_default
     0.00%  python3.10  [kernel.kallsyms]     [k] schedule_hrtimeout_range
     0.00%  python3.10  python3.10            [.] 0x000000000011b365
     0.00%  python3.10  python3.10            [.] 0x000000000012d0b4
     0.00%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] delayed_put_task_struct
     0.00%  python3.10  python3.10            [.] 0x000000000012d743
     0.00%  python3.10  python3.10            [.] 0x00000000001795b3
     0.00%  python3.10  python3.10            [.] 0x000000000018c072
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  python3.10            [.] PyObject_SetAttr
     0.00%  python3.10  [kernel.kallsyms]     [k] pfn_pte


# Samples: 214K of event 'instructions'
# Event count (approx.): 155225790360
#
# Overhead  Command     Shared Object                             Symbol                                    
# ........  ..........  ........................................  ..........................................
#
    45.69%  python3.10  python3.10                                [.] _PyEval_EvalFrameDefault
     8.88%  python3.10  python3.10                                [.] PyObject_RichCompare
     7.19%  python3.10  python3.10                                [.] 0x000000000012161a
     5.13%  python3.10  python3.10                                [.] 0x0000000000121590
     3.27%  python3.10  python3.10                                [.] 0x0000000000179c52
     2.32%  python3.10  python3.10                                [.] 0x000000000015b546
     2.32%  python3.10  python3.10                                [.] 0x00000000001215c4
     1.65%  python3.10  python3.10                                [.] 0x0000000000121676
     1.59%  python3.10  python3.10                                [.] 0x0000000000121613
     1.31%  python3.10  python3.10                                [.] 0x0000000000121605
     1.12%  python3.10  python3.10                                [.] 0x000000000012160b
     1.08%  python3.10  python3.10                                [.] 0x0000000000121623
     0.91%  python3.10  python3.10                                [.] 0x0000000000121737
     0.84%  python3.10  python3.10                                [.] 0x0000000000121679
     0.80%  python3.10  python3.10                                [.] 0x0000000000179c0e
     0.74%  python3.10  python3.10                                [.] 0x0000000000121730
     0.71%  python3.10  python3.10                                [.] 0x000000000012159b
     0.68%  python3.10  python3.10                                [.] 0x0000000000121635
     0.65%  python3.10  python3.10                                [.] 0x000000000012167d
     0.63%  python3.10  python3.10                                [.] 0x00000000001215a3
     0.58%  python3.10  python3.10                                [.] 0x00000000001215ab
     0.53%  python3.10  python3.10                                [.] 0x00000000001215dc
     0.48%  python3.10  python3.10                                [.] 0x00000000001215cb
     0.46%  python3.10  python3.10                                [.] 0x000000000012167b
     0.45%  python3.10  python3.10                                [.] 0x000000000012160f
     0.44%  python3.10  python3.10                                [.] 0x0000000000121628
     0.42%  python3.10  python3.10                                [.] 0x000000000015b537
     0.42%  python3.10  python3.10                                [.] 0x000000000015b541
     0.41%  python3.10  python3.10                                [.] 0x0000000000121638
     0.35%  python3.10  python3.10                                [.] 0x00000000001215f2
     0.34%  python3.10  python3.10                                [.] 0x0000000000121616
     0.30%  python3.10  python3.10                                [.] 0x0000000000121660
     0.29%  python3.10  python3.10                                [.] 0x0000000000179be0
     0.29%  python3.10  python3.10                                [.] 0x0000000000121675
     0.28%  python3.10  python3.10                                [.] 0x000000000015b557
     0.28%  python3.10  python3.10                                [.] 0x000000000015b520
     0.27%  python3.10  python3.10                                [.] 0x000000000015b506
     0.27%  python3.10  python3.10                                [.] 0x00000000001215e9
     0.26%  python3.10  python3.10                                [.] 0x0000000000179bee
     0.26%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.25%  python3.10  python3.10                                [.] 0x0000000000179c4e
     0.25%  python3.10  python3.10                                [.] 0x0000000000179be8
     0.25%  python3.10  python3.10                                [.] 0x0000000000121677
     0.24%  python3.10  python3.10                                [.] 0x00000000001215f7
     0.24%  python3.10  python3.10                                [.] 0x0000000000179c02
     0.23%  python3.10  python3.10                                [.] 0x0000000000121600
     0.20%  python3.10  python3.10                                [.] 0x0000000000179c3b
     0.20%  python3.10  python3.10                                [.] 0x000000000012167f
     0.16%  python3.10  python3.10                                [.] 0x00000000001215e5
     0.15%  python3.10  python3.10                                [.] 0x0000000000121653
     0.15%  python3.10  python3.10                                [.] 0x00000000001215e2
     0.14%  python3.10  python3.10                                [.] 0x0000000000179c5a
     0.13%  python3.10  python3.10                                [.] 0x0000000000179c42
     0.13%  python3.10  python3.10                                [.] 0x00000000001215d8
     0.11%  python3.10  python3.10                                [.] 0x000000000015b568
     0.11%  python3.10  python3.10                                [.] 0x0000000000121667
     0.11%  python3.10  python3.10                                [.] 0x000000000012166e
     0.10%  python3.10  python3.10                                [.] 0x0000000000173d58
     0.10%  python3.10  python3.10                                [.] 0x000000000015b53e
     0.10%  python3.10  python3.10                                [.] 0x0000000000179c25
     0.10%  python3.10  python3.10                                [.] 0x00000000001215bc
     0.09%  python3.10  python3.10                                [.] 0x00000000001215a7
     0.09%  python3.10  python3.10                                [.] 0x0000000000121740
     0.09%  python3.10  python3.10                                [.] 0x0000000000179c13
     0.09%  python3.10  python3.10                                [.] 0x0000000000121596
     0.08%  python3.10  python3.10                                [.] 0x000000000015b53b
     0.08%  python3.10  python3.10                                [.] 0x000000000015b56e
     0.07%  python3.10  python3.10                                [.] 0x000000000015b500
     0.06%  python3.10  python3.10                                [.] 0x0000000000173d50
     0.06%  python3.10  python3.10                                [.] 0x000000000012159d
     0.05%  python3.10  python3.10                                [.] 0x0000000000179c2e
     0.04%  python3.10  python3.10                                [.] 0x0000000000179c15
     0.04%  python3.10  python3.10                                [.] 0x0000000000121749
     0.04%  python3.10  python3.10                                [.] 0x0000000000179be6
     0.04%  python3.10  python3.10                                [.] 0x00000000001215a2
     0.03%  python3.10  python3.10                                [.] 0x0000000000121754
     0.03%  python3.10  python3.10                                [.] 0x0000000000121734
     0.03%  python3.10  python3.10                                [.] 0x000000000015b519
     0.03%  python3.10  python3.10                                [.] 0x0000000000121594
     0.03%  python3.10  python3.10                                [.] 0x000000000015b50a
     0.03%  python3.10  python3.10                                [.] 0x000000000015b50b
     0.03%  python3.10  python3.10                                [.] 0x0000000000121757
     0.03%  python3.10  python3.10                                [.] 0x000000000012175a
     0.02%  python3.10  python3.10                                [.] 0x000000000015b534
     0.02%  python3.10  python3.10                                [.] 0x00000000001215a6
     0.02%  python3.10  python3.10                                [.] 0x00000000001215b2
     0.02%  python3.10  python3.10                                [.] 0x00000000001215ed
     0.02%  python3.10  python3.10                                [.] 0x000000000015b512
     0.02%  python3.10  python3.10                                [.] 0x000000000015b52a
     0.02%  python3.10  python3.10                                [.] 0x00000000001215a0
     0.02%  python3.10  python3.10                                [.] 0x0000000000179c46
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c0
     0.01%  python3.10  python3.10                                [.] 0x0000000000179c0b
     0.01%  python3.10  python3.10                                [.] 0x0000000000121751
     0.01%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.01%  python3.10  python3.10                                [.] 0x0000000000121630
     0.01%  python3.10  python3.10                                [.] 0x00000000001215c8
     0.01%  python3.10  python3.10                                [.] 0x00000000001215df
     0.01%  python3.10  python3.10                                [.] 0x000000000012164e
     0.01%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.01%  python3.10  python3.10                                [.] 0x0000000000179c21
     0.01%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.01%  python3.10  python3.10                                [.] 0x0000000000121672
     0.01%  python3.10  python3.10                                [.] 0x000000000012162c
     0.01%  python3.10  python3.10                                [.] 0x0000000000179bfb
     0.01%  python3.10  python3.10                                [.] 0x0000000000179be4
     0.01%  python3.10  python3.10                                [.] 0x000000000015b504
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bea
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_curr
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.00%  python3.10  python3.10                                [.] 0x0000000000173d54
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_entry
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_load_avg
     0.00%  python3.10  python3.10                                [.] 0x0000000000121599
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.00%  python3.10  python3.10                                [.] 0x000000000015b509
     0.00%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]                         [k] visit_groups_merge.constprop.0.isra.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000179be9
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]                         [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_interrupt
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c56
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_pte_range
     0.00%  python3.10  python3.10                                [.] 0x0000000000121641
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56c
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bfe
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_task_change
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_to_user_mode_loop
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.00%  python3.10  python3.10                                [.] 0x000000000012174d
     0.00%  python3.10  python3.10                                [.] PyLong_FromString
     0.00%  python3.10  [kernel.kallsyms]                         [k] timerqueue_add
     0.00%  python3.10  [kernel.kallsyms]                         [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_run_queues
     0.00%  python3.10  [kernel.kallsyms]                         [k] therm_throt_process
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_tick_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.00%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     0.00%  python3.10  [kernel.kallsyms]                         [k] clockevents_program_event
     0.00%  python3.10  python3.10                                [.] 0x000000000015b55b
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_prev_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_read_unlock_strict
     0.00%  python3.10  [kernel.kallsyms]                         [k] select_task_rq_fair
     0.00%  python3.10  python3.10                                [.] 0x000000000015b54b
     0.00%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_write_msr
     0.00%  python3.10  python3.10                                [.] 0x000000000015b570
     0.00%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56d
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c5c
     0.00%  python3.10  python3.10                                [.] 0x000000000015b525
     0.00%  python3.10  [kernel.kallsyms]                         [k] __calc_delta
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] __softirqentry_text_start
     0.00%  python3.10  python3.10                                [.] 0x000000000015b564
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_entity
     0.00%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c35
     0.00%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.00%  python3.10  python3.10                                [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_wake
     0.00%  python3.10  python3.10                                [.] 0x000000000015b55d
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bf7
     0.00%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_entity
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_get_event_constraints
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10                                [.] 0x000000000015b54f
     0.00%  python3.10  python3.10                                [.] 0x000000000015b554
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_erase
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_futex_key
     0.00%  python3.10  libc.so.6                                 [.] re_search_internal
     0.00%  python3.10  python3.10                                [.] PyList_Append
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]                         [k] xfd_validate_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.00%  python3.10  python3.10                                [.] 0x0000000000277454
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.00%  python3.10  [kernel.kallsyms]                         [k] __next_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] __get_user_8
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_forward
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] scheduler_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_wakeup
     0.00%  python3.10  libc.so.6                                 [.] fputws
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_groups_insert
     0.00%  python3.10  python3.10                                [.] 0x000000000015fa80
