# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 47K of event 'cycles'
# Event count (approx.): 23886930447
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.00%  :1952495    [kernel.kallsyms]     [k] x86_perf_event_update
     0.00%  :1952495    python3.10            [.] 0x0000000000122820
     0.00%  :1952495    python3.10            [.] 0x00000000002c4474
     0.00%  python3.10  [kernel.kallsyms]     [k] plist_del
     0.00%  :1952495    libc.so.6             [.] 0x00000000001a09a2
     0.00%  :1952495    [kernel.kallsyms]     [k] dequeue_task
     0.00%  :1952495    [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :1952495    python3.10            [.] 0x00000000001522d3
     0.00%  :1952495    libc.so.6             [.] __strncpy_sse2_unaligned
     0.00%  :1952495    [kernel.kallsyms]     [k] rcu_note_context_switch
     0.00%  :1952495    [kernel.kallsyms]     [k] rb_erase
     0.00%  :1952495    [kernel.kallsyms]     [k] __inet_lookup_established
     0.00%  :1952495    [kernel.kallsyms]     [k] __get_user_8
     0.00%  :1952495    [kernel.kallsyms]     [k] scheduler_tick
     0.00%  :1952495    [kernel.kallsyms]     [k] __sysvec_thermal
     0.00%  :1952495    [kernel.kallsyms]     [k] vfree_atomic
     0.00%  :1952495    libc.so.6             [.] 0x00000000001a099f
     0.00%  :1952495    [kernel.kallsyms]     [k] is_cpu_allowed
     0.00%  :1952495    [kernel.kallsyms]     [k] hrtimer_forward
     0.00%  :1952495    python3.10            [.] _PyObject_CallMethodId
     0.00%  :1952495    [kernel.kallsyms]     [k] _copy_from_user
     0.00%  :1952495    [kernel.kallsyms]     [k] kmalloc_slab
     0.00%  :1952495    [kernel.kallsyms]     [k] wake_up_q
     0.00%  :1952495    python3.10            [.] 0x00000000002948dd
     0.00%  python3.10  python3.10            [.] _PyLong_New
     0.00%  :1952495    python3.10            [.] 0x00000000001641cf
     0.00%  :1952495    [kernel.kallsyms]     [k] hrtimer_active
     0.00%  python3.10  python3.10            [.] 0x000000000015b500
     0.00%  :1952495    python3.10            [.] 0x000000000012161d
     0.00%  :1952495    python3.10            [.] 0x00000000001f62cd
     0.00%  :1952495    [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_disable_all
     0.00%  :1952495    python3.10            [.] 0x0000000000294720
     0.00%  :1952495    python3.10            [.] 0x0000000000163100
     0.00%  python3.10  [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.00%  :1952495    [kernel.kallsyms]     [k] clear_buddies
     0.00%  :1952495    python3.10            [.] 0x00000000001d4961
     0.00%  :1952495    python3.10            [.] PyBuffer_IsContiguous
     0.00%  :1952495    python3.10            [.] 0x00000000001f62c0
     0.00%  :1952495    [kernel.kallsyms]     [k] plist_add
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  :1952495    [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  :1952495    [kernel.kallsyms]     [k] tick_program_event
     0.00%  :1952495    [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.00%  :1952495    python3.10            [.] _PyTime_localtime
     0.00%  :1952495    [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  :1952495    [kernel.kallsyms]     [k] resched_curr
     0.00%  :1952495    [kernel.kallsyms]     [k] net_rx_action
     0.00%  :1952495    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  :1952495    python3.10            [.] 0x000000000017a860
     0.00%  :1952495    [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] idle_cpu
     0.00%  :1952495    python3.10            [.] 0x000000000016a34d
     0.00%  :1952495    libc.so.6             [.] __res_context_send
     0.00%  :1952495    [kernel.kallsyms]     [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10            [.] 0x0000000000121672
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :1952495    python3.10            [.] 0x000000000016a2a6
     0.00%  :1952495    [kernel.kallsyms]     [k] rcu_segcblist_extract_done_cbs
     0.00%  :1952495    python3.10            [.] _PyObject_MakeTpCall
     0.00%  :1952495    [kernel.kallsyms]     [k] sched_clock_tick
     0.00%  :1952495    python3.10            [.] 0x000000000015d6c2
     0.00%  :1952495    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_local_irq_enable
     0.00%  :1952919    python3.10            [.] 0x00000000001215a6
     0.00%  :1952495    [kernel.kallsyms]     [k] __kmalloc_node_track_caller
     0.00%  python3.10  [kernel.kallsyms]     [k] find_vma_prev
     0.00%  :1952495    [kernel.kallsyms]     [k] schedule
     0.00%  :1952495    python3.10            [.] 0x0000000000293f40
     0.00%  :1952495    [kernel.kallsyms]     [k] psi_task_change
     0.00%  :1952495    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  :1952495    [kernel.kallsyms]     [k] pick_next_entity
     0.00%  :1952495    libc.so.6             [.] pthread_rwlock_wrlock@@GLIBC_2.34
     0.00%  :1952495    python3.10            [.] 0x0000000000156654
     0.00%  :1952495    [kernel.kallsyms]     [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.00%  :1952495    python3.10            [.] 0x000000000011b315
     0.00%  :1952495    [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.00%  :1952495    [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%  :1952495    [kernel.kallsyms]     [k] rseq_get_rseq_cs.isra.0
     0.00%  :1952495    python3.10            [.] _PyObject_GetMethod
     0.00%  :1952495    [kernel.kallsyms]     [k] llist_reverse_order
     0.00%  :1952495    libc.so.6             [.] parse_qtd_backslash
     0.00%  :1952495    [kernel.kallsyms]     [k] tcp_queue_rcv
     0.00%  :1952495    [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%  :1952495    python3.10            [.] 0x000000000016ab6e
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr_safe
     0.00%  :1952495    libc.so.6             [.] 0x000000000019d981
     0.00%  :1952495    [kernel.kallsyms]     [k] netdev_core_pick_tx
     0.00%  :1952495    [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.00%  python3.10  python3.10            [.] 0x0000000000151d80
     0.00%  :1952495    python3.10            [.] 0x000000000011b2fe
     0.00%  :1952495    python3.10            [.] 0x00000000001b5c80
     0.00%  :1952495    [kernel.kallsyms]     [k] nf_hook_slow
     0.00%  :1952495    libc.so.6             [.] parse_expression
     0.00%  :1952495    python3.10            [.] 0x0000000000296f80
     0.00%  :1952495    python3.10            [.] 0x0000000000122827
     0.00%  :1952495    libc.so.6             [.] ____wcstold_l_internal
     0.00%  :1952495    [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  python3.10  python3.10            [.] PyDict_SetItem
     0.00%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.00%  :1952495    python3.10            [.] 0x0000000000137ac9
     0.00%  python3.10  python3.10            [.] 0x000000000016426c
     0.00%  :1952919    python3.10            [.] 0x00000000001215a7
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.00%  python3.10  [kernel.kallsyms]     [k] update_rq_clock
     0.00%  python3.10  [kernel.kallsyms]     [k] vmacache_find
     0.00%  python3.10  python3.10            [.] 0x00000000002c4470
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  :1952495    [kernel.kallsyms]     [k] timerqueue_del
     0.00%  python3.10  python3.10            [.] 0x0000000000070794
     0.00%  :1952495    [kernel.kallsyms]     [k] sched_slice
     0.00%  :1952495    python3.10            [.] 0x0000000000296faa
     0.00%  :1952495    [kernel.kallsyms]     [k] __calc_delta
     0.00%  :1952495    python3.10            [.] 0x00000000002c4470
     0.00%  python3.10  python3.10            [.] 0x000000000015b182
     0.00%  :1952495    python3.10            [.] 0x00000000001fb600
     0.00%  :1952495    [kernel.kallsyms]     [k] enqueue_to_backlog
     0.00%  :1952495    [kernel.kallsyms]     [k] _find_first_bit
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]     [k] fpu__drop
     0.00%  python3.10  python3.10            [.] 0x000000000015ef70
     0.00%  python3.10  [kernel.kallsyms]     [k] set_next_buddy
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.00%  :1952495    [kernel.kallsyms]     [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]     [k] tick_program_event
     0.00%  python3.10  python3.10            [.] 0x000000000020b0ad
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  :1952495    [kernel.kallsyms]     [k] skb_release_head_state
     0.00%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  python3.10            [.] 0x00000000001d491a
     0.00%  :1952495    [kernel.kallsyms]     [k] therm_throt_process
     0.00%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] mutex_unlock
     0.00%  :1952495    [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  :1952495    python3.10            [.] 0x0000000000169c54
     0.00%  python3.10  python3.10            [.] PyThread_allocate_lock
     0.00%  python3.10  python3.10            [.] 0x00000000001630b4
     0.00%  python3.10  python3.10            [.] 0x00000000001215df
     0.00%  python3.10  python3.10            [.] 0x000000000012d088
     0.00%  :1952495    [kernel.kallsyms]     [k] perf_pmu_nop_void
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] try_charge_memcg
     0.00%  python3.10  python3.10            [.] 0x00000000001436a5
     0.00%  python3.10  python3.10            [.] 0x000000000012d520
     0.00%  :1952495    [kernel.kallsyms]     [k] asm_sysvec_reschedule_ipi
     0.00%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.00%  python3.10  python3.10            [.] PyFloat_AsDouble
     0.00%  python3.10  python3.10            [.] 0x000000000011e9b3
     0.00%  python3.10  python3.10            [.] 0x0000000000121d93
     0.00%  python3.10  python3.10            [.] 0x00000000001433cc
     0.00%  python3.10  [kernel.kallsyms]     [k] post_init_entity_util_avg
     0.00%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_output_end
     0.00%  python3.10  python3.10            [.] 0x000000000018d656
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] __percpu_down_read
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d304
     0.00%  python3.10  python3.10            [.] PyObject_IsTrue
     0.00%  python3.10  python3.10            [.] 0x0000000000152395
     0.00%  python3.10  python3.10            [.] 0x0000000000156680
     0.00%  python3.10  python3.10            [.] 0x0000000000121099
     0.00%  python3.10  [kernel.kallsyms]     [k] plist_add
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a1104
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]     [k] _copy_from_user
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_sighand
     0.00%  python3.10  python3.10            [.] 0x000000000023eb14
     0.00%  python3.10  [kernel.kallsyms]     [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] task_rq_lock
     0.00%  python3.10  python3.10            [.] 0x00000000001643e7
     0.00%  python3.10  python3.10            [.] PyLong_FromUnsignedLong
     0.00%  python3.10  [kernel.kallsyms]     [k] account_kernel_stack.isra.0
     0.00%  python3.10  libc.so.6             [.] __idna_name_classify
     0.00%  python3.10  python3.10            [.] 0x000000000018d964
     0.00%  python3.10  [kernel.kallsyms]     [k] cpumask_next
     0.00%  python3.10  python3.10            [.] 0x000000000028a73b
     0.00%  python3.10  python3.10            [.] 0x000000000016439b
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.00%  python3.10  libc.so.6             [.] __strrchr_sse2
     0.00%  python3.10  python3.10            [.] PyErr_GivenExceptionMatches
     0.00%  python3.10  [kernel.kallsyms]     [k] hash_futex
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d34c
     0.00%  python3.10  python3.10            [.] PyTuple_New
     0.00%  python3.10  python3.10            [.] 0x0000000000121d09
     0.00%  python3.10  python3.10            [.] 0x0000000000129c60
     0.00%  python3.10  python3.10            [.] 0x00000000001434c6
     0.00%  python3.10  python3.10            [.] 0x000000000017a8e0
     0.00%  python3.10  python3.10            [.] 0x00000000002774b8
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.00%  python3.10  python3.10            [.] 0x000000000012b110
     0.00%  python3.10  python3.10            [.] 0x0000000000188eba
     0.00%  python3.10  [kernel.kallsyms]     [k] init_dl_task_timer
     0.00%  python3.10  python3.10            [.] 0x000000000012d748
     0.00%  python3.10  [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  python3.10  python3.10            [.] PyEval_SaveThread
     0.00%  python3.10  python3.10            [.] 0x000000000012d792
     0.00%  python3.10  python3.10            [.] 0x0000000000233c30
     0.00%  python3.10  python3.10            [.] 0x0000000000151e66
     0.00%  python3.10  [kernel.kallsyms]     [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  python3.10            [.] 0x00000000001674d5
     0.00%  :1952495    [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]     [k] handle_pte_fault
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] _find_next_bit
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_user_enhanced_fast_string
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_sysvec_reschedule_ipi
     0.00%  python3.10  libc.so.6             [.] 0x0000000000149cac
     0.00%  python3.10  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_nocheck_4
     0.00%  python3.10  python3.10            [.] 0x0000000000150995
     0.00%  python3.10  python3.10            [.] 0x000000000015bb4b
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003076e7
     0.00%  python3.10  python3.10            [.] 0x000000000020bef5
     0.00%  python3.10  python3.10            [.] 0x0000000000188da5
     0.00%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] fpu_clone
     0.00%  :1952495    [kernel.kallsyms]     [k] note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]     [k] inode_free_by_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] wake_up_process
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.00%  python3.10  python3.10            [.] 0x0000000000151eed
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  python3.10  python3.10            [.] 0x00000000002cfec4
     0.00%  python3.10  python3.10            [.] 0x0000000000122834
     0.00%  python3.10  python3.10            [.] 0x0000000000296fa7
     0.00%  python3.10  python3.10            [.] 0x0000000000127f54
     0.00%  python3.10  [kernel.kallsyms]     [k] free_event_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_do_batch
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308048
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000308171
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%  python3.10  python3.10            [.] 0x00000000001740bb
     0.00%  python3.10  python3.10            [.] 0x0000000000188e95
     0.00%  python3.10  python3.10            [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]     [k] trigger_load_balance
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  :1952919    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] task_clock_event_add
     0.00%  :1952495    python3.10            [.] 0x0000000000294ec7
     0.00%  :1952877    [kernel.kallsyms]     [k] native_write_msr


# Samples: 44K of event 'instructions'
# Event count (approx.): 27977973165
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    46.00%  :1952495    python3.10         [.] _PyEval_EvalFrameDefault
    12.19%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     8.22%  :1952495    python3.10         [.] PyObject_RichCompare
     4.32%  :1952495    python3.10         [.] 0x000000000012161a
     1.92%  :1952495    python3.10         [.] 0x0000000000121590
     1.77%  :1952495    python3.10         [.] 0x000000000015b546
     1.16%  :1952495    python3.10         [.] 0x0000000000179c52
     1.12%  :1952495    python3.10         [.] 0x0000000000179c4e
     0.92%  :1952495    python3.10         [.] 0x0000000000121676
     0.76%  :1952495    python3.10         [.] 0x00000000001215c4
     0.75%  :1952495    python3.10         [.] 0x0000000000121737
     0.64%  :1952495    python3.10         [.] 0x000000000012167d
     0.64%  :1952495    python3.10         [.] 0x0000000000179c0e
     0.61%  :1952495    python3.10         [.] 0x0000000000121605
     0.61%  :1952495    python3.10         [.] 0x0000000000121730
     0.59%  :1952495    python3.10         [.] 0x0000000000121596
     0.57%  :1952495    python3.10         [.] 0x000000000012159b
     0.57%  python3.10  python3.10         [.] 0x000000000012161a
     0.49%  :1952495    python3.10         [.] 0x00000000001215f2
     0.48%  :1952495    python3.10         [.] 0x00000000001215a3
     0.48%  :1952495    python3.10         [.] 0x0000000000121613
     0.48%  :1952495    python3.10         [.] 0x00000000001215f7
     0.47%  :1952495    python3.10         [.] 0x0000000000121734
     0.45%  :1952495    python3.10         [.] 0x0000000000121679
     0.41%  :1952495    python3.10         [.] 0x000000000015b537
     0.39%  :1952495    python3.10         [.] 0x000000000015b541
     0.36%  python3.10  python3.10         [.] 0x0000000000121676
     0.34%  :1952495    python3.10         [.] 0x00000000001215dc
     0.33%  :1952495    python3.10         [.] 0x00000000001215ab
     0.31%  :1952495    python3.10         [.] 0x000000000012160b
     0.31%  :1952495    python3.10         [.] 0x00000000001215e9
     0.30%  :1952495    python3.10         [.] 0x000000000012167b
     0.29%  :1952495    python3.10         [.] 0x000000000015b506
     0.29%  :1952495    python3.10         [.] 0x0000000000179be0
     0.25%  :1952495    python3.10         [.] 0x000000000015b500
     0.25%  :1952495    python3.10         [.] 0x00000000001215a7
     0.24%  python3.10  python3.10         [.] 0x00000000001215f2
     0.24%  :1952495    python3.10         [.] 0x0000000000121600
     0.22%  :1952495    python3.10         [.] 0x000000000012159d
     0.20%  :1952495    python3.10         [.] 0x000000000015b55b
     0.20%  python3.10  python3.10         [.] 0x0000000000121679
     0.20%  :1952495    python3.10         [.] 0x00000000001215bc
     0.19%  :1952495    python3.10         [.] 0x0000000000121677
     0.19%  :1952495    python3.10         [.] 0x000000000015b50e
     0.18%  :1952495    python3.10         [.] 0x000000000015b520
     0.18%  :1952495    python3.10         [.] 0x000000000015b54f
     0.17%  :1952495    python3.10         [.] 0x000000000012167f
     0.17%  :1952495    python3.10         [.] 0x0000000000121653
     0.17%  :1952495    python3.10         [.] 0x0000000000179be6
     0.17%  :1952495    python3.10         [.] 0x000000000015b557
     0.17%  python3.10  python3.10         [.] 0x0000000000121730
     0.16%  :1952495    python3.10         [.] 0x0000000000173d50
     0.16%  python3.10  python3.10         [.] 0x00000000001215f7
     0.15%  :1952495    python3.10         [.] 0x0000000000179c5a
     0.15%  :1952495    python3.10         [.] 0x00000000001215cb
     0.15%  :1952495    python3.10         [.] 0x0000000000121660
     0.15%  python3.10  python3.10         [.] 0x0000000000121737
     0.14%  python3.10  python3.10         [.] 0x0000000000121613
     0.14%  :1952495    python3.10         [.] 0x0000000000121616
     0.14%  :1952495    python3.10         [.] 0x0000000000179c3b
     0.14%  :1952495    python3.10         [.] 0x00000000001215e5
     0.13%  :1952495    python3.10         [.] 0x0000000000179c13
     0.13%  :1952495    python3.10         [.] 0x0000000000121594
     0.13%  :1952495    python3.10         [.] 0x000000000015b568
     0.13%  :1952495    python3.10         [.] 0x0000000000121675
     0.13%  python3.10  python3.10         [.] 0x0000000000121605
     0.13%  :1952495    python3.10         [.] 0x00000000001215a2
     0.13%  :1952495    python3.10         [.] 0x0000000000179c42
     0.12%  :1952495    python3.10         [.] 0x000000000015b56e
     0.12%  :1952495    python3.10         [.] 0x0000000000179c02
     0.12%  python3.10  python3.10         [.] 0x0000000000121590
     0.12%  :1952495    python3.10         [.] 0x000000000015b53e
     0.12%  :1952495    python3.10         [.] 0x0000000000121667
     0.11%  :1952495    python3.10         [.] 0x000000000015b53b
     0.10%  :1952495    python3.10         [.] 0x0000000000179be8
     0.10%  python3.10  python3.10         [.] 0x000000000012167d
     0.10%  python3.10  python3.10         [.] 0x0000000000121596
     0.10%  python3.10  python3.10         [.] 0x000000000012160b
     0.10%  :1952495    python3.10         [.] 0x000000000012166e
     0.09%  :1952495    python3.10         [.] 0x00000000001215e2
     0.09%  :1952495    python3.10         [.] 0x0000000000173d58
     0.09%  :1952495    python3.10         [.] 0x0000000000179be4
     0.09%  :1952495    python3.10         [.] 0x0000000000179c46
     0.08%  :1952495    python3.10         [.] 0x0000000000179bea
     0.08%  :1952495    python3.10         [.] 0x000000000015b55d
     0.08%  python3.10  python3.10         [.] 0x00000000001215c4
     0.07%  :1952495    python3.10         [.] 0x0000000000179bee
     0.07%  :1952495    python3.10         [.] 0x0000000000179bfb
     0.07%  :1952495    python3.10         [.] 0x0000000000179c2e
     0.06%  :1952495    python3.10         [.] 0x0000000000121749
     0.06%  :1952495    python3.10         [.] 0x00000000001215d8
     0.06%  :1952495    python3.10         [.] 0x00000000001215c0
     0.06%  python3.10  python3.10         [.] 0x00000000001215a3
     0.06%  :1952495    python3.10         [.] 0x000000000015b554
     0.06%  :1952495    python3.10         [.] 0x000000000012160f
     0.06%  python3.10  python3.10         [.] 0x00000000001215e9
     0.05%  python3.10  python3.10         [.] 0x00000000001215cb
     0.05%  :1952495    python3.10         [.] 0x0000000000121740
     0.05%  python3.10  python3.10         [.] 0x00000000001215e5
     0.05%  python3.10  python3.10         [.] 0x000000000012159b
     0.05%  python3.10  python3.10         [.] 0x00000000001215e2
     0.05%  :1952495    python3.10         [.] 0x00000000001215ed
     0.05%  :1952495    python3.10         [.] 0x0000000000179c25
     0.05%  :1952495    python3.10         [.] 0x0000000000121757
     0.04%  :1952495    python3.10         [.] 0x00000000001215b2
     0.04%  python3.10  python3.10         [.] 0x000000000012160f
     0.04%  python3.10  python3.10         [.] 0x00000000001215ab
     0.04%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.04%  :1952495    python3.10         [.] 0x0000000000121754
     0.04%  :1952495    python3.10         [.] 0x000000000015b50b
     0.04%  :1952495    [kernel.kallsyms]  [k] psi_group_change
     0.04%  :1952495    python3.10         [.] 0x0000000000121751
     0.04%  :1952495    python3.10         [.] 0x000000000015b50a
     0.04%  python3.10  python3.10         [.] 0x000000000012167b
     0.04%  python3.10  python3.10         [.] 0x00000000001215dc
     0.04%  :1952495    python3.10         [.] 0x000000000012175a
     0.04%  python3.10  python3.10         [.] 0x0000000000121616
     0.04%  :1952495    python3.10         [.] 0x00000000001215a0
     0.03%  :1952495    python3.10         [.] 0x0000000000179c15
     0.03%  :1952495    python3.10         [.] 0x000000000015b512
     0.03%  python3.10  python3.10         [.] 0x00000000001215a7
     0.03%  :1952495    python3.10         [.] 0x000000000015b504
     0.03%  :1952495    python3.10         [.] 0x000000000015b534
     0.03%  python3.10  python3.10         [.] 0x00000000001215bc
     0.03%  python3.10  python3.10         [.] 0x0000000000121677
     0.03%  :1952495    python3.10         [.] 0x00000000001215a6
     0.02%  python3.10  python3.10         [.] 0x000000000012167f
     0.02%  :1952495    python3.10         [.] 0x0000000000121599
     0.02%  python3.10  python3.10         [.] 0x000000000012159d
     0.02%  :1952495    python3.10         [.] 0x000000000012164e
     0.02%  :1952495    python3.10         [.] 0x000000000015b519
     0.02%  :1952495    python3.10         [.] 0x0000000000179c0b
     0.02%  :1952495    python3.10         [.] 0x000000000015b52a
     0.02%  :1952495    python3.10         [.] 0x0000000000179c21
     0.02%  :1952919    python3.10         [.] _PyEval_EvalFrameDefault
     0.02%  :1952495    python3.10         [.] 0x0000000000173d54
     0.02%  python3.10  python3.10         [.] 0x0000000000121600
     0.02%  :1952495    python3.10         [.] 0x0000000000121672
     0.01%  :1952495    python3.10         [.] 0x00000000001215c8
     0.01%  python3.10  python3.10         [.] 0x00000000001215a0
     0.01%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.01%  python3.10  python3.10         [.] 0x00000000001215d8
     0.01%  :1952495    python3.10         [.] 0x00000000001215df
     0.01%  :1952495    python3.10         [.] 0x0000000000179be9
     0.01%  python3.10  python3.10         [.] 0x00000000001215a2
     0.01%  python3.10  python3.10         [.] 0x000000000012166e
     0.01%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.01%  python3.10  [kernel.kallsyms]  [k] kfree
     0.01%  :1952495    python3.10         [.] 0x000000000015b562
     0.01%  :1952495    python3.10         [.] 0x000000000012174d
     0.01%  :1952495    python3.10         [.] 0x0000000000121641
     0.01%  python3.10  python3.10         [.] 0x0000000000121599
     0.01%  python3.10  python3.10         [.] 0x00000000001215a6
     0.01%  python3.10  python3.10         [.] 0x00000000001215ed
     0.01%  :1952495    python3.10         [.] 0x000000000012161d
     0.01%  python3.10  python3.10         [.] 0x00000000001215c0
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.01%  python3.10  python3.10         [.] 0x00000000001215b2
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.01%  python3.10  python3.10         [.] 0x0000000000121594
     0.01%  :1952495    [kernel.kallsyms]  [k] pick_next_entity
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.00%  :1952495    [kernel.kallsyms]  [k] update_cfs_group
     0.00%  :1952495    python3.10         [.] _PyObject_GetMethod
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  :1952495    [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
