_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5dbb7c9df9af8b5cb6b75b48,"[{'userID': 2461, 'milesRequested': 30, 'WhPerMile': 400, 'minutesAvailable': 398, 'modifiedAt': 'Tue, 15 Oct 2019 15:19:54 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 21:57:55 GMT', 'kWhRequested': 12.0}]",000002461,2_39_79_379_2019-10-15 15:19:40.041417,2-39-79-379,CA-327,0002,0039,2019-10-15 08:19:55-07:00,2019-10-15 14:26:40-07:00,3.727,2019-10-15 08:58:59-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b49,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Tue, 15 Oct 2019 15:27:31 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 16:27:19 GMT', 'kWhRequested': 8.0}]",000000891,2_39_90_26_2019-10-15 15:27:18.829027,2-39-90-26,CA-316,0002,0039,2019-10-15 08:27:19-07:00,2019-10-15 19:03:26-07:00,2.843,2019-10-15 09:28:23-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4a,"[{'userID': 3176, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 254, 'modifiedAt': 'Tue, 15 Oct 2019 15:28:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 19:42:59 GMT', 'kWhRequested': 20.0}]",000003176,2_39_92_442_2019-10-15 15:28:46.702153,2-39-92-442,CA-498,0002,0039,2019-10-15 08:28:59-07:00,2019-10-15 11:41:02-07:00,5.716,2019-10-15 09:19:29-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4b,"[{'userID': 3853, 'milesRequested': 80, 'WhPerMile': 360, 'minutesAvailable': 480, 'modifiedAt': 'Tue, 15 Oct 2019 15:30:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 23:30:03 GMT', 'kWhRequested': 28.8}]",000003853,2_39_78_365_2019-10-15 15:30:03.048349,2-39-78-365,CA-321,0002,0039,2019-10-15 08:30:03-07:00,2019-10-15 17:19:51-07:00,13.234,2019-10-15 16:38:39-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4c,,,2_39_79_377_2019-10-15 15:30:47.715590,2-39-79-377,CA-325,0002,0039,2019-10-15 08:30:48-07:00,2019-10-15 17:01:46-07:00,0.836,2019-10-15 14:55:00-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4d,"[{'userID': 2961, 'milesRequested': 160, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Tue, 15 Oct 2019 15:40:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 16:40:36 GMT', 'kWhRequested': 64.0}]",000002961,2_39_90_440_2019-10-15 15:40:36.116033,2-39-90-440,CA-500,0002,0039,2019-10-15 08:40:36-07:00,2019-10-15 17:38:43-07:00,18.519,2019-10-15 11:24:35-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4e,"[{'userID': 818, 'milesRequested': 130, 'WhPerMile': 400, 'minutesAvailable': 505, 'modifiedAt': 'Tue, 15 Oct 2019 15:44:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 00:08:58 GMT', 'kWhRequested': 52.0}]",000000818,2_39_78_362_2019-10-15 15:43:57.655841,2-39-78-362,CA-496,0002,0039,2019-10-15 08:43:58-07:00,2019-10-15 17:20:34-07:00,46.906,2019-10-15 17:21:32-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b4f,"[{'userID': 1470, 'milesRequested': 40, 'WhPerMile': 292, 'minutesAvailable': 264, 'modifiedAt': 'Tue, 15 Oct 2019 15:46:21 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 20:10:06 GMT', 'kWhRequested': 11.68}]",000001470,2_39_78_364_2019-10-15 15:46:05.530030,2-39-78-364,CA-495,0002,0039,2019-10-15 08:46:06-07:00,2019-10-15 10:33:51-07:00,3.524,2019-10-15 10:33:47-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b50,,,2_39_95_27_2019-10-15 15:51:43.392615,2-39-95-27,CA-319,0002,0039,2019-10-15 08:51:43-07:00,2019-10-15 09:10:54-07:00,0.545,2019-10-15 09:10:42-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b51,"[{'userID': 676, 'milesRequested': 60, 'WhPerMile': 400, 'minutesAvailable': 620, 'modifiedAt': 'Tue, 15 Oct 2019 16:02:28 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 02:22:12 GMT', 'kWhRequested': 24.0}]",000000676,2_39_91_437_2019-10-15 16:02:12.170044,2-39-91-437,CA-317,0002,0039,2019-10-15 09:02:12-07:00,2019-10-15 19:09:22-07:00,16.314,2019-10-15 13:54:55-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b52,"[{'userID': 697, 'milesRequested': 30, 'WhPerMile': 300, 'minutesAvailable': 411, 'modifiedAt': 'Tue, 15 Oct 2019 16:20:58 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 23:06:56 GMT', 'kWhRequested': 9.0}, {'userID': 697, 'milesRequested': 50, 'WhPerMile': 300, 'minutesAvailable': 411, 'modifiedAt': 'Tue, 15 Oct 2019 16:22:14 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 23:06:56 GMT', 'kWhRequested': 15.0}]",000000697,2_39_79_376_2019-10-15 16:15:55.891939,2-39-79-376,CA-324,0002,0039,2019-10-15 09:15:56-07:00,2019-10-15 19:11:22-07:00,12.499,2019-10-15 19:11:17-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b53,,,2_39_124_22_2019-10-15 16:34:32.823278,2-39-124-22,CA-312,0002,0039,2019-10-15 09:34:33-07:00,2019-10-15 18:04:44-07:00,0.916,2019-10-15 16:46:42-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b54,,,2_39_89_25_2019-10-15 16:34:58.370177,2-39-89-25,CA-315,0002,0039,2019-10-15 09:34:58-07:00,2019-10-15 14:00:23-07:00,0.873,2019-10-15 12:53:42-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b55,"[{'userID': 1104, 'milesRequested': 150, 'WhPerMile': 250, 'minutesAvailable': 436, 'modifiedAt': 'Tue, 15 Oct 2019 16:37:21 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 23:52:28 GMT', 'kWhRequested': 37.5}]",000001104,2_39_92_436_2019-10-15 16:36:28.490676,2-39-92-436,CA-318,0002,0039,2019-10-15 09:36:28-07:00,2019-10-15 17:26:09-07:00,15.852,2019-10-15 12:06:17-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b56,"[{'userID': 362, 'milesRequested': 100, 'WhPerMile': 400, 'minutesAvailable': 364, 'modifiedAt': 'Tue, 15 Oct 2019 16:47:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 22:51:03 GMT', 'kWhRequested': 40.0}]",000000362,2_39_123_23_2019-10-15 16:47:02.926108,2-39-123-23,CA-313,0002,0039,2019-10-15 09:47:03-07:00,2019-10-15 15:57:04-07:00,28.392,2019-10-15 14:48:53-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b57,,,2_39_88_24_2019-10-15 16:49:51.719081,2-39-88-24,CA-314,0002,0039,2019-10-15 09:49:52-07:00,2019-10-15 13:05:59-07:00,0.904,2019-10-15 10:20:59-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b58,"[{'userID': 324, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 133, 'modifiedAt': 'Tue, 15 Oct 2019 16:55:32 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 19:08:07 GMT', 'kWhRequested': 8.0}]",000000324,2_39_79_382_2019-10-15 16:55:07.223896,2-39-79-382,CA-491,0002,0039,2019-10-15 09:55:07-07:00,2019-10-15 19:59:37-07:00,1.71,2019-10-15 10:49:03-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b59,"[{'userID': 2170, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Tue, 15 Oct 2019 16:58:04 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 17:57:40 GMT', 'kWhRequested': 8.0}]",000002170,2_39_95_27_2019-10-15 16:57:40.160495,2-39-95-27,CA-319,0002,0039,2019-10-15 09:57:40-07:00,2019-10-15 16:27:20-07:00,7.916,2019-10-15 14:57:05-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5a,"[{'userID': 686, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Tue, 15 Oct 2019 17:14:53 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 18:13:12 GMT', 'kWhRequested': 8.0}]",000000686,2_39_78_367_2019-10-15 17:13:11.967905,2-39-78-367,CA-494,0002,0039,2019-10-15 10:13:12-07:00,2019-10-15 17:26:09-07:00,6.15,2019-10-15 12:13:12-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5b,"[{'userID': 1082, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 291, 'modifiedAt': 'Tue, 15 Oct 2019 19:14:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 00:03:54 GMT', 'kWhRequested': 16.0}]",000001082,2_39_130_31_2019-10-15 19:12:54.003794,2-39-130-31,CA-306,0002,0039,2019-10-15 12:12:54-07:00,2019-10-15 20:38:06-07:00,2.013,2019-10-15 13:13:35-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5c,"[{'userID': 431, 'milesRequested': 70, 'WhPerMile': 300, 'minutesAvailable': 157, 'modifiedAt': 'Tue, 15 Oct 2019 20:08:44 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 22:45:16 GMT', 'kWhRequested': 21.0}]",000000431,2_39_88_24_2019-10-15 20:08:16.421973,2-39-88-24,CA-314,0002,0039,2019-10-15 13:08:16-07:00,2019-10-15 17:12:16-07:00,16.863,2019-10-15 15:55:21-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5d,,,2_39_79_380_2019-10-15 20:08:40.555078,2-39-79-380,CA-489,0002,0039,2019-10-15 13:08:41-07:00,2019-10-15 16:36:02-07:00,0.768,2019-10-15 13:37:42-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5e,"[{'userID': 1202, 'milesRequested': 38, 'WhPerMile': 400, 'minutesAvailable': 173, 'modifiedAt': 'Tue, 15 Oct 2019 20:49:24 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 15 Oct 2019 23:42:08 GMT', 'kWhRequested': 15.2}]",000001202,2_39_95_444_2019-10-15 20:49:07.602109,2-39-95-444,CA-497,0002,0039,2019-10-15 13:49:08-07:00,2019-10-15 19:14:30-07:00,7.437,2019-10-15 16:11:58-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b5f,"[{'userID': 1087, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 332, 'modifiedAt': 'Tue, 15 Oct 2019 21:08:58 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 02:40:57 GMT', 'kWhRequested': 20.0}, {'userID': 1087, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 214, 'modifiedAt': 'Tue, 15 Oct 2019 21:09:16 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 00:42:57 GMT', 'kWhRequested': 20.0}]",000001087,2_39_79_378_2019-10-15 21:08:57.384118,2-39-79-378,CA-326,0002,0039,2019-10-15 14:08:57-07:00,2019-10-15 17:03:45-07:00,4.683,2019-10-15 17:03:22-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b60,"[{'userID': 958, 'milesRequested': 100, 'WhPerMile': 200, 'minutesAvailable': 570, 'modifiedAt': 'Tue, 15 Oct 2019 21:30:23 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 06:59:44 GMT', 'kWhRequested': 20.0}]",000000958,2_39_89_25_2019-10-15 21:29:44.416991,2-39-89-25,CA-315,0002,0039,2019-10-15 14:29:44-07:00,2019-10-15 19:10:27-07:00,12.41,2019-10-15 17:16:10-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b61,"[{'userID': 1912, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 366, 'modifiedAt': 'Tue, 15 Oct 2019 21:40:40 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 03:45:44 GMT', 'kWhRequested': 20.0}]",000001912,2_39_79_379_2019-10-15 21:39:43.684749,2-39-79-379,CA-327,0002,0039,2019-10-15 14:39:44-07:00,2019-10-15 16:06:22-07:00,2.725,2019-10-15 16:06:18-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b62,"[{'userID': 1920, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Tue, 15 Oct 2019 23:32:32 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 00:32:20 GMT', 'kWhRequested': 8.0}, {'userID': 1920, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 01:24:22 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 00:32:20 GMT', 'kWhRequested': 8.0}]",000001920,2_39_123_23_2019-10-15 23:32:19.848702,2-39-123-23,CA-313,0002,0039,2019-10-15 16:32:20-07:00,2019-10-15 18:24:38-07:00,2.796,2019-10-15 17:28:36-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b63,"[{'userID': 1864, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 160, 'modifiedAt': 'Wed, 16 Oct 2019 02:23:23 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 05:02:49 GMT', 'kWhRequested': 8.0}]",000001864,2_39_83_386_2019-10-16 02:22:48.920936,2-39-83-386,CA-212,0002,0039,2019-10-15 19:22:49-07:00,2019-10-15 22:14:34-07:00,5.567,2019-10-15 21:12:25-07:00,America/Los_Angeles
5dbb7c9df9af8b5cb6b75b64,"[{'userID': 838, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 315, 'modifiedAt': 'Wed, 16 Oct 2019 05:41:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 10:55:08 GMT', 'kWhRequested': 12.0}, {'userID': 838, 'milesRequested': 60, 'WhPerMile': 600, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 05:41:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 06:40:08 GMT', 'kWhRequested': 36.0}, {'userID': 838, 'milesRequested': 60, 'WhPerMile': 600, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 05:42:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 06:40:08 GMT', 'kWhRequested': 36.0}, {'userID': 838, 'milesRequested': 60, 'WhPerMile': 600, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 05:42:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 06:40:08 GMT', 'kWhRequested': 36.0}]",000000838,2_39_139_28_2019-10-16 05:40:08.078353,2-39-139-28,CA-303,0002,0039,2019-10-15 22:40:08-07:00,2019-10-16 06:23:46-07:00,15.828,2019-10-16 03:25:06-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ee5,,,2_39_79_380_2019-10-16 14:44:56.590492,2-39-79-380,CA-489,0002,0039,2019-10-16 07:44:57-07:00,2019-10-16 17:38:44-07:00,1.395,2019-10-16 14:38:54-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ee6,,,2_39_78_366_2019-10-16 15:10:44.649597,2-39-78-366,CA-323,0002,0039,2019-10-16 08:10:45-07:00,2019-10-16 17:27:36-07:00,0.846,2019-10-16 13:51:36-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ee7,"[{'userID': 676, 'milesRequested': 60, 'WhPerMile': 400, 'minutesAvailable': 620, 'modifiedAt': 'Wed, 16 Oct 2019 15:13:33 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 17 Oct 2019 01:33:20 GMT', 'kWhRequested': 24.0}]",000000676,2_39_79_379_2019-10-16 15:13:19.923819,2-39-79-379,CA-327,0002,0039,2019-10-16 08:13:20-07:00,2019-10-16 17:00:40-07:00,12.637,2019-10-16 12:47:51-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ee8,"[{'userID': 712, 'milesRequested': 60, 'WhPerMile': 400, 'minutesAvailable': 429, 'modifiedAt': 'Wed, 16 Oct 2019 15:38:00 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 22:46:48 GMT', 'kWhRequested': 24.0}]",000000712,2_39_139_28_2019-10-16 15:37:48.331657,2-39-139-28,CA-303,0002,0039,2019-10-16 08:37:48-07:00,2019-10-16 18:20:30-07:00,5.359,2019-10-16 10:13:25-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ee9,"[{'userID': 1126, 'milesRequested': 20, 'WhPerMile': 250, 'minutesAvailable': 418, 'modifiedAt': 'Wed, 16 Oct 2019 15:38:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 22:36:35 GMT', 'kWhRequested': 5.0}]",000001126,2_39_79_377_2019-10-16 15:38:35.140967,2-39-79-377,CA-325,0002,0039,2019-10-16 08:38:35-07:00,2019-10-16 17:19:32-07:00,1.47,2019-10-16 09:02:57-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eea,"[{'userID': 3456, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 15:39:11 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 16:39:12 GMT', 'kWhRequested': 8.0}]",000003456,2_39_95_444_2019-10-16 15:38:59.503842,2-39-95-444,CA-497,0002,0039,2019-10-16 08:39:12-07:00,2019-10-16 12:19:52-07:00,7.875,2019-10-16 09:57:28-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eeb,,,2_39_79_383_2019-10-16 15:39:41.973835,2-39-79-383,CA-492,0002,0039,2019-10-16 08:39:42-07:00,2019-10-16 15:26:11-07:00,4.986,2019-10-16 15:26:06-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eec,"[{'userID': 579, 'milesRequested': 100, 'WhPerMile': 400, 'minutesAvailable': 547, 'modifiedAt': 'Wed, 16 Oct 2019 15:58:13 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 17 Oct 2019 01:04:59 GMT', 'kWhRequested': 40.0}]",000000579,2_39_78_361_2019-10-16 15:57:58.664115,2-39-78-361,CA-493,0002,0039,2019-10-16 08:57:59-07:00,2019-10-16 18:26:18-07:00,39.899,2019-10-16 18:15:16-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eed,"[{'userID': 1104, 'milesRequested': 150, 'WhPerMile': 250, 'minutesAvailable': 436, 'modifiedAt': 'Wed, 16 Oct 2019 16:12:44 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 23:28:33 GMT', 'kWhRequested': 37.5}]",000001104,2_39_79_382_2019-10-16 16:12:33.013393,2-39-79-382,CA-491,0002,0039,2019-10-16 09:12:33-07:00,2019-10-16 18:32:23-07:00,17.102,2019-10-16 11:49:31-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eee,"[{'userID': 1090, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 317, 'modifiedAt': 'Wed, 16 Oct 2019 16:12:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 21:29:39 GMT', 'kWhRequested': 20.0}]",000001090,2_39_78_365_2019-10-16 16:12:25.480984,2-39-78-365,CA-321,0002,0039,2019-10-16 09:12:39-07:00,2019-10-16 15:14:33-07:00,13.411,2019-10-16 14:24:45-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1eef,"[{'userID': 3111, 'milesRequested': 150, 'WhPerMile': 250, 'minutesAvailable': 337, 'modifiedAt': 'Wed, 16 Oct 2019 16:17:30 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 21:53:16 GMT', 'kWhRequested': 37.5}]",000003111,2_39_129_17_2019-10-16 16:16:16.271689,2-39-129-17,CA-307,0002,0039,2019-10-16 09:16:16-07:00,2019-10-16 11:52:44-07:00,17.71,2019-10-16 11:52:35-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef0,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 16:18:38 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 17:18:29 GMT', 'kWhRequested': 8.0}]",000000891,2_39_91_437_2019-10-16 16:18:29.457133,2-39-91-437,CA-317,0002,0039,2019-10-16 09:18:29-07:00,2019-10-16 19:34:33-07:00,1.584,2019-10-16 09:56:43-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef1,"[{'userID': 1208, 'milesRequested': 200, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 16:22:56 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 17:22:48 GMT', 'kWhRequested': 80.0}, {'userID': 1208, 'milesRequested': 200, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 19:03:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 17:22:48 GMT', 'kWhRequested': 80.0}]",000001208,2_39_78_367_2019-10-16 16:22:47.947417,2-39-78-367,CA-494,0002,0039,2019-10-16 09:22:48-07:00,2019-10-16 12:04:02-07:00,13.721596475504496,2019-10-16 12:03:57-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef2,"[{'userID': 2170, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Wed, 16 Oct 2019 16:37:34 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 17:37:23 GMT', 'kWhRequested': 8.0}]",000002170,2_39_123_23_2019-10-16 16:37:22.775207,2-39-123-23,CA-313,0002,0039,2019-10-16 09:37:23-07:00,2019-10-16 11:19:59-07:00,5.171,2019-10-16 11:16:01-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef3,"[{'userID': 1912, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 366, 'modifiedAt': 'Wed, 16 Oct 2019 16:50:07 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 22:56:07 GMT', 'kWhRequested': 20.0}, {'userID': 1912, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 205, 'modifiedAt': 'Wed, 16 Oct 2019 21:13:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 20:15:07 GMT', 'kWhRequested': 20.0}]",000001912,2_39_88_24_2019-10-16 16:50:06.852460,2-39-88-24,CA-314,0002,0039,2019-10-16 09:50:07-07:00,2019-10-16 16:03:42-07:00,5.604,2019-10-16 10:44:38-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef4,"[{'userID': 324, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 133, 'modifiedAt': 'Wed, 16 Oct 2019 16:51:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 19:04:00 GMT', 'kWhRequested': 8.0}]",000000324,2_39_89_25_2019-10-16 16:50:59.908419,2-39-89-25,CA-315,0002,0039,2019-10-16 09:51:00-07:00,2019-10-16 22:39:26-07:00,1.215,2019-10-16 10:30:40-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef5,"[{'userID': 1864, 'milesRequested': 10, 'WhPerMile': 400, 'minutesAvailable': 345, 'modifiedAt': 'Wed, 16 Oct 2019 17:08:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 22:53:14 GMT', 'kWhRequested': 4.0}]",000001864,2_39_124_22_2019-10-16 17:08:14.340499,2-39-124-22,CA-312,0002,0039,2019-10-16 10:08:14-07:00,2019-10-16 17:56:28-07:00,1.402,2019-10-16 10:43:34-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef6,"[{'userID': 1095, 'milesRequested': 30, 'WhPerMile': 400, 'minutesAvailable': 359, 'modifiedAt': 'Wed, 16 Oct 2019 17:11:53 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 23:10:41 GMT', 'kWhRequested': 12.0}]",000001095,2_39_92_436_2019-10-16 17:11:40.857925,2-39-92-436,CA-318,0002,0039,2019-10-16 10:11:41-07:00,2019-10-16 18:08:54-07:00,10.242,2019-10-16 11:56:10-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef7,,,2_39_78_360_2019-10-16 17:28:57.803865,2-39-78-360,CA-322,0002,0039,2019-10-16 10:28:46-07:00,2019-10-16 18:57:41-07:00,0.879,2019-10-16 16:24:50-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef8,,,2_39_78_364_2019-10-16 18:20:13.742630,2-39-78-364,CA-495,0002,0039,2019-10-16 11:20:14-07:00,2019-10-16 16:54:39-07:00,0.826,2019-10-16 14:02:41-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1ef9,"[{'userID': 1238, 'milesRequested': 200, 'WhPerMile': 520, 'minutesAvailable': 715, 'modifiedAt': 'Wed, 16 Oct 2019 18:32:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 17 Oct 2019 06:27:03 GMT', 'kWhRequested': 104.0}]",000001238,2_39_123_23_2019-10-16 18:32:03.227456,2-39-123-23,CA-313,0002,0039,2019-10-16 11:32:03-07:00,2019-10-16 19:20:13-07:00,27.238,2019-10-16 15:46:37-07:00,America/Los_Angeles
5dbcce22f9af8b61e26b1efa,"[{'userID': 832, 'milesRequested': 40, 'WhPerMile': 300, 'minutesAvailable': 263, 'modifiedAt': 'Wed, 16 Oct 2019 18:38:02 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 16 Oct 2019 23:00:13 GMT', 'kWhRequested': 12.0}]",000000832,2_39_78_362_2019-10-16 18:37:13.399015,2-39-78-362,CA-496,0002,0039,2019-10-16 11:37:13-07:00,2019-10-16 16:29:09-07:00,11.9,2019-10-16 16:30:06-07:00,America/Los_Angeles
