# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_pid.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_fork_fair
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a73
     0.00%  python3.10  python3.10                                [.] 0x00000000001435f0
     0.00%  python3.10  python3.10                                [.] 0x000000000015e07e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.00%  python3.10  python3.10                                [.] 0x000000000020671d
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000007fd3
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000256285
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077ce
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030788f
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307bb9
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307dcb
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308181
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a37
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ac9
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ae4
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e2e
     0.00%  python3.10  python3.10                                [.] 0x0000000000156660
     0.00%  python3.10  python3.10                                [.] 0x000000000015f020
     0.00%  python3.10  python3.10                                [.] 0x0000000000174fb0
     0.00%  python3.10  python3.10                                [.] 0x0000000000179622
     0.00%  python3.10  python3.10                                [.] 0x000000000017c409
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d22
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5bd
     0.00%  python3.10  python3.10                                [.] 0x000000000018dd3a
     0.00%  python3.10  python3.10                                [.] 0x00000000001a303a
     0.00%  python3.10  python3.10                                [.] 0x0000000000206841
     0.00%  python3.10  python3.10                                [.] 0x0000000000206890
     0.00%  python3.10  python3.10                                [.] 0x00000000002774c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000294997
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076a7
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2f6
     0.00%  python3.10  python3.10                                [.] 0x000000000015e082
     0.00%  python3.10  python3.10                                [.] 0x000000000015efe4
     0.00%  python3.10  python3.10                                [.] 0x000000000018d077
     0.00%  python3.10  python3.10                                [.] 0x000000000018d258
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ec4
     0.00%  python3.10  python3.10                                [.] 0x000000000012d088
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmapped_area_topdown
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077bc
     0.00%  python3.10  python3.10                                [.] 0x000000000015233d
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1a4
     0.00%  python3.10  python3.10                                [.] 0x0000000000178180
     0.00%  python3.10  python3.10                                [.] 0x0000000000131106
     0.00%  python3.10  [kernel.kallsyms]                         [k] timekeeping_update
     0.00%  python3.10  [kernel.kallsyms]                         [k] futex_exit_release
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307642
     0.00%  python3.10  python3.10                                [.] 0x0000000000133937
     0.00%  python3.10  python3.10                                [.] 0x000000000015efcc
     0.00%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.00%  python3.10  python3.10                                [.] 0x000000000018c069
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d46
     0.00%  python3.10  python3.10                                [.] 0x0000000000179d94
     0.00%  python3.10  python3.10                                [.] 0x000000000012d1f7
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307e6d
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308357
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93ea
     0.00%  python3.10  python3.10                                [.] 0x000000000018d193
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]                         [k] css_set_move_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_page
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a11ef
     0.00%  python3.10  python3.10                                [.] PyLong_FromLongLong
     0.00%  python3.10  python3.10                                [.] 0x00000000001339ef
     0.00%  python3.10  python3.10                                [.] 0x000000000015232f
     0.00%  python3.10  python3.10                                [.] 0x000000000017c403
     0.00%  python3.10  python3.10                                [.] 0x000000000018d113
     0.00%  python3.10  python3.10                                [.] 0x000000000018d121
     0.00%  python3.10  python3.10                                [.] 0x000000000018d70a
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c6c
     0.00%  python3.10  python3.10                                [.] 0x000000000012d229
     0.00%  python3.10  python3.10                                [.] 0x000000000015c607
     0.00%  python3.10  python3.10                                [.] 0x0000000000172a93
     0.00%  python3.10  python3.10                                [.] 0x0000000000143ad0
     0.00%  python3.10  python3.10                                [.] 0x000000000015d352
     0.00%  python3.10  python3.10                                [.] PyObject_Free
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.00%  python3.10  python3.10                                [.] 0x0000000000241490
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_swap_cache
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_output_end
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_copy
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000254cd0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030727c
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307f1c
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030829c
     0.00%  python3.10  python3.10                                [.] PyObject_CheckBuffer
     0.00%  python3.10  python3.10                                [.] 0x0000000000128034
     0.00%  python3.10  python3.10                                [.] 0x0000000000129cd2
     0.00%  python3.10  python3.10                                [.] 0x000000000012d7a0
     0.00%  python3.10  python3.10                                [.] 0x000000000013fcf0
     0.00%  python3.10  python3.10                                [.] 0x0000000000176571
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.00%  python3.10  python3.10                                [.] 0x000000000017c651
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.00%  python3.10  python3.10                                [.] 0x000000000018d53e
     0.00%  python3.10  python3.10                                [.] 0x00000000001b064d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bee5
     0.00%  python3.10  [kernel.kallsyms]                         [k] __do_sys_clone3
     0.00%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_charge
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_map_versions
     0.00%  python3.10  libcrypto.so.3                            [.] OPENSSL_init_crypto
     0.00%  python3.10  python3.10                                [.] 0x000000000006f150
     0.00%  python3.10  python3.10                                [.] 0x00000000001508cb
     0.00%  python3.10  python3.10                                [.] 0x00000000002949a9
     0.00%  python3.10  python3.10                                [.] 0x0000000000140a95
     0.00%  python3.10  python3.10                                [.] 0x000000000018dd3e
     0.00%  python3.10  python3.10                                [.] 0x0000000000152302
     0.00%  python3.10  python3.10                                [.] 0x0000000000178d60
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e66
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pebs_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307858
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e3b
     0.00%  python3.10  python3.10                                [.] 0x000000000015b210
     0.00%  python3.10  python3.10                                [.] 0x00000000001b0617
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_idlest_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_pte_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_rq_lock
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d30f
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a099f
     0.00%  python3.10  python3.10                                [.] PyThread_acquire_lock_timed
     0.00%  python3.10  python3.10                                [.] _PyErr_NormalizeException
     0.00%  python3.10  python3.10                                [.] 0x0000000000122932
     0.00%  python3.10  python3.10                                [.] 0x000000000015d290
     0.00%  python3.10  python3.10                                [.] 0x0000000000162ffd
     0.00%  python3.10  python3.10                                [.] 0x00000000001795b3
     0.00%  python3.10  python3.10                                [.] 0x00000000002069ad
     0.00%  python3.10  python3.10                                [.] 0x00000000002774e1
     0.00%  python3.10  python3.10                                [.] 0x0000000000294296
     0.00%  python3.10  python3.10                                [.] 0x0000000000294e9f
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ee8
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3af
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1230
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e94
     0.00%  python3.10  python3.10                                [.] 0x000000000020654a
     0.00%  python3.10  python3.10                                [.] 0x000000000027760a
     0.00%  python3.10  python3.10                                [.] 0x0000000000294e99
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308167
     0.00%  python3.10  python3.10                                [.] 0x0000000000128dff
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b3c
     0.00%  python3.10  python3.10                                [.] 0x0000000000156656
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] 0x00000000001d491e
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ff8
     0.00%  python3.10  python3.10                                [.] 0x00000000002775f1
     0.00%  python3.10  python3.10                                [.] 0x0000000000133945
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a64
     0.00%  python3.10  python3.10                                [.] 0x0000000000151dc9
     0.00%  python3.10  python3.10                                [.] 0x0000000000152335
     0.00%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eff
     0.00%  python3.10  python3.10                                [.] 0x000000000018c08c
     0.00%  python3.10  python3.10                                [.] 0x0000000000295219
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000149cac
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1226
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308302
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199c00
     0.00%  python3.10  python3.10                                [.] PyErr_Restore
     0.00%  python3.10  python3.10                                [.] PyUnicode_RichCompare
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.00%  python3.10  python3.10                                [.] 0x0000000000138500
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  python3.10                                [.] 0x0000000000179613
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4947
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4965
     0.00%  python3.10  python3.10                                [.] 0x0000000000294724
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  python3.10                                [.] 0x000000000012287d
     0.00%  python3.10  python3.10                                [.] 0x000000000015afe0
     0.00%  python3.10  python3.10                                [.] 0x000000000015e07c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0c3
     0.00%  python3.10  python3.10                                [.] 0x000000000018d555
     0.00%  python3.10  python3.10                                [.] 0x0000000000277454
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6a17
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]                         [k] invoke_rcu_core
     0.00%  python3.10  python3.10                                [.] 0x00000000001ce635
     0.00%  python3.10  python3.10                                [.] 0x000000000012290a
     0.00%  python3.10  python3.10                                [.] 0x000000000017956a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d162
     0.00%  python3.10  python3.10                                [.] 0x000000000020673e
     0.00%  python3.10  python3.10                                [.] 0x0000000000286905
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  python3.10                                [.] 0x000000000027744f
     0.00%  python3.10  python3.10                                [.] 0x0000000000294993
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a07
     0.00%  python3.10  python3.10                                [.] 0x000000000012260c
     0.00%  python3.10  python3.10                                [.] 0x000000000012b171
     0.00%  python3.10  python3.10                                [.] 0x0000000000151db5
     0.00%  python3.10  python3.10                                [.] 0x0000000000151de2
     0.00%  python3.10  python3.10                                [.] 0x000000000015af5c
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8f0
     0.00%  python3.10  python3.10                                [.] 0x0000000000206938
     0.00%  python3.10  python3.10                                [.] 0x00000000002775e0
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f10
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_current_mss
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c1
     0.00%  python3.10  [kernel.kallsyms]                         [k] nohz_balancer_kick
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_clone3
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_fork
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003073e9
     0.00%  python3.10  python3.10                                [.] PyMember_SetOne
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4e7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137abb
     0.00%  python3.10  python3.10                                [.] 0x0000000000166544
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d4
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4929
     0.00%  python3.10  python3.10                                [.] 0x00000000001d944d
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf52
     0.00%  python3.10  libc.so.6                                 [.] unwind_stop
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtick_update
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e58
     0.00%  python3.10  python3.10                                [.] 0x00000000001229d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000150911
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpuacct_account_field
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e7a
     0.00%  python3.10  python3.10                                [.] 0x0000000000296f80
     0.00%  python3.10  python3.10                                [.] 0x0000000000121d49
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pid
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b0a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d960
     0.00%  python3.10  python3.10                                [.] 0x00000000002775e5
     0.00%  python3.10  python3.10                                [.] 0x0000000000167a9a
     0.00%  python3.10  python3.10                                [.] 0x0000000000206b94
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000141e74
     0.00%  python3.10  [kernel.kallsyms]                         [k] __get_vma_policy
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_bit
     0.00%  python3.10  [kernel.kallsyms]                         [k] kernel_clone
     0.00%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_charge_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_cgroup_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock_stable
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003072e5
     0.00%  python3.10  python3.10                                [.] 0x000000000006fe60
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x0000000000128da6
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c7a
     0.00%  python3.10  python3.10                                [.] 0x0000000000129d25
     0.00%  python3.10  python3.10                                [.] 0x000000000012b374
     0.00%  python3.10  python3.10                                [.] 0x000000000012e707
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a75
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd02
     0.00%  python3.10  python3.10                                [.] 0x0000000000163fab
     0.00%  python3.10  python3.10                                [.] 0x00000000001676b3
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x00000000001795cb
     0.00%  python3.10  python3.10                                [.] 0x000000000017c056
     0.00%  python3.10  python3.10                                [.] 0x000000000017f965
     0.00%  python3.10  python3.10                                [.] 0x0000000000188cf6
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.00%  python3.10  python3.10                                [.] 0x00000000001894ba
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0eb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1dd
     0.00%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.00%  python3.10  python3.10                                [.] 0x0000000000206701
     0.00%  python3.10  python3.10                                [.] 0x00000000002069d7
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.00%  python3.10  python3.10                                [.] 0x00000000002774b8
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d67
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ef6
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_read_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_release_cb
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d960
     0.00%  python3.10  python3.10                                [.] 0x00000000001757e0
     0.00%  python3.10  [kernel.kallsyms]                         [k] can_migrate_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_semundo
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_wp_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_replace
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a097a
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_malloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307594
     0.00%  python3.10  python3.10                                [.] PyObject_GC_UnTrack
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_NewVar
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4ee
     0.00%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.00%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.00%  python3.10  python3.10                                [.] 0x0000000000122930
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a99
     0.00%  python3.10  python3.10                                [.] 0x000000000015097a
     0.00%  python3.10  python3.10                                [.] 0x0000000000150c1e
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ea5
     0.00%  python3.10  python3.10                                [.] 0x00000000001566c5
     0.00%  python3.10  python3.10                                [.] 0x00000000001598da
     0.00%  python3.10  python3.10                                [.] 0x000000000015d273
     0.00%  python3.10  python3.10                                [.] 0x000000000015e093
     0.00%  python3.10  python3.10                                [.] 0x0000000000164407
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf0
     0.00%  python3.10  python3.10                                [.] 0x0000000000179e07
     0.00%  python3.10  python3.10                                [.] 0x000000000017b139
     0.00%  python3.10  python3.10                                [.] 0x000000000017c386
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d90
     0.00%  python3.10  python3.10                                [.] 0x000000000018c010
     0.00%  python3.10  python3.10                                [.] 0x000000000018d081
     0.00%  python3.10  python3.10                                [.] 0x000000000018d56f
     0.00%  python3.10  python3.10                                [.] 0x000000000018d64f
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  python3.10                                [.] 0x0000000000206836
     0.00%  python3.10  python3.10                                [.] 0x00000000002b3a80
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c24
     0.00%  python3.10  python3.10                                [.] 0x000000000017331c
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcg_check_events
     0.00%  python3.10  [kernel.kallsyms]                         [k] memset
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a16
     0.00%  python3.10  python3.10                                [.] 0x000000000011e9d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000131375
     0.00%  python3.10  python3.10                                [.] 0x000000000015c23e
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  python3.10                                [.] 0x000000000016a55c
     0.00%  python3.10  [kernel.kallsyms]                         [k] ipv4_dst_check
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1238
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.00%  python3.10  python3.10                                [.] 0x000000000012284c
     0.00%  python3.10  python3.10                                [.] 0x000000000014f690
     0.00%  python3.10  python3.10                                [.] 0x0000000000178690
     0.00%  python3.10  python3.10                                [.] 0x0000000000179570
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3d5
     0.00%  python3.10  python3.10                                [.] 0x0000000000206b1f
     0.00%  python3.10  python3.10                                [.] 0x0000000000133917
     0.00%  python3.10  [kernel.kallsyms]                         [k] sync_mm_rss
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fee
     0.00%  python3.10  python3.10                                [.] 0x000000000027748b
     0.00%  python3.10  python3.10                                [.] 0x0000000000277680
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_stream_alloc_skb
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_4
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_free
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6a3
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0b3
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_lock_nested
     0.00%  python3.10  python3.10                                [.] 0x000000000018d07c
     0.00%  python3.10  [kernel.kallsyms]                         [k] skb_page_frag_refill
     0.00%  python3.10  python3.10                                [.] 0x0000000000178696
     0.00%  python3.10  python3.10                                [.] 0x000000000015b15c
     0.00%  python3.10  python3.10                                [.] PyEval_SaveThread
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ip_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]                         [k] init_numa_balancing
     0.00%  python3.10  python3.10                                [.] 0x0000000000156654
     0.00%  python3.10  python3.10                                [.] 0x000000000015b288
     0.00%  python3.10  python3.10                                [.] 0x0000000000173d44
     0.00%  python3.10  python3.10                                [.] _PyTime_FromSecondsObject
     0.00%  python3.10  python3.10                                [.] 0x0000000000294e97
     0.00%  python3.10  [kvm]                                     [k] pvclock_gtod_notify
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_lock_task_context
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ea0
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_softirq
     0.00%  python3.10  python3.10                                [.] 0x0000000000122901
     0.00%  python3.10  python3.10                                [.] 0x0000000000152264
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ksize
     0.00%  python3.10  python3.10                                [.] 0x0000000000141900
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a8b
     0.00%  python3.10  python3.10                                [.] 0x000000000012284a
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b21
     0.00%  python3.10  python3.10                                [.] 0x000000000018d19e
     0.00%  python3.10  python3.10                                [.] 0x0000000000206a15
     0.00%  python3.10  python3.10                                [.] 0x000000000028b905
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5ec
     0.00%  python3.10  python3.10                                [.] 0x0000000000137c12
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_val
     0.00%  python3.10  libc.so.6                                 [.] realloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] inet_ehashfn
     0.00%  python3.10  python3.10                                [.] 0x000000000015b20c
     0.00%  python3.10  python3.10                                [.] 0x00000000001566df
     0.00%  python3.10  [kernel.kallsyms]                         [k] swake_up_all_locked
     0.00%  python3.10  python3.10                                [.] 0x0000000000164532
     0.00%  python3.10  [kernel.kallsyms]                         [k] sigprocmask
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_local_deliver
     0.00%  python3.10  libc.so.6                                 [.] pthread_setconcurrency@@GLIBC_2.34
     0.00%  python3.10  python3.10                                [.] 0x0000000000138800
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d972
     0.00%  python3.10  libc.so.6                                 [.] __deadline_to_ms
     0.00%  python3.10  [drm]                                     [k] drm_handle_vblank
     0.00%  python3.10  python3.10                                [.] 0x000000000027739e
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce8
     0.00%  python3.10  [kernel.kallsyms]                         [k] validate_xmit_vlan
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e7d
     0.00%  python3.10  libc.so.6                                 [.] __sem_check_add_mapping
     0.00%  python3.10  [kernel.kallsyms]                         [k] dev_hard_start_xmit
     0.00%  python3.10  python3.10                                [.] 0x000000000017f89f
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_timer
     0.00%  python3.10  [kernel.kallsyms]                         [k] lru_add_drain_cpu
     0.00%  python3.10  python3.10                                [.] 0x0000000000137c02
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ec7
     0.00%  python3.10  python3.10                                [.] 0x000000000018d14d
     0.00%  python3.10  python3.10                                [.] 0x000000000020beaa
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6e80
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c35
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_trylock
     0.00%  python3.10  python3.10                                [.] 0x00000000001630e8
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_q
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_lb_stats
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_thermal_enabled
     0.00%  python3.10  libc.so.6                                 [.] __stpncpy_ssse3
     0.00%  python3.10  libc.so.6                                 [.] __new_sem_wait_slow64
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2d0
     0.00%  python3.10  python3.10                                [.] 0x000000000016a353
     0.00%  python3.10  libc.so.6                                 [.] _nss_dns_gethostbyaddr2_r
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e2e
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_page_range
     0.00%  python3.10  python3.10                                [.] 0x0000000000179bf7
     0.00%  python3.10  python3.10                                [.] 0x000000000028e085
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_local_irq_enable
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd53
     0.00%  python3.10  python3.10                                [.] 0x000000000012d83b
     0.00%  python3.10  [kernel.kallsyms]                         [k] recalc_sigpending
     0.00%  python3.10  [kernel.kallsyms]                         [k] __unqueue_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_smp_send_reschedule
     0.00%  python3.10  python3.10                                [.] 0x000000000029ca62
     0.00%  python3.10  python3.10                                [.] 0x000000000011b461
     0.00%  python3.10  python3.10                                [.] 0x0000000000277390
     0.00%  python3.10  python3.10                                [.] 0x00000000001522d3
     0.00%  python3.10  python3.10                                [.] PyObject_LengthHint
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_sem
     0.00%  python3.10  python3.10                                [.] 0x000000000011b510
     0.00%  python3.10  python3.10                                [.] _PyThreadState_Swap
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8a3
     0.00%  python3.10  python3.10                                [.] 0x0000000000176498
     0.00%  python3.10  python3.10                                [.] 0x0000000000206988
