# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles'
# Event count (approx.): 602680337
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.02%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.02%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.02%  python3.10  python3.10                                [.] 0x000000000020bf52
     0.02%  python3.10  libc.so.6                                 [.] round_and_return
     0.02%  python3.10  [kernel.kallsyms]                         [k] tcp_schedule_loss_probe.part.0
     0.01%  python3.10  python3.10                                [.] 0x000000000018d4be
     0.01%  python3.10  [kernel.kallsyms]                         [k] try_to_wake_up
     0.01%  python3.10  python3.10                                [.] 0x00000000001f6b46
     0.01%  python3.10  libcrypto.so.3                            [.] 0x000000000030798c
     0.01%  python3.10  [kernel.kallsyms]                         [k] pick_next_task_fair
     0.01%  python3.10  [kernel.kallsyms]                         [k] cubictcp_acked
     0.01%  python3.10  python3.10                                [.] PySequence_List
     0.01%  python3.10  python3.10                                [.] 0x000000000018d631
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003075c6
     0.01%  python3.10  python3.10                                [.] 0x000000000018c04e
     0.01%  python3.10  python3.10                                [.] 0x0000000000137c08
     0.01%  python3.10  [kernel.kallsyms]                         [k] task_h_load
     0.01%  python3.10  [kernel.kallsyms]                         [k] __bitmap_and
     0.01%  python3.10  [kernel.kallsyms]                         [k] native_apic_msr_eoi_write
     0.01%  python3.10  python3.10                                [.] 0x00000000001339ef
     0.01%  python3.10  libcrypto.so.3                            [.] 0x00000000003082ae
     0.01%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.01%  python3.10  python3.10                                [.] _PyObject_New
     0.01%  python3.10  python3.10                                [.] 0x00000000001d93c0
     0.01%  python3.10  python3.10                                [.] 0x0000000000179557
     0.01%  python3.10  [kernel.kallsyms]                         [k] delayed_work_timer_fn
     0.01%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irq
     0.01%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.01%  python3.10  [kernel.kallsyms]                         [k] rb_first
     0.01%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_time
     0.01%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.01%  python3.10  python3.10                                [.] 0x00000000001630ee
     0.00%  python3.10  python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307910
     0.00%  python3.10  [kernel.kallsyms]                         [k] file_free_rcu
     0.00%  python3.10  python3.10                                [.] 0x00000000001434ca
     0.00%  python3.10  python3.10                                [.] 0x000000000018d599
     0.00%  python3.10  python3.10                                [.] 0x000000000018c4d4
     0.00%  python3.10  python3.10                                [.] PyType_GenericAlloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] _copy_to_iter
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ac4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_next_event_base
     0.00%  python3.10  [kernel.kallsyms]                         [k] scheduler_tick
     0.00%  python3.10  python3.10                                [.] 0x000000000015b541
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bfa
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_apic_timer_interrupt
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4965
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sg_lb_stats
     0.00%  python3.10  python3.10                                [.] 0x000000000011b400
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] process_backlog
     0.00%  python3.10  python3.10                                [.] 0x0000000000241480
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]                         [k] __rseq_handle_notify_resume
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ac
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_min_vruntime
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003080c4
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030740f
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003078e0
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d964
     0.00%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.00%  python3.10  python3.10                                [.] 0x000000000017409d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d75d
     0.00%  python3.10  python3.10                                [.] 0x000000000012291a
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_activate
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074bd
     0.00%  python3.10  [kernel.kallsyms]                         [k] lapic_next_deadline
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bcd
     0.00%  python3.10  python3.10                                [.] 0x000000000017953a
     0.00%  python3.10  python3.10                                [.] 0x0000000000206546
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199c12
     0.00%  python3.10  python3.10                                [.] 0x0000000000128090
     0.00%  python3.10  python3.10                                [.] 0x0000000000152260
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c02
     0.00%  python3.10  python3.10                                [.] 0x000000000018d581
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f88
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf89
     0.00%  python3.10  python3.10                                [.] 0x000000000018c089
     0.00%  python3.10  python3.10                                [.] 0x000000000018d121
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006e62
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f0e
     0.00%  python3.10  python3.10                                [.] 0x000000000015e11f
     0.00%  python3.10  python3.10                                [.] 0x000000000015efe1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.00%  python3.10  python3.10                                [.] 0x0000000000243806
     0.00%  python3.10  python3.10                                [.] 0x000000000027742c
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7e
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000006ea
     0.00%  python3.10  python3.10                                [.] 0x0000000000122832
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030732c
     0.00%  python3.10  python3.10                                [.] 0x000000000017c6dc
     0.00%  python3.10  python3.10                                [.] 0x00000000001338a0
     0.00%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.00%  python3.10  python3.10                                [.] 0x0000000000294254
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]                         [k] psi_flags_change
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030820a
     0.00%  python3.10  python3.10                                [.] 0x0000000000140a88
     0.00%  python3.10  python3.10                                [.] 0x00000000001433ba
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.00%  python3.10  python3.10                                [.] 0x000000000015232f
     0.00%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f49
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ip_queue_xmit
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_lock_bh
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0994
     0.00%  python3.10  python3.10                                [.] 0x0000000000122834
     0.00%  python3.10  python3.10                                [.] 0x00000000001598e3
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e21
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e99
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf82
     0.00%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_se
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_vfs_ioctl
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199f08
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1147
     0.00%  python3.10  python3.10                                [.] 0x000000000012262d
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e5f
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f02
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f43
     0.00%  python3.10  python3.10                                [.] 0x0000000000152369
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53b
     0.00%  python3.10  python3.10                                [.] 0x00000000001795ed
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x0000000000188df0
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_exit_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_current_mss
     0.00%  python3.10  python3.10                                [.] 0x000000000011b3e3
     0.00%  python3.10  python3.10                                [.] 0x000000000012285d
     0.00%  python3.10  python3.10                                [.] 0x000000000012288b
     0.00%  python3.10  python3.10                                [.] 0x00000000001280a5
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b6
     0.00%  python3.10  python3.10                                [.] 0x000000000015f00e
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x0000000000179570
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] 0x000000000017c403
     0.00%  python3.10  python3.10                                [.] 0x000000000020beb4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_select_window
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]                         [k] xmit_one.constprop.0
     0.00%  python3.10  libc.so.6                                 [.] round_and_return
     0.00%  python3.10  libcrypto.so.3                            [.] SHA256_Final
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308004
     0.00%  python3.10  python3.10                                [.] 0x00000000000cfa53
     0.00%  python3.10  python3.10                                [.] 0x000000000015b500
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cf3
     0.00%  python3.10  python3.10                                [.] 0x000000000017c410
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e17
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ec0
     0.00%  python3.10  python3.10                                [.] 0x00000000001d491a
     0.00%  python3.10  python3.10                                [.] 0x000000000020691d
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bf5
     0.00%  python3.10  python3.10                                [.] 0x00000000002773f8
     0.00%  python3.10  python3.10                                [.] 0x000000000027761c
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]                         [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]                         [k] cubictcp_cwnd_event
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ef5
     0.00%  python3.10  python3.10                                [.] PyNumber_Xor
     0.00%  python3.10  python3.10                                [.] _PyNumber_Index
     0.00%  python3.10  python3.10                                [.] 0x0000000000127ff7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.00%  python3.10  python3.10                                [.] 0x0000000000173da9
     0.00%  python3.10  python3.10                                [.] 0x0000000000179541
     0.00%  python3.10  python3.10                                [.] 0x0000000000179553
     0.00%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.00%  python3.10  python3.10                                [.] 0x000000000017961b
     0.00%  python3.10  python3.10                                [.] 0x0000000000179620
     0.00%  python3.10  python3.10                                [.] 0x000000000017c386
     0.00%  python3.10  python3.10                                [.] 0x000000000017c651
     0.00%  python3.10  python3.10                                [.] 0x000000000018d068
     0.00%  python3.10  python3.10                                [.] 0x000000000018d15e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d21a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d596
     0.00%  python3.10  python3.10                                [.] 0x000000000018d960
     0.00%  python3.10  python3.10                                [.] 0x00000000001b63ec
     0.00%  python3.10  python3.10                                [.] 0x00000000001d3c20
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4921
     0.00%  python3.10  python3.10                                [.] 0x0000000000243810
     0.00%  python3.10  python3.10                                [.] 0x0000000000293eb1
     0.00%  python3.10  python3.10                                [.] 0x0000000000294eb1
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfed2


# Samples: 5K of event 'instructions'
# Event count (approx.): 760476952
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
    29.02%  python3.10  python3.10                                [.] _PyEval_EvalFrameDefault
     3.99%  python3.10  python3.10                                [.] _PyObject_MakeTpCall
     1.97%  python3.10  python3.10                                [.] _PyUnicode_JoinArray
     1.65%  python3.10  python3.10                                [.] PyLong_FromString
     1.43%  python3.10  python3.10                                [.] 0x000000000015effa
     1.41%  python3.10  python3.10                                [.] PyList_Append
     1.37%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.97%  python3.10  python3.10                                [.] 0x000000000015b546
     0.96%  python3.10  python3.10                                [.] 0x000000000018d589
     0.85%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.79%  python3.10  python3.10                                [.] 0x0000000000137b1b
     0.61%  python3.10  [kernel.kallsyms]                         [k] psi_group_change
     0.58%  python3.10  python3.10                                [.] 0x000000000015f000
     0.58%  python3.10  libc.so.6                                 [.] __strncat_sse2_unaligned
     0.55%  python3.10  python3.10                                [.] 0x000000000018d151
     0.54%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.49%  python3.10  python3.10                                [.] 0x00000000001b640a
     0.47%  python3.10  python3.10                                [.] 0x00000000001d495d
     0.46%  python3.10  python3.10                                [.] 0x000000000017c3fc
     0.45%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.44%  python3.10  python3.10                                [.] 0x000000000015b537
     0.44%  python3.10  python3.10                                [.] _PyObject_GetMethod
     0.43%  python3.10  python3.10                                [.] 0x000000000015b500
     0.43%  python3.10  python3.10                                [.] 0x000000000018d155
     0.41%  python3.10  python3.10                                [.] 0x000000000015b520
     0.40%  python3.10  python3.10                                [.] 0x0000000000174090
     0.40%  python3.10  python3.10                                [.] 0x0000000000127f5d
     0.39%  python3.10  python3.10                                [.] 0x000000000015eff0
     0.39%  python3.10  libc.so.6                                 [.] ____wcstof_l_internal
     0.38%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.37%  python3.10  libc.so.6                                 [.] re_search_internal
     0.35%  python3.10  python3.10                                [.] 0x00000000001b63e8
     0.34%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.33%  python3.10  python3.10                                [.] 0x00000000001228d1
     0.32%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.31%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.31%  python3.10  libc.so.6                                 [.] parse_expression
     0.31%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.30%  python3.10  python3.10                                [.] 0x00000000001795d6
     0.30%  python3.10  python3.10                                [.] 0x00000000001b63ff
     0.28%  python3.10  python3.10                                [.] 0x000000000015ef7f
     0.27%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.27%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.26%  python3.10  python3.10                                [.] 0x00000000001d491e
     0.26%  python3.10  libc.so.6                                 [.] re_compile_internal
     0.26%  python3.10  python3.10                                [.] _PyUnicode_InsertThousandsGrouping
     0.26%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_add
     0.26%  python3.10  python3.10                                [.] 0x000000000017c380
     0.25%  python3.10  python3.10                                [.] PyMem_Realloc
     0.24%  python3.10  python3.10                                [.] 0x00000000001795e5
     0.24%  python3.10  [kernel.kallsyms]                         [k] native_sched_clock
     0.24%  python3.10  libcrypto.so.3                            [.] 0x00000000003071f5
     0.23%  python3.10  libc.so.6                                 [.] ____wcstold_l_internal
     0.23%  python3.10  libc.so.6                                 [.] round_and_return
     0.23%  python3.10  python3.10                                [.] 0x00000000001d48e8
     0.22%  python3.10  python3.10                                [.] _PyObject_LookupSpecial
     0.22%  python3.10  python3.10                                [.] 0x000000000015ef93
     0.21%  python3.10  python3.10                                [.] 0x000000000018bf76
     0.21%  python3.10  python3.10                                [.] 0x0000000000188dc9
     0.21%  python3.10  python3.10                                [.] 0x0000000000127f54
     0.21%  python3.10  python3.10                                [.] 0x00000000001795ed
     0.21%  python3.10  python3.10                                [.] 0x00000000001d4916
     0.21%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.21%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.21%  python3.10  python3.10                                [.] 0x0000000000122901
     0.21%  python3.10  python3.10                                [.] 0x00000000001740af
     0.20%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.20%  python3.10  [kernel.kallsyms]                         [k] perf_event_update_userpage
     0.20%  python3.10  python3.10                                [.] 0x000000000018bfce
     0.20%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.19%  python3.10  python3.10                                [.] 0x000000000017a8c3
     0.19%  python3.10  python3.10                                [.] 0x000000000015ef70
     0.19%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.19%  python3.10  python3.10                                [.] 0x0000000000122820
     0.19%  python3.10  python3.10                                [.] 0x0000000000188e8c
     0.18%  python3.10  python3.10                                [.] 0x000000000018c0be
     0.18%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.18%  python3.10  python3.10                                [.] 0x0000000000137a60
     0.17%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.17%  python3.10  python3.10                                [.] 0x0000000000206c7a
     0.17%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.17%  python3.10  python3.10                                [.] 0x0000000000188eee
     0.17%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.17%  python3.10  [kernel.kallsyms]                         [k] __ip_finish_output
     0.17%  python3.10  python3.10                                [.] 0x000000000012809b
     0.17%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.16%  python3.10  python3.10                                [.] 0x00000000001d48d0
     0.16%  python3.10  python3.10                                [.] 0x000000000017958b
     0.16%  python3.10  [kernel.kallsyms]                         [k] merge_sched_in
     0.16%  python3.10  python3.10                                [.] 0x000000000020bea0
     0.15%  python3.10  python3.10                                [.] 0x000000000018d165
     0.15%  python3.10  python3.10                                [.] 0x0000000000122930
     0.15%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.15%  python3.10  libcrypto.so.3                            [.] 0x00000000003073da
     0.15%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.15%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.15%  python3.10  python3.10                                [.] 0x0000000000243810
     0.15%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.15%  python3.10  [kernel.kallsyms]                         [k] rb_next
     0.15%  python3.10  python3.10                                [.] 0x0000000000137b77
     0.15%  python3.10  [kernel.kallsyms]                         [k] event_sched_in
     0.15%  python3.10  python3.10                                [.] 0x00000000001434c6
     0.15%  python3.10  python3.10                                [.] 0x0000000000188dd7
     0.15%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.15%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.15%  python3.10  python3.10                                [.] 0x0000000000188f0c
     0.15%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.15%  python3.10  python3.10                                [.] 0x0000000000070990
     0.15%  python3.10  [kernel.kallsyms]                         [k] iterate_groups
     0.15%  python3.10  python3.10                                [.] 0x00000000001598c4
     0.15%  python3.10  python3.10                                [.] 0x000000000015ef86
     0.15%  python3.10  python3.10                                [.] 0x0000000000188da5
     0.14%  python3.10  python3.10                                [.] 0x000000000016ac59
     0.14%  python3.10  python3.10                                [.] PyObject_GetAttr
     0.14%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.14%  python3.10  python3.10                                [.] 0x00000000001418a0
     0.14%  python3.10  python3.10                                [.] 0x0000000000206c70
     0.14%  python3.10  python3.10                                [.] 0x000000000017c3a6
     0.14%  python3.10  python3.10                                [.] 0x0000000000189014
     0.14%  python3.10  python3.10                                [.] 0x0000000000206a23
     0.14%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.14%  python3.10  python3.10                                [.] 0x00000000002cfec0
     0.14%  python3.10  python3.10                                [.] 0x000000000018d269
     0.14%  python3.10  python3.10                                [.] 0x0000000000179592
     0.14%  python3.10  python3.10                                [.] 0x000000000018d599
     0.14%  python3.10  python3.10                                [.] 0x0000000000188e0a
     0.13%  python3.10  python3.10                                [.] 0x0000000000137ae4
     0.13%  python3.10  [kernel.kallsyms]                         [k] __update_load_avg_cfs_rq
     0.13%  python3.10  python3.10                                [.] 0x0000000000188cf6
     0.13%  python3.10  [kernel.kallsyms]                         [k] ip_rcv_core
     0.13%  python3.10  python3.10                                [.] 0x0000000000127f50
     0.13%  python3.10  libcrypto.so.3                            [.] 0x00000000003082c1
     0.13%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.13%  python3.10  python3.10                                [.] 0x0000000000189021
     0.13%  python3.10  python3.10                                [.] 0x00000000002774db
     0.13%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.13%  python3.10  libc.so.6                                 [.] round_and_return
     0.13%  python3.10  [kernel.kallsyms]                         [k] dequeue_task_fair
     0.13%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.13%  python3.10  python3.10                                [.] 0x000000000018d964
     0.12%  python3.10  python3.10                                [.] 0x000000000015f00e
     0.12%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.12%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.12%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.12%  python3.10  python3.10                                [.] 0x000000000015b506
     0.12%  python3.10  python3.10                                [.] 0x000000000015b541
     0.12%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.12%  python3.10  python3.10                                [.] 0x0000000000277486
     0.12%  python3.10  python3.10                                [.] 0x0000000000167dfa
     0.12%  python3.10  python3.10                                [.] 0x00000000001732ca
     0.12%  python3.10  python3.10                                [.] 0x00000000001795fe
     0.12%  python3.10  python3.10                                [.] 0x000000000015b525
     0.12%  python3.10  python3.10                                [.] 0x0000000000179be0
     0.12%  python3.10  python3.10                                [.] 0x0000000000293ef7
     0.11%  python3.10  python3.10                                [.] 0x000000000015b50e
     0.11%  python3.10  python3.10                                [.] 0x000000000018d581
     0.11%  python3.10  python3.10                                [.] 0x0000000000151e2e
     0.11%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.11%  python3.10  python3.10                                [.] 0x00000000002942ff
     0.11%  python3.10  python3.10                                [.] 0x000000000015b557
     0.11%  python3.10  libcrypto.so.3                            [.] 0x0000000000307958
     0.11%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.10%  python3.10  python3.10                                [.] 0x000000000018d237
     0.10%  python3.10  python3.10                                [.] 0x000000000012291a
     0.10%  python3.10  libcrypto.so.3                            [.] 0x000000000030715d
     0.09%  python3.10  python3.10                                [.] 0x000000000017953a
     0.09%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.09%  python3.10  libcrypto.so.3                            [.] 0x00000000003071d7
     0.09%  python3.10  python3.10                                [.] 0x000000000015b564
     0.09%  python3.10  python3.10                                [.] 0x000000000018c045
     0.09%  python3.10  [kernel.kallsyms]                         [k] perf_log_itrace_start
     0.09%  python3.10  libcrypto.so.3                            [.] 0x0000000000308363
     0.09%  python3.10  python3.10                                [.] 0x000000000012290f
     0.09%  python3.10  [kernel.kallsyms]                         [k] __ip_queue_xmit
     0.09%  python3.10  python3.10                                [.] 0x000000000018bfa0
     0.09%  python3.10  python3.10                                [.] 0x00000000001d493d
     0.09%  python3.10  python3.10                                [.] 0x000000000027760a
     0.09%  python3.10  python3.10                                [.] _PyLong_New
     0.09%  python3.10  python3.10                                [.] 0x000000000015b15c
     0.09%  python3.10  libcrypto.so.3                            [.] 0x0000000000308382
     0.09%  python3.10  python3.10                                [.] 0x0000000000179536
     0.09%  python3.10  [kernel.kallsyms]                         [k] __xfrm_policy_check2.constprop.0
     0.09%  python3.10  python3.10                                [.] 0x00000000001412c0
     0.09%  python3.10  python3.10                                [.] 0x00000000001732de
     0.09%  python3.10  python3.10                                [.] 0x000000000011eae3
     0.09%  python3.10  python3.10                                [.] 0x00000000000cfbbf
     0.09%  python3.10  python3.10                                [.] 0x000000000020bed3
     0.09%  python3.10  python3.10                                [.] 0x0000000000243806
     0.09%  python3.10  python3.10                                [.] 0x0000000000152321
     0.09%  python3.10  python3.10                                [.] 0x0000000000188d7f
     0.09%  python3.10  python3.10                                [.] 0x00000000002773d5
     0.09%  python3.10  python3.10                                [.] 0x00000000001522fd
     0.09%  python3.10  python3.10                                [.] 0x000000000018d4cc
     0.09%  python3.10  python3.10                                [.] 0x00000000002949de
     0.09%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_int
     0.09%  python3.10  python3.10                                [.] 0x000000000017c3d0
     0.09%  python3.10  [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.09%  python3.10  python3.10                                [.] PyObject_Format
     0.08%  python3.10  python3.10                                [.] 0x0000000000162fa4
     0.08%  python3.10  [kernel.kallsyms]                         [k] schedule
     0.08%  python3.10  [kernel.kallsyms]                         [k] __skb_datagram_iter
     0.08%  python3.10  python3.10                                [.] 0x00000000002cfee6
     0.08%  python3.10  libcrypto.so.3                            [.] 0x00000000003076cc
     0.08%  python3.10  python3.10                                [.] 0x0000000000137aa0
     0.08%  python3.10  python3.10                                [.] 0x00000000001732fc
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000308272
     0.08%  python3.10  [kernel.kallsyms]                         [k] update_min_vruntime
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.08%  python3.10  python3.10                                [.] _PyUnicode_FromASCII
     0.08%  python3.10  python3.10                                [.] 0x0000000000137a73
     0.08%  python3.10  python3.10                                [.] 0x0000000000188dcf
     0.08%  python3.10  python3.10                                [.] 0x000000000018d12e
     0.08%  python3.10  python3.10                                [.] 0x00000000001d490c
     0.08%  python3.10  libcrypto.so.3                            [.] SHA256_Final
     0.08%  python3.10  libc.so.6                                 [.] 0x00000000001a0940
     0.08%  python3.10  python3.10                                [.] 0x0000000000206c4d
     0.08%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.08%  python3.10  [kernel.kallsyms]                         [k] import_single_range
     0.08%  python3.10  python3.10                                [.] PyUnicode_AsUTF8AndSize
     0.08%  python3.10  python3.10                                [.] 0x0000000000293f54
     0.08%  python3.10  python3.10                                [.] 0x000000000020beaa
     0.08%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.08%  python3.10  python3.10                                [.] 0x0000000000137aad
     0.08%  python3.10  python3.10                                [.] 0x00000000001d491a
     0.08%  python3.10  libcrypto.so.3                            [.] 0x0000000000307d97
     0.08%  python3.10  python3.10                                [.] 0x000000000017c403
