# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 167K of event 'cycles'
# Event count (approx.): 83984841921
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.00%  :1587595    python3.10            [.] PyUnicode_FromFormat
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]     [k] hrtimer_try_to_cancel.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] prepare_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_hw_config
     0.00%  python3.10  python3.10            [.] 0x0000000000178de0
     0.00%  python3.10  python3.10            [.] 0x000000000017c3fc
     0.00%  python3.10  python3.10            [.] 0x000000000018bf76
     0.00%  python3.10  python3.10            [.] 0x000000000018d656
     0.00%  python3.10  python3.10            [.] 0x000000000015d254
     0.00%  :1587595    [kernel.kallsyms]     [k] __raise_softirq_irqoff
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  :1587595    [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  :1587595    python3.10            [.] 0x000000000014120d
     0.00%  python3.10  [kernel.kallsyms]     [k] native_read_msr
     0.00%  :1587595    python3.10            [.] 0x000000000011e943
     0.00%  :1587595    python3.10            [.] PyObject_Malloc
     0.00%  python3.10  [kernel.kallsyms]     [k] blkcg_maybe_throttle_current
     0.00%  python3.10  [kernel.kallsyms]     [k] __get_user_nocheck_4
     0.00%  python3.10  [kernel.kallsyms]     [k] allocate_slab
     0.00%  python3.10  python3.10            [.] 0x000000000015ef93
     0.00%  python3.10  python3.10            [.] 0x0000000000188e99
     0.00%  python3.10  python3.10            [.] 0x000000000028e080
     0.00%  python3.10  [kernel.kallsyms]     [k] uprobe_free_utask
     0.00%  python3.10  libc.so.6             [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] task_tick_fair
     0.00%  :1587595    [kernel.kallsyms]     [k] rcu_segcblist_extract_done_cbs
     0.00%  :1587595    [kernel.kallsyms]     [k] __dev_queue_xmit
     0.00%  :1587595    [kernel.kallsyms]     [k] __mod_timer
     0.00%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.00%  python3.10  libc.so.6             [.] __deadline_to_ms
     0.00%  :1587595    [kernel.kallsyms]     [k] perf_event_context_sched_out
     0.00%  :1587595    [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%  :1587595    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  :1587595    python3.10            [.] 0x0000000000287060
     0.00%  :1587595    python3.10            [.] 0x0000000000137a73
     0.00%  :1587595    [kernel.kallsyms]     [k] __tcp_transmit_skb
     0.00%  python3.10  [kernel.kallsyms]     [k] get_user_pages_fast
     0.00%  python3.10  python3.10            [.] 0x000000000011b311
     0.00%  python3.10  [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  python3.10  python3.10            [.] 0x0000000000188efb
     0.00%  python3.10  python3.10            [.] 0x000000000020beaa
     0.00%  python3.10  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  :1587595    libc.so.6             [.] unwind_stop
     0.00%  :1587595    [kernel.kallsyms]     [k] __update_load_avg_blocked_se
     0.00%  :1587595    python3.10            [.] 0x0000000000150911
     0.00%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  :1587595    [kernel.kallsyms]     [k] __ip_queue_xmit
     0.00%  :1587595    libc.so.6             [.] __res_context_send
     0.00%  :1587595    libc.so.6             [.] __GI___strcasecmp_l_sse2
     0.00%  :1587595    python3.10            [.] 0x000000000027be40
     0.00%  :1587595    [kernel.kallsyms]     [k] futex_wait_queue_me
     0.00%  :1587595    [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.00%  :1587595    [kernel.kallsyms]     [k] available_idle_cpu
     0.00%  :1587595    [kernel.kallsyms]     [k] tcp_ack
     0.00%  :1587595    [kernel.kallsyms]     [k] refill_stock
     0.00%  :1587595    [kernel.kallsyms]     [k] futex_wake
     0.00%  :1587595    [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  :1587595    [kernel.kallsyms]     [k] sched_clock
     0.00%  :1587595    [kernel.kallsyms]     [k] tick_program_event
     0.00%  :1587595    libc.so.6             [.] 0x00000000001a0970
     0.00%  :1587595    [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  :1587595    [kernel.kallsyms]     [k] __ip_finish_output
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.00%  :1587595    python3.10            [.] _PyUnicode_FastFill
     0.00%  :1587595    [kernel.kallsyms]     [k] __cgroup_account_cputime_field
     0.00%  :1587595    python3.10            [.] _PyUnicodeWriter_Init
     0.00%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.00%  :1587595    [kernel.kallsyms]     [k] intel_pmu_disable_all
     0.00%  :1587595    [kernel.kallsyms]     [k] arch_local_irq_enable
     0.00%  :1587595    [vdso]                [.] 0x00000000000007f7
     0.00%  :1587595    [kernel.kallsyms]     [k] xfd_validate_state
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  python3.10  [kernel.kallsyms]     [k] schedule
     0.00%  :1587595    python3.10            [.] _PyUnicode_ToDecimalDigit
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait_setup
     0.00%  python3.10  [kernel.kallsyms]     [k] idr_get_free
     0.00%  python3.10  [kernel.kallsyms]     [k] mutex_unlock
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]     [k] wp_page_copy
     0.00%  python3.10  libc.so.6             [.] ____wcstod_l_internal
     0.00%  python3.10  libc.so.6             [.] __idna_name_classify
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0ac4
     0.00%  python3.10  libcrypto.so.3        [.] EVP_MD_CTX_test_flags
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030741d
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307789
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003077b2
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307bbd
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030824d
     0.00%  python3.10  libcrypto.so.3        [.] 0x00000000003083d9
     0.00%  python3.10  python3.10            [.] PyErr_GivenExceptionMatches
     0.00%  python3.10  python3.10            [.] PyEval_RestoreThread
     0.00%  python3.10  python3.10            [.] PyLong_FromString
     0.00%  python3.10  python3.10            [.] PyObject_Call
     0.00%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.00%  python3.10  python3.10            [.] 0x000000000015b204
     0.00%  python3.10  python3.10            [.] 0x000000000015b520
     0.00%  python3.10  python3.10            [.] 0x000000000015e0b8
     0.00%  python3.10  python3.10            [.] 0x0000000000167aec
     0.00%  python3.10  python3.10            [.] 0x000000000016a31a
     0.00%  python3.10  python3.10            [.] 0x000000000016ac52
     0.00%  python3.10  python3.10            [.] 0x0000000000179557
     0.00%  python3.10  python3.10            [.] 0x000000000017c3d0
     0.00%  python3.10  python3.10            [.] 0x000000000017c3e3
     0.00%  python3.10  python3.10            [.] 0x0000000000188d00
     0.00%  python3.10  python3.10            [.] 0x0000000000188d4e
     0.00%  python3.10  python3.10            [.] 0x0000000000188da5
     0.00%  python3.10  python3.10            [.] 0x0000000000188dec
     0.00%  python3.10  python3.10            [.] 0x0000000000188ef6
     0.00%  python3.10  python3.10            [.] 0x000000000018d258
     0.00%  python3.10  python3.10            [.] 0x00000000001d4916
     0.00%  python3.10  python3.10            [.] 0x000000000027db1f
     0.00%  :1587595    [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]     [k] mod_objcg_state
     0.00%  :1587595    [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  :1587595    [kernel.kallsyms]     [k] schedule_timeout
     0.00%  :1587595    libc.so.6             [.] parse_expression
     0.00%  :1587595    [kernel.kallsyms]     [k] native_iret
     0.00%  :1587595    [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  python3.10  [kernel.kallsyms]     [k] do_exit
     0.00%  :1587595    python3.10            [.] 0x000000000012a015
     0.00%  :1587595    python3.10            [.] 0x0000000000286dd0
     0.00%  :1587595    python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]     [k] scheduler_tick
     0.00%  :1587595    python3.10            [.] 0x0000000000070220
     0.00%  python3.10  [kernel.kallsyms]     [k] irq_enter_rcu
     0.00%  :1587595    python3.10            [.] 0x000000000023ebc4
     0.00%  :1587595    python3.10            [.] 0x000000000015ef74
     0.00%  python3.10  [kernel.kallsyms]     [k] switch_task_namespaces
     0.00%  :1587595    libc.so.6             [.] 0x00000000001a0944
     0.00%  :1587595    [kernel.kallsyms]     [k] tick_sched_handle
     0.00%  :1587595    [kernel.kallsyms]     [k] raw_spin_rq_lock_nested
     0.00%  :1587595    libc.so.6             [.] pthread_rwlock_wrlock@@GLIBC_2.34
     0.00%  :1587595    [kernel.kallsyms]     [k] mark_wake_futex
     0.00%  :1587595    libc.so.6             [.] re_search_internal
     0.00%  :1587595    python3.10            [.] 0x000000000028e0ac
     0.00%  :1587595    [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.00%  :1587595    libc.so.6             [.] 0x0000000000199f08
     0.00%  :1587595    [kernel.kallsyms]     [k] __alloc_skb
     0.00%  :1587595    [kernel.kallsyms]     [k] sched_slice
     0.00%  :1587595    [kernel.kallsyms]     [k] __radix_tree_lookup
     0.00%  :1587595    [vdso]                [.] 0x00000000000007b6
     0.00%  python3.10  [kernel.kallsyms]     [k] therm_throt_process
     0.00%  :1587595    libc.so.6             [.] _nss_files_getrpcbyname_r
     0.00%  :1587595    libc.so.6             [.] re_compile_internal
     0.00%  :1587595    python3.10            [.] 0x0000000000179c58
     0.00%  :1587595    [kernel.kallsyms]     [k] lock_sock_nested
     0.00%  :1587595    [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  :1587595    libc.so.6             [.] 0x00000000001a1104
     0.00%  :1587595    [kernel.kallsyms]     [k] rseq_get_rseq_cs.isra.0
     0.00%  :1587595    python3.10            [.] 0x0000000000169ae0
     0.00%  :1587595    [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  :1587595    [kernel.kallsyms]     [k] account_kernel_stack.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  :1587595    libm.so.6             [.] __gammaf_r_finite@GLIBC_2.15
     0.00%  :1587595    libc.so.6             [.] parse_qtd_backslash
     0.00%  :1587595    [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%  :1587595    python3.10            [.] 0x000000000015effa
     0.00%  python3.10  [kernel.kallsyms]     [k] exit_to_user_mode_loop
     0.00%  :1587595    python3.10            [.] 0x0000000000295394
     0.00%  :1587595    [kernel.kallsyms]     [k] nohz_balancer_kick
     0.00%  python3.10  python3.10            [.] 0x0000000000137b58
     0.00%  :1587595    [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  :1587595    [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%  :1587595    python3.10            [.] 0x00000000001d9443
     0.00%  :1587595    [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%  :1587595    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  :1587595    python3.10            [.] 0x0000000000206941
     0.00%  :1587595    libc.so.6             [.] ____wcstof_l_internal
     0.00%  :1587595    [kernel.kallsyms]     [k] update_process_times
     0.00%  python3.10  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  :1587595    [kernel.kallsyms]     [k] drain_obj_stock
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  python3.10  libc.so.6             [.] __strncat_ssse3
     0.00%  python3.10  python3.10            [.] 0x0000000000121599
     0.00%  python3.10  python3.10            [.] 0x00000000001522f3
     0.00%  :1587595    [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  :1587595    [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  :1587595    [kernel.kallsyms]     [k] ip_send_check
     0.00%  :1587595    python3.10            [.] PyList_New
     0.00%  :1587595    [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  :1587595    [kernel.kallsyms]     [k] enqueue_task
     0.00%  :1587595    python3.10            [.] 0x000000000015d6bb
     0.00%  :1587595    [kernel.kallsyms]     [k] sk_forced_mem_schedule
     0.00%  :1587595    [kernel.kallsyms]     [k] __sk_mem_reduce_allocated
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%  :1587595    [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.00%  :1587595    python3.10            [.] 0x000000000017f5f6
     0.00%  python3.10  [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :1587595    [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.00%  :1587595    [kernel.kallsyms]     [k] update_sd_pick_busiest
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000307686
     0.00%  python3.10  python3.10            [.] PyObject_RichCompare
     0.00%  python3.10  python3.10            [.] 0x000000000011d510
     0.00%  python3.10  python3.10            [.] 0x0000000000121da5
     0.00%  python3.10  python3.10            [.] 0x000000000015b557
     0.00%  python3.10  python3.10            [.] 0x00000000002b39cc
     0.00%  :1587595    [kernel.kallsyms]     [k] __note_gp_changes
     0.00%  :1587595    [libahci]             [k] ahci_single_level_irq_intr
     0.00%  :1587595    [kernel.kallsyms]     [k] error_return
     0.00%  python3.10  [kernel.kallsyms]     [k] rebalance_domains
     0.00%  :1587595    [kernel.kallsyms]     [k] kthread_is_per_cpu
     0.00%  :1587595    [kernel.kallsyms]     [k] wake_up_process
     0.00%  python3.10  [kernel.kallsyms]     [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%  python3.10  [kernel.kallsyms]     [k] fpu_clone
     0.00%  python3.10  [kernel.kallsyms]     [k] rseq_ip_fixup
     0.00%  python3.10  libc.so.6             [.] __vstrfmon_l_internal
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000017dcc4
     0.00%  python3.10  python3.10            [.] 0x0000000000137bcf
     0.00%  python3.10  python3.10            [.] 0x0000000000150bcb
     0.00%  python3.10  python3.10            [.] 0x000000000015d640
     0.00%  python3.10  python3.10            [.] 0x0000000000179e07
     0.00%  python3.10  python3.10            [.] 0x0000000000188dc9
     0.00%  python3.10  python3.10            [.] 0x0000000000188e9f
     0.00%  python3.10  python3.10            [.] 0x000000000018d165
     0.00%  python3.10  python3.10            [.] 0x0000000000293d46
     0.00%  python3.10  python3.10            [.] 0x0000000000293d50
     0.00%  :1587595    python3.10            [.] 0x0000000000296fa1
     0.00%  python3.10  python3.10            [.] 0x0000000000122870
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  python3.10  python3.10            [.] 0x000000000015efe1
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  :1587595    python3.10            [.] _PyFunction_Vectorcall
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]     [k] pte_pfn
     0.00%  python3.10  python3.10            [.] 0x000000000015b564
     0.00%  python3.10  python3.10            [.] 0x000000000017f860
     0.00%  python3.10  [kernel.kallsyms]     [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]     [k] kfree
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_init_event
     0.00%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  python3.10  [kernel.kallsyms]     [k] security_perf_event_alloc
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0986
     0.00%  python3.10  python3.10            [.] PyObject_Format
     0.00%  python3.10  python3.10            [.] _PyArg_ParseTupleAndKeywords_SizeT
     0.00%  python3.10  python3.10            [.] 0x000000000006f4a0
     0.00%  python3.10  python3.10            [.] 0x0000000000121635
     0.00%  python3.10  python3.10            [.] 0x0000000000121667
     0.00%  python3.10  python3.10            [.] 0x000000000015c5fe
     0.00%  python3.10  python3.10            [.] 0x000000000015effa
     0.00%  python3.10  python3.10            [.] 0x00000000001740af
     0.00%  python3.10  python3.10            [.] 0x0000000000188de4
     0.00%  python3.10  python3.10            [.] 0x0000000000188dfe
     0.00%  python3.10  python3.10            [.] 0x0000000000188ec7
     0.00%  python3.10  python3.10            [.] 0x0000000000206c7a
     0.00%  python3.10  python3.10            [.] 0x000000000020bec2
     0.00%  python3.10  python3.10            [.] 0x0000000000277529
     0.00%  python3.10  python3.10            [.] 0x000000000015c612
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.00%  python3.10  python3.10            [.] 0x0000000000121e75
     0.00%  python3.10  python3.10            [.] 0x000000000012284c
     0.00%  python3.10  python3.10            [.] 0x0000000000127f54
     0.00%  python3.10  python3.10            [.] 0x0000000000151d80
     0.00%  python3.10  python3.10            [.] 0x000000000017957b
     0.00%  python3.10  python3.10            [.] 0x00000000001795c3
     0.00%  python3.10  python3.10            [.] 0x0000000000179613
     0.00%  python3.10  python3.10            [.] 0x0000000000179622
     0.00%  python3.10  python3.10            [.] 0x0000000000188d90
     0.00%  python3.10  python3.10            [.] 0x0000000000188d97
     0.00%  python3.10  python3.10            [.] 0x0000000000188e69
     0.00%  python3.10  python3.10            [.] 0x000000000018c091
     0.00%  python3.10  python3.10            [.] 0x000000000018d060
     0.00%  python3.10  python3.10            [.] 0x00000000001d4939
     0.00%  python3.10  python3.10            [.] 0x0000000000206bc8
     0.00%  python3.10  python3.10            [.] 0x00000000002a0180
     0.00%  python3.10  python3.10            [.] 0x00000000001b0607
     0.00%  python3.10  [kernel.kallsyms]     [k] __do_sys_clone3
     0.00%  python3.10  python3.10            [.] 0x0000000000280a69
     0.00%  python3.10  python3.10            [.] 0x000000000020698c
     0.00%  python3.10  python3.10            [.] PyDict_GetItemWithError
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.00%  python3.10  python3.10            [.] 0x000000000018928c
     0.00%  python3.10  python3.10            [.] 0x000000000018c03d
     0.00%  python3.10  python3.10            [.] 0x000000000018d121
     0.00%  python3.10  python3.10            [.] 0x00000000002d9ee5
     0.00%  python3.10  libcrypto.so.3        [.] 0x0000000000303a80
     0.00%  python3.10  [kernel.kallsyms]     [k] asm_exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]     [k] dequeue_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%  python3.10  python3.10            [.] 0x000000000012162c
     0.00%  python3.10  python3.10            [.] PyBuffer_Release
     0.00%  python3.10  python3.10            [.] 0x000000000028cc46
     0.00%  python3.10  libc.so.6             [.] re_compile_internal
     0.00%  python3.10  python3.10            [.] 0x0000000000156650
     0.00%  python3.10  python3.10            [.] 0x000000000015b506
     0.00%  python3.10  python3.10            [.] _PyTime_AsTimevalTime_t
     0.00%  python3.10  python3.10            [.] 0x000000000029500c
     0.00%  python3.10  [kernel.kallsyms]     [k] schedule_hrtimeout_range
     0.00%  python3.10  python3.10            [.] PyObject_Malloc
     0.00%  python3.10  python3.10            [.] PyType_GenericAlloc
     0.00%  python3.10  python3.10            [.] 0x0000000000121638
     0.00%  python3.10  python3.10            [.] 0x0000000000121749
     0.00%  python3.10  python3.10            [.] 0x0000000000137ab1
     0.00%  python3.10  python3.10            [.] 0x0000000000137b7b
     0.00%  python3.10  python3.10            [.] 0x00000000001435c2
     0.00%  python3.10  python3.10            [.] 0x0000000000070990
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_try_init_event
     0.00%  python3.10  python3.10            [.] 0x000000000015efb8
     0.00%  python3.10  python3.10            [.] 0x0000000000294986
     0.00%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_map_versions
     0.00%  python3.10  python3.10            [.] 0x00000000001339ac
     0.00%  python3.10  python3.10            [.] 0x00000000001665c3
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.00%  python3.10  python3.10            [.] PyObject_IsTrue
     0.00%  python3.10  python3.10            [.] PyUnicode_New
     0.00%  :1587595    python3.10            [.] 0x0000000000151dd3
     0.00%  :1587595    [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_user_generic_unrolled
     0.00%  python3.10  [kernel.kallsyms]     [k] timespec64_add_safe
     0.00%  :1587595    [kernel.kallsyms]     [k] memset_erms
     0.00%  python3.10  python3.10            [.] 0x000000000012a001
     0.00%  python3.10  [kernel.kallsyms]     [k] pmd_val
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  python3.10  python3.10            [.] 0x0000000000167da4
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  :1587595    [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10            [.] 0x000000000011b469


# Samples: 172K of event 'instructions'
# Event count (approx.): 135913619453
#
# Overhead  Command     Shared Object      Symbol                                    
# ........  ..........  .................  ..........................................
#
    53.49%  :1587595    python3.10         [.] _PyEval_EvalFrameDefault
     8.43%  :1587595    python3.10         [.] 0x000000000012161a
     7.38%  :1587595    python3.10         [.] PyObject_RichCompare
     2.51%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     1.78%  :1587595    python3.10         [.] 0x0000000000121676
     1.64%  :1587595    python3.10         [.] 0x0000000000179c52
     1.06%  :1587595    python3.10         [.] 0x0000000000121679
     1.01%  :1587595    python3.10         [.] 0x0000000000121737
     0.99%  :1587595    python3.10         [.] 0x0000000000121730
     0.96%  :1587595    python3.10         [.] 0x000000000015b537
     0.92%  :1587595    python3.10         [.] 0x0000000000121590
     0.91%  :1587595    python3.10         [.] 0x0000000000121613
     0.86%  :1587595    python3.10         [.] 0x000000000012160b
     0.85%  :1587595    python3.10         [.] 0x000000000015b541
     0.85%  :1587595    python3.10         [.] 0x0000000000121623
     0.71%  :1587595    python3.10         [.] 0x0000000000121635
     0.61%  :1587595    python3.10         [.] 0x000000000015b53b
     0.58%  :1587595    python3.10         [.] 0x000000000012167d
     0.56%  :1587595    python3.10         [.] 0x0000000000121667
     0.51%  :1587595    python3.10         [.] 0x0000000000121605
     0.50%  :1587595    python3.10         [.] 0x0000000000121616
     0.46%  :1587595    python3.10         [.] 0x00000000001215f2
     0.45%  :1587595    python3.10         [.] 0x0000000000121734
     0.43%  :1587595    python3.10         [.] 0x000000000012159b
     0.37%  :1587595    python3.10         [.] 0x00000000001215a3
     0.37%  :1587595    python3.10         [.] 0x00000000001215c4
     0.37%  :1587595    python3.10         [.] 0x00000000001215f7
     0.36%  :1587595    python3.10         [.] 0x0000000000121660
     0.36%  :1587595    python3.10         [.] 0x000000000015b546
     0.36%  :1587595    python3.10         [.] 0x000000000015b568
     0.34%  :1587595    python3.10         [.] 0x0000000000121596
     0.34%  :1587595    python3.10         [.] 0x000000000012160f
     0.34%  :1587595    python3.10         [.] 0x000000000012167b
     0.32%  :1587595    python3.10         [.] 0x000000000015b56e
     0.32%  :1587595    python3.10         [.] 0x0000000000179c5a
     0.29%  :1587595    python3.10         [.] 0x00000000001215ab
     0.28%  :1587595    python3.10         [.] 0x00000000001215e9
     0.26%  :1587595    python3.10         [.] 0x000000000015b506
     0.25%  :1587595    python3.10         [.] 0x0000000000121638
     0.25%  :1587595    python3.10         [.] 0x0000000000121628
     0.24%  :1587595    python3.10         [.] 0x0000000000121600
     0.23%  :1587595    python3.10         [.] 0x0000000000179c4e
     0.23%  :1587595    python3.10         [.] 0x000000000015b520
     0.22%  :1587595    python3.10         [.] 0x00000000001215a7
     0.22%  :1587595    python3.10         [.] 0x000000000015b50e
     0.22%  :1587595    python3.10         [.] 0x00000000001215dc
     0.20%  :1587595    python3.10         [.] 0x0000000000121653
     0.20%  :1587595    python3.10         [.] 0x0000000000121677
     0.19%  :1587595    python3.10         [.] 0x000000000012159d
     0.17%  :1587595    python3.10         [.] 0x00000000001215bc
     0.14%  :1587595    python3.10         [.] 0x0000000000121675
     0.14%  :1587595    python3.10         [.] 0x00000000001215cb
     0.14%  :1587595    python3.10         [.] 0x000000000012167f
     0.13%  :1587595    python3.10         [.] 0x0000000000121594
     0.13%  :1587595    python3.10         [.] 0x00000000001215a2
     0.11%  :1587595    python3.10         [.] 0x00000000001215e5
     0.10%  python3.10  python3.10         [.] 0x000000000012161a
     0.10%  :1587595    python3.10         [.] 0x0000000000179c42
     0.10%  :1587595    python3.10         [.] 0x0000000000179bee
     0.09%  :1587595    python3.10         [.] 0x000000000015b554
     0.09%  :1587595    python3.10         [.] 0x0000000000179be0
     0.09%  :1587595    python3.10         [.] 0x00000000001215a6
     0.07%  :1587595    python3.10         [.] 0x000000000012175a
     0.07%  :1587595    python3.10         [.] 0x0000000000173d50
     0.07%  :1587595    python3.10         [.] 0x00000000001215ed
     0.07%  :1587595    python3.10         [.] 0x0000000000179be6
     0.06%  :1587595    python3.10         [.] 0x00000000001215e2
     0.06%  :1587595    python3.10         [.] 0x0000000000179c02
     0.06%  :1587595    python3.10         [.] 0x00000000001215b2
     0.06%  :1587595    python3.10         [.] 0x000000000015b557
     0.06%  :1587595    python3.10         [.] 0x000000000015b55b
     0.06%  :1587595    python3.10         [.] 0x000000000015b500
     0.06%  :1587595    python3.10         [.] 0x0000000000179c15
     0.06%  python3.10  python3.10         [.] 0x0000000000121676
     0.06%  :1587595    python3.10         [.] 0x000000000015b562
     0.06%  :1587595    python3.10         [.] 0x000000000012174d
     0.06%  :1587595    python3.10         [.] 0x00000000001215a0
     0.06%  :1587595    python3.10         [.] 0x0000000000121751
     0.06%  :1587595    python3.10         [.] 0x0000000000121757
     0.05%  :1587595    python3.10         [.] 0x0000000000179c3b
     0.05%  :1587595    python3.10         [.] 0x000000000012166e
     0.05%  :1587595    python3.10         [.] 0x000000000015b54f
     0.05%  :1587595    python3.10         [.] 0x000000000015b50a
     0.05%  :1587595    python3.10         [.] 0x00000000001215c8
     0.05%  :1587595    python3.10         [.] 0x0000000000121740
     0.04%  :1587595    python3.10         [.] 0x000000000015b512
     0.04%  python3.10  python3.10         [.] 0x0000000000121679
     0.04%  :1587595    python3.10         [.] 0x0000000000179c2e
     0.04%  :1587595    python3.10         [.] 0x0000000000179be8
     0.04%  :1587595    python3.10         [.] 0x000000000015b50b
     0.04%  :1587595    python3.10         [.] 0x0000000000121749
     0.04%  :1587595    python3.10         [.] 0x0000000000179c46
     0.04%  python3.10  python3.10         [.] 0x00000000001215f2
     0.04%  :1587595    python3.10         [.] 0x0000000000179c0e
