# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 153K of event 'cycles'
# Event count (approx.): 81893266464
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.00%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.00%  python3.10  python3.10                                [.] 0x000000000016a3cb
     0.00%  python3.10  python3.10                                [.] 0x0000000000174fb0
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cc0
     0.00%  python3.10  python3.10                                [.] 0x0000000000206a26
     0.00%  python3.10  python3.10                                [.] 0x0000000000206a55
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e17
     0.00%  python3.10  python3.10                                [.] 0x000000000015f00e
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10                                [.] 0x0000000000188f0c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d17a
     0.00%  python3.10  python3.10                                [.] 0x0000000000122901
     0.00%  python3.10  libc.so.6                                 [.] send_vc
     0.00%  python3.10  python3.10                                [.] PyObject_Hash
     0.00%  python3.10  [kernel.kallsyms]                         [k] scheduler_tick
     0.00%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2d4
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0970
     0.00%  python3.10  [kernel.kallsyms]                         [k] x2apic_send_IPI
     0.00%  python3.10  python3.10                                [.] 0x000000000017f971
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0951
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_copy
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003073bb
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074ba
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030789c
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307da6
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003082a8
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10                                [.] 0x000000000017957f
     0.00%  python3.10  python3.10                                [.] 0x0000000000206953
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d62
     0.00%  python3.10  python3.10                                [.] 0x000000000015efdc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003083a7
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_mem_cgroup_from_mm
     0.00%  python3.10  python3.10                                [.] 0x0000000000152321
     0.00%  python3.10  python3.10                                [.] 0x000000000017a880
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ae7
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d40
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_event_rcu
     0.00%  python3.10  python3.10                                [.] 0x0000000000163024
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_task_struct
     0.00%  python3.10  [kernel.kallsyms]                         [k] __unqueue_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] aa_label_sk_perm.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_local_deliver
     0.00%  python3.10  python3.10                                [.] PyEval_RestoreThread
     0.00%  python3.10  [kernel.kallsyms]                         [k] __tcp_transmit_skb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d51f
     0.00%  python3.10  [kernel.kallsyms]                         [k] down_read
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307666
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003079f1
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003080c0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308126
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10                                [.] 0x000000000015d667
     0.00%  python3.10  python3.10                                [.] 0x0000000000293ef1
     0.00%  python3.10  python3.10                                [.] 0x0000000000294250
     0.00%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6073
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pid
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307686
     0.00%  python3.10  python3.10                                [.] PyMem_Realloc
     0.00%  python3.10  python3.10                                [.] 0x000000000018d237
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_sched_timer
     0.00%  python3.10  python3.10                                [.] PyThread_allocate_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg_locked
     0.00%  python3.10  [kernel.kallsyms]                         [k] __local_bh_enable_ip
     0.00%  python3.10  libc.so.6                                 [.] fputws
     0.00%  python3.10  [kernel.kallsyms]                         [k] _copy_from_user
     0.00%  python3.10  python3.10                                [.] 0x0000000000162fe7
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_bpf_run_filter_skb
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_hrtimer
     0.00%  python3.10  [kernel.kallsyms]                         [k] nf_hook_slow
     0.00%  python3.10  libc.so.6                                 [.] __wcscoll_l
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c18
     0.00%  python3.10  libc.so.6                                 [.] realloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __ip_finish_output
     0.00%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.00%  python3.10  python3.10                                [.] 0x0000000000243819
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_to_backlog
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_entity
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_setcancelstate
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_thermal
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sys_sendto
     0.00%  python3.10  libc.so.6                                 [.] fputws_unlocked
     0.00%  python3.10  python3.10                                [.] 0x0000000000151eca
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_event_data_recv
     0.00%  python3.10  python3.10                                [.] 0x000000000012d088
     0.00%  python3.10  [kernel.kallsyms]                         [k] kfence_ksize
     0.00%  python3.10  [kernel.kallsyms]                         [k] __napi_poll
     0.00%  python3.10  [kernel.kallsyms]                         [k] sock_def_readable
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_dl_rq_load_avg
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_grab_compound_head
     0.00%  python3.10  python3.10                                [.] 0x00000000002395dd
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307d0e
     0.00%  python3.10  python3.10                                [.] 0x0000000000152264
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030826c
     0.00%  python3.10  [kernel.kallsyms]                         [k] nohz_balance_exit_idle
     0.00%  python3.10  [kernel.kallsyms]                         [k] __run_timers.part.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d9c
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1100
     0.00%  python3.10  python3.10                                [.] 0x000000000015e119
     0.00%  python3.10  libc.so.6                                 [.] _nss_files_getrpcbyname_r
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_active
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_task_cpu
     0.00%  python3.10  [kernel.kallsyms]                         [k] flush_smp_call_function_queue
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_thermal_enabled
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_sock_rcv_skb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d964
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  libc.so.6                                 [.] pthread_rwlock_timedwrlock@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core_si
     0.00%  python3.10  python3.10                                [.] 0x00000000001514ec
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] xmit_one.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000012287d
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d5a
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_lock_task_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] bpf_skops_write_hdr_opt.isra.0
     0.00%  python3.10  python3.10                                [.] _PyThreadState_Swap
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_sysvec_call_function_single
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_local_save_flags
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_rcv
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  python3.10                                [.] 0x000000000016b9b1
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308264
     0.00%  python3.10  python3.10                                [.] 0x00000000002a018a
     0.00%  python3.10  [kernel.kallsyms]                         [k] __raise_softirq_irqoff
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x00000000000076d0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __netif_receive_skb_core.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ab0
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_prepare
     0.00%  python3.10  python3.10                                [.] 0x00000000001d944a
     0.00%  python3.10  python3.10                                [.] PyNumber_AsSsize_t
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d37
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d580
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_skb_dst_mtu
     0.00%  python3.10  python3.10                                [.] _PyDict_DelItem_KnownHash
     0.00%  python3.10  python3.10                                [.] 0x0000000000188df0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d155
     0.00%  python3.10  [kernel.kallsyms]                         [k] obj_cgroup_uncharge_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] zap_page_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_rtt_estimator
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10                                [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  [kernel.kallsyms]                         [k] inc_rlimit_ucounts
     0.00%  python3.10  python3.10                                [.] _Py_NewReference
     0.00%  python3.10  python3.10                                [.] 0x000000000015efb5
     0.00%  python3.10  python3.10                                [.] 0x0000000000179541
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4ad
     0.00%  python3.10  python3.10                                [.] 0x0000000000277556
     0.00%  python3.10  python3.10                                [.] 0x0000000000294275
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000006ecb
     0.00%  python3.10  python3.10                                [.] 0x000000000006fb90
     0.00%  python3.10  python3.10                                [.] 0x0000000000121ee0
     0.00%  python3.10  python3.10                                [.] 0x000000000012b374
     0.00%  python3.10  python3.10                                [.] 0x000000000015efa1
     0.00%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.00%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.00%  python3.10  python3.10                                [.] 0x00000000002cecd2
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_init
     0.00%  python3.10  [kernel.kallsyms]                         [k] attach_entity_load_avg
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_signal
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_process
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000028374
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d30f
     0.00%  python3.10  python3.10                                [.] 0x0000000000122601
     0.00%  python3.10  python3.10                                [.] 0x00000000001228c3
     0.00%  python3.10  python3.10                                [.] 0x000000000015c32c
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ab6
     0.00%  python3.10  python3.10                                [.] 0x0000000000179557
     0.00%  python3.10  python3.10                                [.] 0x0000000000206941
     0.00%  python3.10  [kernel.kallsyms]                         [k] __handle_mm_fault
     0.00%  python3.10  python3.10                                [.] 0x000000000016a3f4
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_cgroup_fork
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b05
     0.00%  python3.10  python3.10                                [.] 0x000000000015232f
     0.00%  python3.10  [kernel.kallsyms]                         [k] arch_local_irq_enable
     0.00%  python3.10  python3.10                                [.] PyUnicode_New
     0.00%  python3.10  python3.10                                [.] 0x00000000002948be
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_ready_cbs
     0.00%  python3.10  python3.10                                [.] 0x0000000000122870
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_move_task
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x000000000012292b
     0.00%  python3.10  python3.10                                [.] 0x00000000001598c0
     0.00%  python3.10  python3.10                                [.] 0x00000000001630f2
     0.00%  python3.10  python3.10                                [.] 0x00000000001641c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000169fe8
     0.00%  python3.10  python3.10                                [.] 0x0000000000174098
     0.00%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_zone_page_state
     0.00%  python3.10  python3.10                                [.] 0x0000000000179c5c
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_output
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_DigestFinal
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017e309
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307a93
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307fe3
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d86
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e0c
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e2e
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4955
     0.00%  python3.10  python3.10                                [.] 0x000000000020682b
     0.00%  python3.10  python3.10                                [.] 0x000000000028b824
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a77
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_pcppages_bulk
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_DigestFinal_ex
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030717c
     0.00%  python3.10  python3.10                                [.] 0x00000000001338bc
     0.00%  python3.10  python3.10                                [.] 0x000000000015b56c
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e2e
     0.00%  python3.10  python3.10                                [.] 0x000000000017958e
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000016a2ae
     0.00%  python3.10  [kernel.kallsyms]                         [k] sock_sendmsg
     0.00%  python3.10  python3.10                                [.] PyModule_GetState
     0.00%  python3.10  python3.10                                [.] 0x000000000015fff9
     0.00%  python3.10  python3.10                                [.] 0x000000000012d0fc
     0.00%  python3.10  python3.10                                [.] 0x000000000012d6e3
     0.00%  python3.10  python3.10                                [.] 0x000000000012d113
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10                                [.] 0x000000000015db8e
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_sched_clock_irq
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd84
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_schedule_loss_probe
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab59
     0.00%  python3.10  libc.so.6                                 [.] _nss_dns_gethostbyaddr2_r
     0.00%  python3.10  python3.10                                [.] 0x000000000012162c
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_madvise.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_validate_incoming
     0.00%  python3.10  python3.10                                [.] 0x00000000001f603b
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpu__drop
     0.00%  python3.10  python3.10                                [.] 0x000000000018d761
     0.00%  python3.10  [kernel.kallsyms]                         [k] activate_task
     0.00%  python3.10  python3.10                                [.] 0x000000000012d000
     0.00%  python3.10  python3.10                                [.] 0x000000000012cff3
     0.00%  python3.10  python3.10                                [.] 0x0000000000280a60
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_wp_page
     0.00%  python3.10  python3.10                                [.] 0x00000000002395cc
     0.00%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.00%  python3.10  python3.10                                [.] 0x000000000015b210
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09d7
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_sendto
     0.00%  python3.10  python3.10                                [.] 0x00000000001508c4
     0.00%  python3.10  [kernel.kallsyms]                         [k] __radix_tree_preload
     0.00%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.00%  python3.10  python3.10                                [.] 0x0000000000206753
     0.00%  python3.10  python3.10                                [.] 0x000000000020690a
     0.00%  python3.10  [kernel.kallsyms]                         [k] note_gp_changes
     0.00%  python3.10  python3.10                                [.] 0x0000000000206757
     0.00%  python3.10  [kernel.kallsyms]                         [k] __next_timer_interrupt
     0.00%  python3.10  python3.10                                [.] 0x0000000000294940
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_u32
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_map_versions
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f50
     0.00%  python3.10  python3.10                                [.] 0x000000000012e0f2
     0.00%  python3.10  python3.10                                [.] 0x0000000000137c02
     0.00%  python3.10  python3.10                                [.] 0x00000000001388f5
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e8
     0.00%  python3.10  python3.10                                [.] 0x0000000000152327
     0.00%  python3.10  python3.10                                [.] 0x00000000001771ec
     0.00%  python3.10  python3.10                                [.] 0x0000000000179d0a
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3d5
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d4e
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e9f
     0.00%  python3.10  python3.10                                [.] 0x0000000000188eea
     0.00%  python3.10  python3.10                                [.] 0x000000000018928c
     0.00%  python3.10  python3.10                                [.] 0x000000000018947b
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  python3.10                                [.] 0x000000000018d08e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d596
     0.00%  python3.10  python3.10                                [.] 0x000000000018d757
     0.00%  python3.10  python3.10                                [.] 0x000000000020690c
     0.00%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf48
     0.00%  python3.10  python3.10                                [.] 0x000000000024382f
     0.00%  python3.10  python3.10                                [.] 0x0000000000294720
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfed2
     0.00%  python3.10  python3.10                                [.] PyMem_Malloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_v4_inbound_md5_hash
     0.00%  python3.10  python3.10                                [.] 0x000000000018d589
     0.00%  python3.10  [kernel.kallsyms]                         [k] dup_task_struct
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_idx_default
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ce8
     0.00%  python3.10  python3.10                                [.] 0x0000000000133922
     0.00%  python3.10  python3.10                                [.] 0x00000000001523bc
     0.00%  python3.10  python3.10                                [.] 0x0000000000164410
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf48
     0.00%  python3.10  python3.10                                [.] 0x000000000018d96b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x00000000001ce635
     0.00%  python3.10  python3.10                                [.] 0x00000000002d04a6
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf70
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_group_capacity
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_header__init_id
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_post_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] css_set_move_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_obj_cgroup_from_current
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_page_from_freelist
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmem_cache_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] uprobe_copy_process
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a8a
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003070b2
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307757
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307910
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030819b
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003082a2
     0.00%  python3.10  python3.10                                [.] PyObject_GetItem
     0.00%  python3.10  python3.10                                [.] PyUnicode_RichCompare
     0.00%  python3.10  python3.10                                [.] _PyErr_NormalizeException
     0.00%  python3.10  python3.10                                [.] 0x000000000011b464
     0.00%  python3.10  python3.10                                [.] 0x0000000000121e90
     0.00%  python3.10  python3.10                                [.] 0x000000000012d0c5
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ad2
     0.00%  python3.10  python3.10                                [.] 0x000000000014345e
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b0
     0.00%  python3.10  python3.10                                [.] 0x000000000015efc7
     0.00%  python3.10  python3.10                                [.] 0x000000000015fa8c
     0.00%  python3.10  python3.10                                [.] 0x000000000016308f
     0.00%  python3.10  python3.10                                [.] 0x0000000000163fff
     0.00%  python3.10  python3.10                                [.] 0x0000000000179592
     0.00%  python3.10  python3.10                                [.] 0x000000000017c403
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d00
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d03
     0.00%  python3.10  python3.10                                [.] 0x0000000000189853
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0eb
     0.00%  python3.10  python3.10                                [.] 0x000000000018d2be
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4929
     0.00%  python3.10  python3.10                                [.] 0x000000000020b0a0
     0.00%  python3.10  python3.10                                [.] 0x0000000000277448
     0.00%  python3.10  python3.10                                [.] 0x00000000002970c0
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfee1
     0.00%  python3.10  python3.10                                [.] 0x0000000000163100
     0.00%  python3.10  python3.10                                [.] 0x00000000002942bc
     0.00%  python3.10  [kernel.kallsyms]                         [k] restore_regs_and_return_to_kernel
     0.00%  python3.10  libc.so.6                                 [.] __res_context_send
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_busiest_group
     0.00%  python3.10  [kernel.kallsyms]                         [k] dev_hard_start_xmit
     0.00%  python3.10  python3.10                                [.] 0x000000000011e943
     0.00%  python3.10  python3.10                                [.] 0x0000000000151dbc
     0.00%  python3.10  python3.10                                [.] 0x000000000006efb0
     0.00%  python3.10  python3.10                                [.] 0x00000000002f819c
     0.00%  python3.10  [kernel.kallsyms]                         [k] sk_reset_timer
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93ca
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003075c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000150896
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f94
     0.00%  python3.10  python3.10                                [.] 0x0000000000141e63
     0.00%  python3.10  python3.10                                [.] 0x0000000000167dfa
     0.00%  python3.10  python3.10                                [.] 0x000000000017bfb6
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  [kernel.kallsyms]                         [k] __check_object_size.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] fput_many
     0.00%  python3.10  python3.10                                [.] 0x000000000027759e
     0.00%  python3.10  python3.10                                [.] PyList_New
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a123b
     0.00%  python3.10  python3.10                                [.] 0x000000000018d730
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_softirq
     0.00%  python3.10  python3.10                                [.] 0x000000000015161c
     0.00%  python3.10  [kernel.kallsyms]                         [k] xfd_validate_state
     0.00%  python3.10  python3.10                                [.] 0x000000000015d7b3
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_huge
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ba9
     0.00%  python3.10  [vdso]                                    [.] 0x0000000000000872
     0.00%  python3.10  python3.10                                [.] 0x00000000001353be
     0.00%  python3.10  [kernel.kallsyms]                         [k] ip_local_out
     0.00%  python3.10  [kernel.kallsyms]                         [k] __skb_datagram_iter
     0.00%  python3.10  [kernel.kallsyms]                         [k] cubictcp_cong_avoid
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_recvmsg
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ebc
     0.00%  python3.10  python3.10                                [.] 0x000000000015d8f3
     0.00%  python3.10  python3.10                                [.] 0x000000000016a2b0
     0.00%  python3.10  python3.10                                [.] 0x0000000000151f42
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_clean_rtx_queue.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] release_sock
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_disable_all
     0.00%  python3.10  [kernel.kallsyms]                         [k] aa_label_next_confined
     0.00%  python3.10  python3.10                                [.] 0x000000000017c386
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_pfn
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f31
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000028670
     0.00%  python3.10  python3.10                                [.] 0x000000000028e084
     0.00%  python3.10  python3.10                                [.] 0x0000000000164480
     0.00%  python3.10  python3.10                                [.] 0x000000000018d060
