# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 4555433993
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.36%  python3.10  python3.10         [.] 0x0000000000121679
     0.30%  :2415637    python3.10         [.] _PyEval_EvalFrameDefault
     0.28%  :2415482    python3.10         [.] _PyEval_EvalFrameDefault
     0.28%  :2415776    python3.10         [.] _PyEval_EvalFrameDefault
     0.27%  :2415538    python3.10         [.] _PyEval_EvalFrameDefault
     0.27%  python3.10  python3.10         [.] 0x00000000001215cb
     0.27%  python3.10  python3.10         [.] 0x000000000012159b
     0.26%  python3.10  python3.10         [.] 0x000000000012167d
     0.25%  python3.10  python3.10         [.] 0x00000000001215a3
     0.21%  python3.10  python3.10         [.] 0x00000000001215dc
     0.19%  python3.10  python3.10         [.] 0x00000000001215e5
     0.19%  python3.10  python3.10         [.] 0x00000000001215e9
     0.16%  python3.10  python3.10         [.] 0x00000000001215ab
     0.15%  python3.10  python3.10         [.] 0x000000000012159d
     0.15%  :2415405    python3.10         [.] 0x000000000012161a
     0.13%  python3.10  python3.10         [.] 0x00000000001215a7
     0.12%  python3.10  python3.10         [.] 0x00000000001215a2
     0.12%  python3.10  python3.10         [.] 0x000000000012167b
     0.11%  python3.10  python3.10         [.] 0x0000000000121594
     0.11%  :2415526    python3.10         [.] 0x0000000000121613
     0.10%  python3.10  python3.10         [.] 0x00000000001215d8
     0.10%  :2415726    python3.10         [.] _PyEval_EvalFrameDefault
     0.10%  python3.10  python3.10         [.] 0x00000000001215e2
     0.09%  python3.10  python3.10         [.] 0x000000000012167f
     0.09%  python3.10  python3.10         [.] 0x0000000000121600
     0.09%  :2415845    python3.10         [.] 0x000000000012161a
     0.09%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.08%  python3.10  python3.10         [.] 0x00000000001215c0
     0.08%  :2415526    python3.10         [.] 0x0000000000121623
     0.07%  :2415429    python3.10         [.] 0x0000000000121605
     0.07%  :2415429    python3.10         [.] 0x0000000000121676
     0.07%  :2415845    python3.10         [.] 0x0000000000121590
     0.07%  :2415429    python3.10         [.] 0x000000000012161a
     0.07%  :2415451    python3.10         [.] 0x0000000000121676
     0.06%  :2415661    python3.10         [.] 0x000000000012161a
     0.06%  python3.10  python3.10         [.] 0x00000000001215bc
     0.05%  python3.10  python3.10         [.] 0x0000000000121677
     0.05%  :2415526    python3.10         [.] 0x0000000000121605
     0.05%  :2415661    python3.10         [.] 0x0000000000121613
     0.05%  :2415451    python3.10         [.] 0x000000000012161a
     0.05%  :2415603    python3.10         [.] 0x000000000012160b
     0.05%  :2415637    python3.10         [.] 0x000000000012161a
     0.05%  :2415538    python3.10         [.] 0x0000000000121635
     0.05%  :2415526    python3.10         [.] 0x00000000001215f7
     0.05%  :2415845    python3.10         [.] 0x000000000012160b
     0.05%  :2415526    python3.10         [.] 0x00000000001215a7
     0.05%  :2415526    python3.10         [.] 0x0000000000121590
     0.05%  :2415393    python3.10         [.] 0x000000000012161a
     0.04%  python3.10  python3.10         [.] 0x0000000000121599
     0.04%  :2415776    python3.10         [.] 0x000000000012161a
     0.04%  :2415526    python3.10         [.] 0x0000000000121616
     0.04%  :2415526    python3.10         [.] 0x0000000000121676
     0.03%  :2415526    python3.10         [.] 0x0000000000121596
     0.03%  :2415526    python3.10         [.] 0x00000000001215dc
     0.03%  :2415451    python3.10         [.] 0x000000000012167d
     0.03%  :2415538    python3.10         [.] 0x00000000001215f7
     0.03%  :2415661    python3.10         [.] 0x00000000001215e5
     0.03%  :2415538    python3.10         [.] 0x000000000012161a
     0.03%  :2415603    python3.10         [.] 0x000000000012161a
     0.03%  python3.10  python3.10         [.] 0x00000000001215a0
     0.03%  python3.10  python3.10         [.] 0x00000000001215a6
     0.03%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.03%  :2415556    python3.10         [.] 0x000000000012161a
     0.03%  :2415603    python3.10         [.] 0x000000000012160f
     0.03%  :2415603    python3.10         [.] 0x0000000000121613
     0.03%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.03%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  :2415637    python3.10         [.] 0x0000000000121623
     0.02%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.02%  :2415393    python3.10         [.] 0x0000000000121638
     0.02%  :2415661    python3.10         [.] 0x0000000000121590
     0.02%  python3.10  python3.10         [.] 0x000000000012166e
     0.02%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.02%  :2415482    python3.10         [.] 0x000000000012160b
     0.02%  :2415482    python3.10         [.] 0x0000000000121737
     0.02%  python3.10  [kernel.kallsyms]  [k] perf_swevent_add
     0.02%  :2415556    python3.10         [.] 0x0000000000121590
     0.02%  :2415526    python3.10         [.] 0x0000000000121638
     0.02%  :2415393    python3.10         [.] 0x0000000000121737
     0.02%  :2415661    python3.10         [.] 0x00000000001215dc
     0.02%  :2415393    python3.10         [.] 0x0000000000121628
     0.02%  :2415526    python3.10         [.] 0x0000000000121628
     0.02%  :2415526    python3.10         [.] 0x0000000000121635
     0.02%  :2415661    python3.10         [.] 0x000000000012160b
     0.02%  :2415429    python3.10         [.] 0x000000000012160b
     0.02%  :2415405    python3.10         [.] 0x0000000000188dd7
     0.02%  :2415526    python3.10         [.] 0x00000000001215c4
     0.02%  python3.10  python3.10         [.] 0x0000000000121734
     0.02%  :2415603    python3.10         [.] 0x0000000000121623
     0.02%  :2415526    python3.10         [.] 0x000000000012160f
     0.02%  :2415603    python3.10         [.] 0x000000000012167f
     0.02%  :2415451    python3.10         [.] 0x00000000001215a3
     0.02%  :2415845    python3.10         [.] 0x0000000000121628
     0.02%  :2415845    python3.10         [.] 0x0000000000121613
     0.02%  :2415451    python3.10         [.] 0x0000000000121737
     0.02%  :2415393    python3.10         [.] 0x000000000012160b
     0.02%  :2415526    python3.10         [.] 0x00000000001215e9
     0.02%  :2415776    python3.10         [.] 0x00000000001215e9
     0.02%  :2415845    python3.10         [.] 0x00000000001215a7
     0.02%  :2415538    python3.10         [.] 0x00000000001215c4
     0.02%  :2415538    [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.02%  :2415526    [kernel.kallsyms]  [k] update_load_avg
     0.02%  :2415451    python3.10         [.] 0x00000000001215dc
     0.02%  :2415429    python3.10         [.] 0x000000000012160f
     0.02%  :2415845    python3.10         [.] 0x00000000001215f7
     0.02%  :2415661    python3.10         [.] 0x0000000000121679
     0.02%  :2415405    python3.10         [.] 0x00000000001215a2
     0.02%  :2415776    python3.10         [.] 0x00000000001215c4
     0.02%  :2415526    python3.10         [.] 0x000000000012167d
     0.02%  :2415776    python3.10         [.] 0x00000000001215cb
     0.02%  :2415451    python3.10         [.] 0x00000000001215c4
     0.02%  :2415405    python3.10         [.] 0x000000000012159b
     0.02%  :2415845    python3.10         [.] 0x0000000000121730
     0.02%  :2415482    python3.10         [.] 0x0000000000121590
     0.02%  :2415526    python3.10         [.] 0x0000000000121679
     0.02%  :2415538    python3.10         [.] 0x000000000012160b
     0.02%  :2415661    python3.10         [.] 0x0000000000121737
     0.02%  :2415603    python3.10         [.] 0x00000000001215a7
     0.02%  :2415776    python3.10         [.] 0x0000000000121737
     0.02%  :2415661    python3.10         [.] 0x0000000000121676
     0.02%  :2415405    python3.10         [.] 0x0000000000121590
     0.02%  :2415538    python3.10         [.] 0x0000000000121676
     0.02%  :2415429    python3.10         [.] 0x0000000000121679
     0.02%  :2415603    python3.10         [.] 0x00000000001215cb
     0.02%  :2415661    python3.10         [.] 0x0000000000121628
     0.02%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.02%  :2415405    python3.10         [.] 0x0000000000121730
     0.02%  :2415451    python3.10         [.] 0x0000000000121616
     0.02%  :2415776    python3.10         [.] 0x0000000000121635
     0.02%  :2415429    python3.10         [.] 0x00000000001215cb
     0.02%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.02%  :2415637    python3.10         [.] 0x0000000000121605
     0.02%  :2415405    python3.10         [.] 0x0000000000121635
     0.02%  :2415538    python3.10         [.] 0x0000000000121605
     0.02%  :2415429    python3.10         [.] 0x000000000012167b
     0.02%  :2415637    python3.10         [.] 0x0000000000121613
     0.02%  :2415538    python3.10         [.] 0x0000000000121590
     0.02%  :2415637    python3.10         [.] 0x0000000000121737
     0.02%  :2415405    python3.10         [.] 0x00000000001215f2
     0.02%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.02%  :2415405    python3.10         [.] 0x0000000000121613
     0.02%  :2415538    python3.10         [.] 0x00000000001215f2
     0.02%  :2415776    python3.10         [.] 0x0000000000121623
     0.02%  :2415637    python3.10         [.] 0x0000000000121616
     0.02%  :2415637    python3.10         [.] 0x0000000000121628
     0.02%  python3.10  python3.10         [.] 0x00000000001215df
     0.01%  python3.10  python3.10         [.] 0x0000000000175dfe
     0.01%  :2415776    python3.10         [.] 0x0000000000121596
     0.01%  :2415556    python3.10         [.] 0x00000000001215e5
     0.01%  :2415482    python3.10         [.] 0x00000000001215f2
     0.01%  python3.10  [kernel.kallsyms]  [k] trigger_load_balance
     0.01%  :2415603    python3.10         [.] 0x0000000000121616
     0.01%  :2415661    python3.10         [.] 0x0000000000121635
     0.01%  python3.10  python3.10         [.] 0x0000000000121672
     0.01%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.01%  :2415526    python3.10         [.] 0x00000000001215cb
     0.01%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.01%  :2415482    python3.10         [.] 0x000000000012159d
     0.01%  python3.10  python3.10         [.] _PyObject_GetMethod
     0.01%  :2415482    python3.10         [.] 0x0000000000121616
     0.01%  :2415637    python3.10         [.] 0x000000000012160b
     0.01%  :2415603    python3.10         [.] 0x0000000000121605
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.01%  :2415451    python3.10         [.] 0x0000000000121730
     0.01%  :2415482    python3.10         [.] 0x0000000000121730
     0.01%  python3.10  python3.10         [.] 0x0000000000175d13
     0.01%  python3.10  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.01%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.01%  :2415603    python3.10         [.] 0x00000000001215a3
     0.01%  :2415603    python3.10         [.] 0x00000000001215a2
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.01%  :2415603    python3.10         [.] 0x0000000000121596
     0.01%  :2415637    python3.10         [.] 0x0000000000121638
     0.01%  :2415603    python3.10         [.] 0x0000000000121594
     0.01%  python3.10  python3.10         [.] 0x00000000001215b2
     0.01%  :2415603    python3.10         [.] 0x0000000000121628
     0.01%  python3.10  python3.10         [.] 0x000000000015b16c
     0.01%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.01%  :2415482    python3.10         [.] 0x000000000012159b
     0.01%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.01%  :2415637    python3.10         [.] 0x000000000012160f
     0.01%  python3.10  [kernel.kallsyms]  [k] memset_erms
     0.01%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.01%  :2415556    python3.10         [.] 0x0000000000121635
     0.01%  python3.10  [kernel.kallsyms]  [k] rb_insert_color
     0.01%  python3.10  [kernel.kallsyms]  [k] uncharge_batch
     0.01%  python3.10  python3.10         [.] 0x0000000000175dd6
     0.01%  python3.10  python3.10         [.] 0x00000000001215ed
     0.01%  :2415637    python3.10         [.] 0x00000000001215f2
     0.01%  :2415482    python3.10         [.] 0x0000000000121635
     0.01%  python3.10  python3.10         [.] 0x00000000001215c8
     0.01%  python3.10  python3.10         [.] _PyArg_ParseTupleAndKeywords_SizeT
     0.01%  python3.10  python3.10         [.] 0x0000000000137b1b
     0.01%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.01%  python3.10  python3.10         [.] 0x0000000000179557
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_insert
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.01%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.01%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10         [.] _PyErr_NormalizeException
     0.01%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.01%  python3.10  [kernel.kallsyms]  [k] x86_pmu_extra_regs
     0.01%  :2415637    python3.10         [.] 0x0000000000121590
     0.01%  python3.10  [kernel.kallsyms]  [k] intel_pmu_bts_config
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.01%  python3.10  libc.so.6          [.] __strcat_ssse3
     0.01%  python3.10  python3.10         [.] _PyObject_GC_New
     0.01%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.01%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.01%  python3.10  [kernel.kallsyms]  [k] list_add_event
     0.01%  python3.10  [kernel.kallsyms]  [k] __alloc_pages
     0.01%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock
     0.01%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.01%  python3.10  [kernel.kallsyms]  [k] recalc_sigpending
     0.01%  python3.10  [kernel.kallsyms]  [k] task_clock_event_add
     0.01%  python3.10  python3.10         [.] 0x000000000006f150
     0.01%  python3.10  python3.10         [.] 0x000000000015671f
     0.01%  python3.10  python3.10         [.] 0x0000000000172ac4
     0.00%  :2415637    python3.10         [.] 0x00000000001215c0
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_next
     0.00%  python3.10  python3.10         [.] PyObject_GetAttr
     0.00%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]  [k] allocate_slab
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_buddy
     0.00%  python3.10  python3.10         [.] 0x00000000001219ee
     0.00%  python3.10  python3.10         [.] 0x0000000000122820
     0.00%  python3.10  python3.10         [.] 0x000000000012d173
     0.00%  python3.10  python3.10         [.] 0x0000000000137b17
     0.00%  python3.10  [kernel.kallsyms]  [k] task_scan_max
     0.00%  python3.10  python3.10         [.] 0x0000000000152302
     0.00%  python3.10  [kernel.kallsyms]  [k] kfree
     0.00%  python3.10  [kernel.kallsyms]  [k] __kmalloc
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_init_event
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_reserve_hardware
     0.00%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.00%  python3.10  python3.10         [.] 0x000000000015bb43
     0.00%  python3.10  python3.10         [.] 0x000000000018d589
     0.00%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.00%  python3.10  python3.10         [.] 0x000000000012e0ee
     0.00%  python3.10  python3.10         [.] 0x00000000001440e0
     0.00%  python3.10  [kernel.kallsyms]  [k] _copy_to_iter
     0.00%  python3.10  python3.10         [.] 0x00000000001741b2
     0.00%  python3.10  python3.10         [.] 0x000000000017cbc4
     0.00%  python3.10  python3.10         [.] 0x0000000000188e95
     0.00%  python3.10  python3.10         [.] 0x000000000013865e
     0.00%  python3.10  [kernel.kallsyms]  [k] unix_stream_sendmsg
     0.00%  :2415556    python3.10         [.] 0x0000000000121628
     0.00%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.00%  python3.10  [kernel.kallsyms]  [k] pmd_page_vaddr
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.00%  python3.10  python3.10         [.] 0x0000000000174252
     0.00%  python3.10  [kernel.kallsyms]  [k] hsw_get_event_constraints
     0.00%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.00%  python3.10  python3.10         [.] 0x000000000014347a
     0.00%  python3.10  python3.10         [.] PyLong_FromUnsignedLong
     0.00%  python3.10  python3.10         [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  [kernel.kallsyms]  [k] handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] _copy_from_user
     0.00%  python3.10  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_copy
     0.00%  :2415482    python3.10         [.] 0x000000000012160f
     0.00%  :2415538    python3.10         [.] 0x00000000001215cb
     0.00%  :2415726    python3.10         [.] 0x0000000000121605
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.00%  python3.10  python3.10         [.] PyObject_GetItem
     0.00%  :2415776    python3.10         [.] 0x0000000000138631
     0.00%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.00%  :2415637    python3.10         [.] 0x000000000012167d
     0.00%  :2415393    python3.10         [.] 0x000000000012160f
     0.00%  :2415661    python3.10         [.] 0x000000000012159b
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]  [k] merge_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] invoke_rcu_core
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  python3.10  [kernel.kallsyms]  [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]  [k] arch_local_save_flags
     0.00%  python3.10  [kernel.kallsyms]  [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_adjust_freq_unthr_context
     0.00%  :2415726    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415845    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415726    [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2415661    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415556    [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d981
     0.00%  :2415776    [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] sync_regs
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_task
     0.00%  python3.10  python3.10         [.] 0x000000000011eb13
     0.00%  :2415429    python3.10         [.] 0x00000000001215f7
     0.00%  :2415429    python3.10         [.] 0x0000000000121638
     0.00%  :2415451    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415526    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415776    python3.10         [.] 0x00000000001215f7
     0.00%  python3.10  [kernel.kallsyms]  [k] obj_cgroup_charge_pages
     0.00%  :2415393    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415429    [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  :2415429    python3.10         [.] 0x000000000012167d
     0.00%  :2415482    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415538    [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  :2415538    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415603    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415637    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2415661    [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  :2415776    [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  python3.10  [kernel.kallsyms]  [k] __bitmap_intersects
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_pages_vma
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_output_end


# Samples: 8K of event 'branch'
# Event count (approx.): 866652933
#
# Overhead  Command     Shared Object      Symbol                                   
# ........  ..........  .................  .........................................
#
    62.65%  python3.10  python3.10         [.] _PyEval_EvalFrameDefault
     6.04%  python3.10  python3.10         [.] 0x000000000012161a
     3.49%  :2415526    python3.10         [.] _PyEval_EvalFrameDefault
     1.48%  python3.10  python3.10         [.] 0x0000000000121590
     1.18%  python3.10  python3.10         [.] 0x0000000000121605
     0.93%  :2415603    python3.10         [.] _PyEval_EvalFrameDefault
     0.89%  python3.10  python3.10         [.] 0x0000000000121676
     0.79%  python3.10  python3.10         [.] 0x0000000000121613
     0.74%  :2415405    python3.10         [.] _PyEval_EvalFrameDefault
     0.68%  :2415451    python3.10         [.] _PyEval_EvalFrameDefault
     0.67%  python3.10  python3.10         [.] 0x00000000001215c4
     0.67%  python3.10  python3.10         [.] 0x000000000012160b
     0.66%  python3.10  python3.10         [.] 0x0000000000121596
     0.65%  python3.10  python3.10         [.] 0x0000000000121679
     0.64%  python3.10  python3.10         [.] 0x0000000000121623
     0.63%  :2415661    python3.10         [.] _PyEval_EvalFrameDefault
     0.59%  python3.10  python3.10         [.] 0x00000000001215a3
     0.59%  python3.10  python3.10         [.] 0x000000000012160f
     0.58%  python3.10  python3.10         [.] 0x0000000000121737
     0.57%  python3.10  python3.10         [.] 0x0000000000121635
     0.54%  python3.10  python3.10         [.] 0x000000000012159b
     0.53%  python3.10  python3.10         [.] 0x0000000000121616
     0.52%  :2415482    python3.10         [.] _PyEval_EvalFrameDefault
     0.50%  :2415429    python3.10         [.] _PyEval_EvalFrameDefault
     0.46%  python3.10  python3.10         [.] 0x00000000001215a7
     0.46%  python3.10  python3.10         [.] 0x00000000001215f7
     0.45%  python3.10  python3.10         [.] 0x0000000000121638
     0.43%  :2415845    python3.10         [.] _PyEval_EvalFrameDefault
     0.42%  python3.10  python3.10         [.] 0x0000000000121730
     0.42%  :2415556    python3.10         [.] _PyEval_EvalFrameDefault
     0.41%  :2415526    python3.10         [.] 0x000000000012161a
     0.39%  python3.10  python3.10         [.] 0x00000000001215f2
     0.38%  :2415637    python3.10         [.] _PyEval_EvalFrameDefault
     0.37%  :2415776    python3.10         [.] _PyEval_EvalFrameDefault
     0.34%  python3.10  python3.10         [.] 0x000000000012167d
     0.31%  :2415538    python3.10         [.] _PyEval_EvalFrameDefault
     0.30%  python3.10  python3.10         [.] 0x00000000001215cb
     0.29%  :2415393    python3.10         [.] _PyEval_EvalFrameDefault
     0.26%  python3.10  python3.10         [.] 0x0000000000121628
     0.24%  python3.10  python3.10         [.] 0x00000000001215dc
     0.23%  python3.10  python3.10         [.] 0x000000000012159d
     0.22%  python3.10  python3.10         [.] 0x00000000001215ab
     0.18%  python3.10  python3.10         [.] 0x00000000001215e9
     0.17%  python3.10  python3.10         [.] 0x00000000001215bc
     0.16%  python3.10  [kernel.kallsyms]  [k] zap_pte_range
     0.15%  python3.10  python3.10         [.] 0x000000000012167b
     0.14%  python3.10  [kernel.kallsyms]  [k] psi_group_change
     0.13%  :2415405    python3.10         [.] 0x000000000012161a
     0.13%  python3.10  python3.10         [.] 0x000000000012167f
     0.11%  python3.10  python3.10         [.] 0x00000000001215a2
     0.11%  python3.10  python3.10         [.] 0x00000000001215e5
     0.11%  python3.10  python3.10         [.] 0x00000000001215e2
     0.10%  python3.10  python3.10         [.] 0x0000000000121600
     0.09%  :2415526    python3.10         [.] 0x000000000012159b
     0.09%  :2415482    python3.10         [.] 0x000000000012161a
     0.09%  :2415429    python3.10         [.] 0x000000000012161a
     0.09%  :2415526    python3.10         [.] 0x00000000001215dc
     0.08%  python3.10  python3.10         [.] 0x00000000001215b2
     0.08%  :2415526    python3.10         [.] 0x0000000000121613
     0.08%  :2415451    python3.10         [.] 0x000000000012161a
     0.08%  :2415526    python3.10         [.] 0x0000000000121635
     0.08%  python3.10  python3.10         [.] 0x0000000000121677
     0.07%  :2415526    python3.10         [.] 0x000000000012160b
     0.06%  :2415776    python3.10         [.] 0x000000000012161a
     0.06%  :2415637    python3.10         [.] 0x000000000012161a
     0.05%  python3.10  python3.10         [.] 0x00000000001215a6
     0.05%  :2415603    python3.10         [.] 0x000000000012161a
     0.05%  python3.10  python3.10         [.] 0x0000000000121594
     0.05%  python3.10  python3.10         [.] 0x00000000001215ed
     0.05%  :2415405    python3.10         [.] 0x0000000000121596
     0.05%  :2415526    python3.10         [.] 0x0000000000121730
     0.04%  :2415526    python3.10         [.] 0x0000000000121628
     0.04%  :2415526    python3.10         [.] 0x0000000000121596
     0.04%  :2415845    python3.10         [.] 0x00000000001215c4
     0.04%  :2415526    python3.10         [.] 0x000000000012160f
     0.04%  python3.10  python3.10         [.] 0x00000000001215a0
     0.04%  :2415526    python3.10         [.] 0x00000000001215f2
     0.04%  :2415603    python3.10         [.] 0x0000000000121737
     0.04%  :2415603    python3.10         [.] 0x0000000000121623
     0.04%  :2415429    python3.10         [.] 0x00000000001215f7
     0.04%  :2415538    python3.10         [.] 0x0000000000121623
     0.04%  :2415526    python3.10         [.] 0x0000000000121623
     0.04%  python3.10  [kernel.kallsyms]  [k] visit_groups_merge.constprop.0.isra.0
     0.04%  :2415661    python3.10         [.] 0x0000000000121605
     0.04%  python3.10  libc.so.6          [.] ____wcstold_l_internal
     0.04%  :2415429    python3.10         [.] 0x0000000000121590
     0.03%  :2415603    python3.10         [.] 0x0000000000121590
     0.03%  :2415603    python3.10         [.] 0x00000000001215f2
     0.03%  :2415393    python3.10         [.] 0x0000000000121605
     0.03%  :2415393    python3.10         [.] 0x0000000000121600
     0.03%  python3.10  [kernel.kallsyms]  [k] reweight_entity
     0.03%  python3.10  [kernel.kallsyms]  [k] event_sched_in
     0.03%  :2415661    python3.10         [.] 0x0000000000121590
     0.03%  python3.10  python3.10         [.] 0x0000000000121599
     0.03%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.03%  :2415482    python3.10         [.] 0x00000000001215cb
     0.03%  :2415538    python3.10         [.] 0x0000000000121613
     0.03%  :2415429    python3.10         [.] 0x00000000001215cb
     0.03%  :2415538    python3.10         [.] 0x0000000000121590
     0.03%  :2415845    python3.10         [.] 0x0000000000121628
     0.03%  python3.10  python3.10         [.] 0x00000000001215d8
     0.03%  :2415845    python3.10         [.] 0x000000000012161a
     0.03%  :2415429    python3.10         [.] 0x0000000000121605
     0.03%  :2415661    python3.10         [.] 0x000000000012161a
     0.03%  :2415393    python3.10         [.] 0x00000000001215c4
     0.03%  :2415538    python3.10         [.] 0x0000000000121638
     0.03%  :2415845    python3.10         [.] 0x000000000012160b
     0.03%  :2415451    python3.10         [.] 0x0000000000121590
