# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'cycles'
# Event count (approx.): 38837669601
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.00%  python3.10  python3.10                                [.] 0x0000000000189010
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bb0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __percpu_down_read
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307f45
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307522
     0.00%  python3.10  [kernel.kallsyms]                         [k] get_nohz_timer_target
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_wakeup
     0.00%  python3.10  python3.10                                [.] 0x0000000000127b28
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff9
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff74
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_clock_event_read
     0.00%  python3.10  [kernel.kallsyms]                         [k] audit_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] flush_tlb_func
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpu_clone
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmapped_area_topdown
     0.00%  python3.10  libc.so.6                                 [.] str_to_mpn
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_reset
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003072b2
     0.00%  python3.10  python3.10                                [.] 0x0000000000131375
     0.00%  python3.10  python3.10                                [.] 0x0000000000137abb
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b17
     0.00%  python3.10  python3.10                                [.] 0x000000000015af97
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b6
     0.00%  python3.10  python3.10                                [.] 0x000000000015d120
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d92
     0.00%  python3.10  python3.10                                [.] 0x0000000000178690
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.00%  python3.10  python3.10                                [.] 0x000000000018d227
     0.00%  python3.10  python3.10                                [.] 0x000000000018d498
     0.00%  python3.10  python3.10                                [.] 0x000000000018d581
     0.00%  python3.10  python3.10                                [.] 0x00000000001f609d
     0.00%  python3.10  python3.10                                [.] 0x0000000000206661
     0.00%  python3.10  python3.10                                [.] 0x0000000000206790
     0.00%  python3.10  python3.10                                [.] 0x0000000000294252
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_forward
     0.00%  python3.10  python3.10                                [.] 0x000000000012b2cb
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_lruvec_state
     0.00%  python3.10  python3.10                                [.] 0x00000000001385b6
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_gather_mmu
     0.00%  python3.10  [kernel.kallsyms]                         [k] lru_add_drain_cpu
     0.00%  python3.10  libc.so.6                                 [.] __vfwscanf_internal
     0.00%  python3.10  python3.10                                [.] PyDict_SetItem
     0.00%  python3.10  python3.10                                [.] PyType_IsSubtype
     0.00%  python3.10  python3.10                                [.] 0x0000000000239574
     0.00%  python3.10  python3.10                                [.] 0x000000000028b824
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmacache_update
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_smp_send_reschedule
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d6
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.00%  python3.10  python3.10                                [.] 0x00000000001729c0
     0.00%  python3.10  [kernel.kallsyms]                         [k] mm_release
     0.00%  python3.10  python3.10                                [.] 0x000000000029ca5e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_nocheck_8
     0.00%  python3.10  [kernel.kallsyms]                         [k] generic_smp_call_function_single_interrupt
     0.00%  python3.10  python3.10                                [.] 0x0000000000172a93
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308224
     0.00%  python3.10  python3.10                                [.] 0x0000000000143474
     0.00%  python3.10  python3.10                                [.] 0x00000000002395d9
     0.00%  python3.10  python3.10                                [.] 0x0000000000156660
     0.00%  python3.10  [kernel.kallsyms]                         [k] __acct_update_integrals
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.00%  python3.10  [kernel.kallsyms]                         [k] lockless_pages_from_mm
     0.00%  python3.10  [kernel.kallsyms]                         [k] __get_user_nocheck_4
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d03
     0.00%  python3.10  python3.10                                [.] 0x000000000018d7ed
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_stock
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_spin_trylock
     0.00%  python3.10  [kernel.kallsyms]                         [k] mmput
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030727c
     0.00%  python3.10  python3.10                                [.] 0x0000000000152266
     0.00%  python3.10  python3.10                                [.] 0x000000000017c6d4
     0.00%  python3.10  [kernel.kallsyms]                         [k] sync_mm_rss
     0.00%  python3.10  [kernel.kallsyms]                         [k] blk_flush_plug_list
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_robust_list
     0.00%  :2337332    python3.10                                [.] 0x0000000000121679
     0.00%  python3.10  python3.10                                [.] 0x0000000000164242
     0.00%  python3.10  libcrypto.so.3                            [.] ENGINE_get_digest_engine
     0.00%  python3.10  python3.10                                [.] 0x00000000000cfa53
     0.00%  python3.10  [kernel.kallsyms]                         [k] acct_account_cputime
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_fork
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1238
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_zalloc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d74c
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000254cd0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307229
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074a5
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307999
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308334
     0.00%  python3.10  python3.10                                [.] 0x000000000012d74d
     0.00%  python3.10  python3.10                                [.] 0x00000000001434b4
     0.00%  python3.10  python3.10                                [.] 0x000000000015b500
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5e4
     0.00%  python3.10  python3.10                                [.] 0x000000000015db95
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0f7
     0.00%  python3.10  python3.10                                [.] 0x0000000000162f9b
     0.00%  python3.10  python3.10                                [.] 0x0000000000173315
     0.00%  python3.10  python3.10                                [.] 0x00000000001740b3
     0.00%  python3.10  python3.10                                [.] 0x0000000000179613
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0d9
     0.00%  python3.10  python3.10                                [.] 0x000000000020674f
     0.00%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf37
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f75
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69fa
     0.00%  python3.10  python3.10                                [.] 0x00000000001595f0
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_task_cpu
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf0
     0.00%  python3.10  [i915]                                    [k] signal_irq_work
     0.00%  python3.10  python3.10                                [.] _PyErr_SetObject
     0.00%  python3.10  libc.so.6                                 [.] __stpncpy_ssse3
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ed8
     0.00%  python3.10  [kernel.kallsyms]                         [k] vmap_pages_pud_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_extra_regs
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000000a287c
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a34
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_copy_ex
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017e315
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307292
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003074ba
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003075b4
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307686
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307a11
     0.00%  python3.10  python3.10                                [.] _PyTime_localtime
     0.00%  python3.10  python3.10                                [.] 0x0000000000133945
     0.00%  python3.10  python3.10                                [.] 0x000000000015afbd
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.00%  python3.10  python3.10                                [.] 0x0000000000163100
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cc0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d36
     0.00%  python3.10  python3.10                                [.] 0x000000000023eb10
     0.00%  python3.10  python3.10                                [.] 0x000000000024382f
     0.00%  python3.10  python3.10                                [.] 0x00000000002774f0
     0.00%  python3.10  python3.10                                [.] 0x0000000000286905
     0.00%  python3.10  python3.10                                [.] 0x00000000002b39cc
     0.00%  python3.10  python3.10                                [.] 0x00000000001d0e50
     0.00%  python3.10  python3.10                                [.] 0x000000000029c9cc
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayacct_add_tsk
     0.00%  python3.10  [kernel.kallsyms]                         [k] blk_start_plug
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add_fn
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199c00
     0.00%  python3.10  python3.10                                [.] 0x000000000011b41e
     0.00%  python3.10  python3.10                                [.] 0x000000000012e09c
     0.00%  python3.10  libc.so.6                                 [.] _nss_dns_gethostbyaddr2_r
     0.00%  python3.10  [kernel.kallsyms]                         [k] mmap_read_lock
     0.00%  python3.10  python3.10                                [.] 0x00000000002948ce
     0.00%  python3.10  python3.10                                [.] PyMem_RawFree
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_apic_timer_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf48
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b85
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030763e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __note_gp_changes
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area_augment.constprop.0
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307043
     0.00%  python3.10  python3.10                                [.] 0x000000000012109b
     0.00%  python3.10  python3.10                                [.] 0x0000000000122869
     0.00%  python3.10  python3.10                                [.] 0x00000000001228eb
     0.00%  python3.10  python3.10                                [.] 0x000000000015e060
     0.00%  python3.10  python3.10                                [.] 0x0000000000297ad5
     0.00%  python3.10  [kernel.kallsyms]                         [k] can_migrate_task
     0.00%  python3.10  python3.10                                [.] PyObject_RichCompare
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09ec
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a110b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sysvec_thermal
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_group_capacity
     0.00%  python3.10  [kernel.kallsyms]                         [k] gup_pte_range
     0.00%  python3.10  python3.10                                [.] 0x0000000000276581
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003075fb
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_wakeup
     0.00%  python3.10  [kernel.kallsyms]                         [k] membarrier_update_current_mm
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_unlock
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a8b
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000293a84
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000303a8a
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003082e9
     0.00%  python3.10  python3.10                                [.] 0x000000000012e0f2
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b0
     0.00%  python3.10  python3.10                                [.] 0x00000000001732c8
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3e0
     0.00%  python3.10  python3.10                                [.] 0x00000000001d491e
     0.00%  python3.10  python3.10                                [.] 0x0000000000277477
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f2e
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ea2
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_madvise.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_exit_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] load_balance
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  python3.10  python3.10                                [.] 0x000000000015c609
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_enter_rcu
     0.00%  python3.10  python3.10                                [.] 0x0000000000122877
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab59
     0.00%  python3.10  [kernel.kallsyms]                         [k] css_set_move_task
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09a2
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0b0a
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030843f
     0.00%  python3.10  python3.10                                [.] _Py_hashtable_get
     0.00%  python3.10  python3.10                                [.] 0x000000000012282e
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e7d
     0.00%  python3.10  python3.10                                [.] 0x000000000015af50
     0.00%  python3.10  python3.10                                [.] 0x000000000015b53e
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.00%  python3.10  python3.10                                [.] 0x00000000001c3770
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c5c
     0.00%  python3.10  python3.10                                [.] 0x0000000000243810
     0.00%  python3.10  python3.10                                [.] 0x0000000000293dc6
     0.00%  python3.10  python3.10                                [.] 0x000000000030e3b0
     0.00%  python3.10  python3.10                                [.] 0x0000000000293ef7
     0.00%  python3.10  python3.10                                [.] 0x000000000015963a
     0.00%  python3.10  python3.10                                [.] 0x000000000015f004
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f9a
     0.00%  python3.10  [kernel.kallsyms]                         [k] error_return
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.00%  python3.10  python3.10                                [.] 0x0000000000138500
     0.00%  python3.10  python3.10                                [.] 0x000000000015af8e
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_u32
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_idx_default
     0.00%  python3.10  python3.10                                [.] 0x0000000000121660
     0.00%  python3.10  python3.10                                [.] 0x000000000012284c
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0fb
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003072c5
     0.00%  python3.10  python3.10                                [.] 0x000000000015b182
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf3d
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c5f
     0.00%  python3.10  python3.10                                [.] 0x0000000000152305
     0.00%  python3.10  [kernel.kallsyms]                         [k] post_init_entity_util_avg
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030717c
     0.00%  python3.10  python3.10                                [.] 0x0000000000122854
     0.00%  python3.10  python3.10                                [.] 0x000000000012290f
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f69
     0.00%  python3.10  python3.10                                [.] 0x00000000001434a1
     0.00%  python3.10  python3.10                                [.] 0x00000000001732e7
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dbf
     0.00%  python3.10  python3.10                                [.] 0x00000000002069da
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fb4
     0.00%  python3.10  python3.10                                [.] 0x0000000000177246
     0.00%  python3.10  python3.10                                [.] 0x00000000002069d2
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]                         [k] finish_task_switch.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] rmqueue
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  python3.10                                [.] PyThread_acquire_lock_timed
     0.00%  python3.10  python3.10                                [.] 0x00000000001339a1
     0.00%  python3.10  python3.10                                [.] 0x0000000000143680
     0.00%  python3.10  python3.10                                [.] 0x0000000000150bbe
     0.00%  python3.10  python3.10                                [.] 0x000000000015b534
     0.00%  python3.10  python3.10                                [.] 0x000000000015b564
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5fe
     0.00%  python3.10  python3.10                                [.] 0x0000000000164223
     0.00%  python3.10  python3.10                                [.] 0x0000000000169e94
     0.00%  python3.10  python3.10                                [.] 0x0000000000179534
     0.00%  python3.10  python3.10                                [.] 0x00000000001795d2
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d26
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e8c
     0.00%  python3.10  python3.10                                [.] 0x000000000018947b
     0.00%  python3.10  python3.10                                [.] 0x000000000018c4d8
     0.00%  python3.10  python3.10                                [.] 0x000000000018c508
     0.00%  python3.10  python3.10                                [.] 0x0000000000198e6d
     0.00%  python3.10  python3.10                                [.] 0x0000000000198ead
     0.00%  python3.10  python3.10                                [.] 0x00000000001b05c0
     0.00%  python3.10  python3.10                                [.] 0x000000000020b0a0
     0.00%  python3.10  python3.10                                [.] 0x000000000020beab
     0.00%  python3.10  python3.10                                [.] 0x0000000000243819
     0.00%  python3.10  python3.10                                [.] 0x0000000000243828
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e4f
     0.00%  python3.10  python3.10                                [.] 0x0000000000294258
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003073c8
     0.00%  python3.10  python3.10                                [.] 0x0000000000122930
     0.00%  python3.10  python3.10                                [.] 0x000000000012b260
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5d8
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0d2
     0.00%  python3.10  [i915]                                    [k] gen8_irq_handler
     0.00%  python3.10  [kernel.kallsyms]                         [k] acct_update_integrals
     0.00%  python3.10  python3.10                                [.] 0x00000000001522d3
     0.00%  python3.10  [kernel.kallsyms]                         [k] memcg_check_events
     0.00%  python3.10  python3.10                                [.] 0x00000000001225ca
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a66
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ae8
     0.00%  python3.10  python3.10                                [.] 0x0000000000151dd3
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e45
     0.00%  python3.10  python3.10                                [.] 0x0000000000206556
     0.00%  python3.10  python3.10                                [.] 0x00000000002069b9
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c54
     0.00%  python3.10  python3.10                                [.] 0x0000000000241480
     0.00%  python3.10  python3.10                                [.] 0x00000000002773e6
     0.00%  python3.10  python3.10                                [.] 0x0000000000294eb9
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f27
     0.00%  python3.10  python3.10                                [.] 0x000000000014f690
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0944
     0.00%  python3.10  python3.10                                [.] 0x0000000000122601
     0.00%  python3.10  python3.10                                [.] 0x000000000012e0a4
     0.00%  python3.10  python3.10                                [.] 0x000000000013fcf4
     0.00%  python3.10  python3.10                                [.] 0x000000000016a31a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d081
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_thermal_enabled
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_clone3
     0.00%  python3.10  python3.10                                [.] 0x000000000016ac33
     0.00%  python3.10  [kernel.kallsyms]                         [k] idr_alloc_cyclic
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000198ac0
     0.00%  python3.10  python3.10                                [.] PyMem_RawMalloc
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab95
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed5
     0.00%  python3.10  python3.10                                [.] 0x000000000018dd3a
     0.00%  python3.10  python3.10                                [.] 0x000000000020667b
     0.00%  python3.10  python3.10                                [.] 0x000000000020676f
     0.00%  python3.10  python3.10                                [.] 0x00000000002067ab
     0.00%  python3.10  python3.10                                [.] 0x0000000000206926
     0.00%  python3.10  python3.10                                [.] 0x000000000027759a
     0.00%  python3.10  python3.10                                [.] 0x0000000000295035
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1ab
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf4c
     0.00%  python3.10  libc.so.6                                 [.] __deadline_to_ms
     0.00%  python3.10  python3.10                                [.] 0x00000000002774b8
     0.00%  :2336891    python3.10                                [.] 0x00000000001215f2
     0.00%  python3.10  python3.10                                [.] 0x000000000016a34d
     0.00%  python3.10  python3.10                                [.] 0x000000000017a880
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_free
     0.00%  python3.10  python3.10                                [.] _PyStack_AsDict
     0.00%  python3.10  python3.10                                [.] 0x0000000000121623
     0.00%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.00%  python3.10  python3.10                                [.] 0x0000000000188f04
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48dd
     0.00%  python3.10  python3.10                                [.] 0x000000000015e106
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e6b
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a094d
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076cc
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030836f
     0.00%  python3.10  python3.10                                [.] 0x0000000000121754
     0.00%  python3.10  python3.10                                [.] 0x000000000015d6a3
     0.00%  python3.10  python3.10                                [.] 0x000000000017c401
     0.00%  python3.10  python3.10                                [.] 0x000000000018d204
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d57
     0.00%  python3.10  python3.10                                [.] 0x0000000000294728
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307351
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030830f
     0.00%  python3.10  python3.10                                [.] 0x0000000000151da0
     0.00%  python3.10  python3.10                                [.] 0x000000000012e081
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_out
     0.00%  python3.10  [kernel.kallsyms]                         [k] init_dl_inactive_task_timer
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10                                [.] PyObject_Call
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030760d
     0.00%  python3.10  python3.10                                [.] 0x0000000000122913
     0.00%  python3.10  python3.10                                [.] 0x00000000001435c9
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b7b
     0.00%  python3.10  python3.10                                [.] 0x000000000015b568
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e7a
     0.00%  python3.10  python3.10                                [.] 0x00000000001566f1
     0.00%  python3.10  python3.10                                [.] 0x00000000001433c5
     0.00%  python3.10  python3.10                                [.] 0x0000000000206757
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077ce
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030743f
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  python3.10                                [.] 0x0000000000169b68
     0.00%  python3.10  python3.10                                [.] 0x00000000002774e1
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d88
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6a1c
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bbb
     0.00%  python3.10  python3.10                                [.] 0x00000000002942bc
     0.00%  python3.10  python3.10                                [.] 0x00000000001b05d2
     0.00%  python3.10  python3.10                                [.] 0x000000000015f00e
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8b0
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d46
     0.00%  python3.10  python3.10                                [.] 0x0000000000293e83
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003079f1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5b6
     0.00%  python3.10  python3.10                                [.] 0x00000000002b69ea
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  python3.10                                [.] 0x000000000018d176
     0.00%  :2337088    python3.10                                [.] 0x000000000012167f
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_group_attach
     0.00%  python3.10  python3.10                                [.] 0x0000000000277428
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5ef
     0.00%  python3.10  python3.10                                [.] 0x00000000002775f1
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003081eb
     0.00%  python3.10  python3.10                                [.] 0x000000000031e7a0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event__output_id_sample
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_init
     0.00%  python3.10  python3.10                                [.] 0x000000000017c06e
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d53
     0.00%  python3.10  python3.10                                [.] 0x00000000001339b5
     0.00%  python3.10  python3.10                                [.] 0x000000000017953a
     0.00%  python3.10  python3.10                                [.] 0x00000000001f7510
     0.00%  python3.10  python3.10                                [.] 0x0000000000243800
     0.00%  python3.10  [kernel.kallsyms]                         [k] wake_up_process
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] syscall_enter_from_user_mode
     0.00%  python3.10  python3.10                                [.] PyTraceBack_Here
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6b
     0.00%  python3.10  python3.10                                [.] 0x00000000001509b7
     0.00%  python3.10  python3.10                                [.] 0x000000000017c384
     0.00%  python3.10  python3.10                                [.] 0x000000000017c402
     0.00%  python3.10  python3.10                                [.] 0x000000000027760a
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030752f
     0.00%  python3.10  [kernel.kallsyms]                         [k] calc_timer_values
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1a4
     0.00%  python3.10  python3.10                                [.] 0x000000000015e07c
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_disable_all
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmalloc_slab
     0.00%  python3.10  python3.10                                [.] 0x00000000001434ca
     0.00%  python3.10  python3.10                                [.] 0x000000000012113e
     0.00%  python3.10  python3.10                                [.] 0x000000000012287d
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f00
     0.00%  python3.10  [kernel.kallsyms]                         [k] __unqueue_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_page_memcg
