# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 137K of event 'cycles'
# Event count (approx.): 68414781190
#
# Overhead  Command     Shared Object                             Symbol                                        
# ........  ..........  ........................................  ..............................................
#
     0.00%  python3.10  python3.10                                [.] 0x0000000000150830
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ee2
     0.00%  python3.10  python3.10                                [.] 0x000000000015efb8
     0.00%  python3.10  python3.10                                [.] 0x000000000017c5f0
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0f6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d664
     0.00%  python3.10  python3.10                                [.] 0x000000000018d66e
     0.00%  python3.10  python3.10                                [.] 0x0000000000206757
     0.00%  python3.10  python3.10                                [.] 0x0000000000206833
     0.00%  python3.10  python3.10                                [.] 0x000000000029498b
     0.00%  python3.10  python3.10                                [.] 0x000000000020bec2
     0.00%  python3.10  python3.10                                [.] 0x0000000000179553
     0.00%  python3.10  libc.so.6                                 [.] __mempcpy
     0.00%  python3.10  python3.10                                [.] _Py_Dealloc
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dec
     0.00%  python3.10  python3.10                                [.] 0x0000000000150ba4
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5b0
     0.00%  python3.10  [kernel.kallsyms]                         [k] _copy_from_user
     0.00%  python3.10  python3.10                                [.] 0x000000000012808b
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_sched_timer
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48f3
     0.00%  python3.10  python3.10                                [.] 0x0000000000143407
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_event_map
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003076a7
     0.00%  python3.10  python3.10                                [.] 0x000000000014f6c4
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_bts_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] post_init_entity_util_avg
     0.00%  python3.10  python3.10                                [.] _PyTime_localtime
     0.00%  python3.10  python3.10                                [.] 0x0000000000127f50
     0.00%  python3.10  python3.10                                [.] 0x0000000000143449
     0.00%  python3.10  python3.10                                [.] 0x00000000002774e1
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f54
     0.00%  python3.10  python3.10                                [.] 0x0000000000294ee8
     0.00%  python3.10  python3.10                                [.] 0x0000000000295003
     0.00%  python3.10  python3.10                                [.] 0x000000000030e3b0
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48e1
     0.00%  python3.10  python3.10                                [.] 0x000000000017c393
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  python3.10                                [.] 0x0000000000129edc
     0.00%  python3.10  python3.10                                [.] 0x00000000001435e1
     0.00%  python3.10  python3.10                                [.] 0x0000000000152327
     0.00%  python3.10  python3.10                                [.] 0x0000000000206c74
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_reschedule_ipi
     0.00%  python3.10  python3.10                                [.] 0x00000000001508a2
     0.00%  python3.10  python3.10                                [.] 0x0000000000129edd
     0.00%  python3.10  python3.10                                [.] 0x0000000000131375
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a75
     0.00%  python3.10  python3.10                                [.] 0x0000000000152389
     0.00%  python3.10  python3.10                                [.] 0x000000000015d236
     0.00%  python3.10  python3.10                                [.] 0x00000000001771ec
     0.00%  python3.10  python3.10                                [.] 0x000000000018d21a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d96b
     0.00%  python3.10  python3.10                                [.] 0x0000000000198e81
     0.00%  python3.10  python3.10                                [.] 0x00000000001c8923
     0.00%  python3.10  python3.10                                [.] 0x0000000000122901
     0.00%  python3.10  python3.10                                [.] 0x000000000012d775
     0.00%  python3.10  python3.10                                [.] 0x00000000001433f4
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd8
     0.00%  python3.10  [kernel.kallsyms]                         [k] mmap_region
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_try_init_event
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000000b2910
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308126
     0.00%  python3.10  python3.10                                [.] 0x0000000000121e60
     0.00%  python3.10  python3.10                                [.] 0x000000000018d103
     0.00%  python3.10  python3.10                                [.] 0x000000000018d146
     0.00%  python3.10  python3.10                                [.] 0x000000000020beac
     0.00%  python3.10  libcrypto.so.3                            [.] CRYPTO_clear_free
     0.00%  python3.10  python3.10                                [.] 0x0000000000122930
     0.00%  python3.10  python3.10                                [.] 0x00000000002066e1
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a9c
     0.00%  python3.10  python3.10                                [.] 0x00000000001433a0
     0.00%  python3.10  python3.10                                [.] 0x0000000000127b28
     0.00%  python3.10  python3.10                                [.] 0x00000000002067be
     0.00%  python3.10  python3.10                                [.] 0x00000000002775d6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d6fb
     0.00%  python3.10  [kernel.kallsyms]                         [k] __handle_mm_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add_fn
     0.00%  python3.10  [kernel.kallsyms]                         [k] rb_first
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_extra_regs
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077ce
     0.00%  python3.10  python3.10                                [.] 0x00000000001522d3
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef74
     0.00%  python3.10  python3.10                                [.] 0x000000000017f965
     0.00%  python3.10  python3.10                                [.] 0x000000000018d753
     0.00%  python3.10  python3.10                                [.] 0x00000000001f6b40
     0.00%  python3.10  [kernel.kallsyms]                         [k] __sched_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] may_expand_vm
     0.00%  python3.10  python3.10                                [.] 0x000000000018d63d
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d346
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_new
     0.00%  python3.10  python3.10                                [.] PyMember_SetOne
     0.00%  python3.10  python3.10                                [.] 0x0000000000122608
     0.00%  python3.10  python3.10                                [.] 0x0000000000151e66
     0.00%  python3.10  python3.10                                [.] 0x000000000018d16d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d700
     0.00%  python3.10  python3.10                                [.] 0x000000000012809b
     0.00%  python3.10  [kernel.kallsyms]                         [k] __radix_tree_replace
     0.00%  python3.10  [kernel.kallsyms]                         [k] apparmor_task_alloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpu_cgroup_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] radix_tree_tag_get
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199c00
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030810c
     0.00%  python3.10  python3.10                                [.] _PyErr_SetObject
     0.00%  python3.10  python3.10                                [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10                                [.] 0x000000000006fb94
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a73
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.00%  python3.10  python3.10                                [.] 0x00000000001771e5
     0.00%  python3.10  python3.10                                [.] 0x0000000000179620
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0b9
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.00%  python3.10  python3.10                                [.] 0x0000000000206bb0
     0.00%  python3.10  [kernel.kallsyms]                         [k] generic_smp_call_function_single_interrupt
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.00%  python3.10  python3.10                                [.] 0x00000000001b0607
     0.00%  python3.10  [kernel.kallsyms]                         [k] __task_rq_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pid
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_output_copy
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000000a287c
     0.00%  python3.10  python3.10                                [.] PyModule_GetState
     0.00%  python3.10  python3.10                                [.] 0x0000000000138921
     0.00%  python3.10  python3.10                                [.] 0x000000000015d9a4
     0.00%  python3.10  python3.10                                [.] 0x00000000001740b7
     0.00%  python3.10  python3.10                                [.] 0x000000000018c010
     0.00%  python3.10  python3.10                                [.] 0x000000000018d562
     0.00%  python3.10  python3.10                                [.] 0x000000000018d592
     0.00%  python3.10  python3.10                                [.] 0x000000000018d765
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_pte_fault
     0.00%  python3.10  python3.10                                [.] 0x00000000001228b7
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a6a
     0.00%  python3.10  python3.10                                [.] 0x0000000000167dd5
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core_si
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_sendmsg_locked
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e0e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __fget_files
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_flush_tlb_one_user
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ed0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137af0
     0.00%  python3.10  python3.10                                [.] 0x0000000000143427
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0e4
     0.00%  python3.10  python3.10                                [.] 0x0000000000243825
     0.00%  python3.10  python3.10                                [.] 0x000000000028a537
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f08
     0.00%  python3.10  python3.10                                [.] 0x00000000001f62c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ab1
     0.00%  python3.10  python3.10                                [.] 0x00000000001598fd
     0.00%  python3.10  python3.10                                [.] 0x000000000017c403
     0.00%  python3.10  python3.10                                [.] 0x000000000018c02e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d974
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_init_event
     0.00%  python3.10  python3.10                                [.] 0x00000000001b1c12
     0.00%  python3.10  [kernel.kallsyms]                         [k] dup_task_struct
     0.00%  python3.10  python3.10                                [.] 0x00000000001512a0
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_lock_task_context
     0.00%  python3.10  [kernel.kallsyms]                         [k] propagate_protected_usage
     0.00%  python3.10  [vdso]                                    [.] 0x0000000000000801
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_test_flags
     0.00%  python3.10  python3.10                                [.] 0x0000000000070520
     0.00%  python3.10  python3.10                                [.] 0x0000000000127b3c
     0.00%  python3.10  python3.10                                [.] 0x00000000001339f3
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bc7
     0.00%  python3.10  python3.10                                [.] 0x000000000015efa1
     0.00%  python3.10  python3.10                                [.] 0x0000000000173304
     0.00%  python3.10  python3.10                                [.] 0x0000000000178d59
     0.00%  python3.10  python3.10                                [.] 0x0000000000179584
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3d5
     0.00%  python3.10  python3.10                                [.] 0x000000000020674f
     0.00%  python3.10  python3.10                                [.] 0x000000000029474a
     0.00%  python3.10  python3.10                                [.] 0x000000000012d6c0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188cfb
     0.00%  python3.10  python3.10                                [.] 0x000000000015d7d8
     0.00%  python3.10  [kernel.kallsyms]                         [k] __do_sys_clone3
     0.00%  python3.10  [kernel.kallsyms]                         [k] __kmalloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_fork_fair
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8dc
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf82
     0.00%  python3.10  python3.10                                [.] 0x0000000000129e14
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a88
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a96
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ae8
     0.00%  python3.10  python3.10                                [.] 0x00000000001434ec
     0.00%  python3.10  python3.10                                [.] 0x000000000015efaa
     0.00%  python3.10  python3.10                                [.] 0x000000000015efcc
     0.00%  python3.10  python3.10                                [.] 0x0000000000164eeb
     0.00%  python3.10  python3.10                                [.] 0x0000000000167da0
     0.00%  python3.10  python3.10                                [.] 0x000000000016ac52
     0.00%  python3.10  python3.10                                [.] 0x0000000000179595
     0.00%  python3.10  python3.10                                [.] 0x000000000017c38c
     0.00%  python3.10  python3.10                                [.] 0x000000000017c410
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d97
     0.00%  python3.10  python3.10                                [.] 0x0000000000188df0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e88
     0.00%  python3.10  python3.10                                [.] 0x000000000018c039
     0.00%  python3.10  python3.10                                [.] 0x000000000018d573
     0.00%  python3.10  python3.10                                [.] 0x0000000000294250
     0.00%  python3.10  python3.10                                [.] 0x0000000000295011
     0.00%  python3.10  python3.10                                [.] 0x0000000000122923
     0.00%  python3.10  python3.10                                [.] 0x00000000002970c0
     0.00%  python3.10  python3.10                                [.] PyMem_Free
     0.00%  python3.10  libc.so.6                                 [.] __strrchr_sse2
     0.00%  python3.10  [kernel.kallsyms]                         [k] exc_page_fault
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event__id_header_size
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d96d
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a29
     0.00%  python3.10  python3.10                                [.] 0x0000000000121bc0
     0.00%  python3.10  python3.10                                [.] 0x0000000000137baf
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bcf
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ac
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dae
     0.00%  python3.10  python3.10                                [.] 0x000000000020676f
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf4a
     0.00%  python3.10  python3.10                                [.] 0x0000000000243809
     0.00%  python3.10  [kernel.kallsyms]                         [k] cyc2ns_read_begin
     0.00%  python3.10  python3.10                                [.] 0x000000000013873e
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e21
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ed5
     0.00%  python3.10  python3.10                                [.] 0x000000000018d74c
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48dd
     0.00%  python3.10  python3.10                                [.] 0x00000000002865e0
     0.00%  python3.10  python3.10                                [.] 0x000000000015e0b3
     0.00%  python3.10  [kernel.kallsyms]                         [k] i_callback
     0.00%  python3.10  [drm]                                     [k] drm_send_event_helper
     0.00%  python3.10  python3.10                                [.] 0x00000000001732d2
     0.00%  python3.10  python3.10                                [.] 0x000000000016a3f6
     0.00%  python3.10  python3.10                                [.] 0x000000000011b3c3
     0.00%  python3.10  python3.10                                [.] 0x000000000015237c
     0.00%  python3.10  python3.10                                [.] 0x0000000000122854
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a68
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d00
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06d
     0.00%  python3.10  python3.10                                [.] 0x000000000018d081
     0.00%  python3.10  python3.10                                [.] 0x000000000018d22d
     0.00%  python3.10  python3.10                                [.] 0x0000000000133a7c
     0.00%  python3.10  python3.10                                [.] 0x000000000020690a
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  python3.10                                [.] 0x000000000016a5f5
     0.00%  python3.10  [kernel.kallsyms]                         [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]                         [k] handle_mm_fault
     0.00%  python3.10  python3.10                                [.] 0x0000000000131960
     0.00%  python3.10  [kernel.kallsyms]                         [k] page_add_new_anon_rmap
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_clock
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308348
     0.00%  python3.10  python3.10                                [.] 0x000000000012d2e0
     0.00%  python3.10  python3.10                                [.] 0x000000000017c60d
     0.00%  python3.10  python3.10                                [.] 0x000000000017cf00
     0.00%  python3.10  python3.10                                [.] 0x000000000017f876
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d7f
     0.00%  python3.10  python3.10                                [.] 0x000000000018928c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d61c
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf50
     0.00%  python3.10  python3.10                                [.] 0x0000000000294259
     0.00%  python3.10  python3.10                                [.] 0x00000000001d93c6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d624
     0.00%  python3.10  [kernel.kallsyms]                         [k] timekeeping_advance
     0.00%  python3.10  python3.10                                [.] 0x00000000001d944a
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1e7
     0.00%  python3.10  [kernel.kallsyms]                         [k] cpupri_set
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_seconds
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_gather_mmu
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_set_pte
     0.00%  python3.10  python3.10                                [.] 0x000000000016653d
     0.00%  python3.10  python3.10                                [.] 0x00000000001523a7
     0.00%  python3.10  python3.10                                [.] 0x0000000000159a2b
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000007b8
     0.00%  python3.10  libc.so.6                                 [.] realloc
     0.00%  python3.10  python3.10                                [.] 0x0000000000295047
     0.00%  python3.10  python3.10                                [.] 0x00000000001435a2
     0.00%  python3.10  python3.10                                [.] 0x000000000011b4cf
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmalloc_slab
     0.00%  python3.10  python3.10                                [.] 0x000000000011b3ae
     0.00%  python3.10  python3.10                                [.] 0x00000000001228ac
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_insert_done_cbs
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_socket_sendmsg
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_sleeper_start_expires
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bb7
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_event_rcu
     0.00%  python3.10  python3.10                                [.] 0x0000000000143648
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_WriteASCIIString
     0.00%  python3.10  libc.so.6                                 [.] __GI___pthread_self
     0.00%  python3.10  python3.10                                [.] 0x00000000001630b4
     0.00%  python3.10  python3.10                                [.] 0x000000000016b9b1
     0.00%  python3.10  python3.10                                [.] 0x000000000016aba8
     0.00%  python3.10  libcrypto.so.3                            [.] HMAC_Init_ex
     0.00%  python3.10  [kernel.kallsyms]                         [k] invoke_rcu_core
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_task
     0.00%  python3.10  python3.10                                [.] 0x000000000015b165
     0.00%  python3.10  python3.10                                [.] 0x000000000012b268
     0.00%  python3.10  python3.10                                [.] 0x0000000000152260
     0.00%  python3.10  python3.10                                [.] 0x00000000001522ef
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199ee0
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1b6
     0.00%  python3.10  python3.10                                [.] 0x00000000001736e5
     0.00%  python3.10  libc.so.6                                 [.] __strchr_sse2
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_MD_CTX_reset
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003071e8
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307343
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003077f6
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003083c9
     0.00%  python3.10  python3.10                                [.] PyThread_acquire_lock_timed
     0.00%  python3.10  python3.10                                [.] 0x000000000011b529
     0.00%  python3.10  python3.10                                [.] 0x00000000001435c1
     0.00%  python3.10  python3.10                                [.] 0x0000000000150a9b
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab91
     0.00%  python3.10  python3.10                                [.] 0x000000000017c38a
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3bb
     0.00%  python3.10  python3.10                                [.] 0x000000000017c418
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d40
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff0
     0.00%  python3.10  python3.10                                [.] 0x000000000018bf81
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1b3
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0a9
     0.00%  python3.10  python3.10                                [.] 0x000000000012b2d9
     0.00%  python3.10  python3.10                                [.] 0x0000000000206590
     0.00%  python3.10  [kernel.kallsyms]                         [k] mm_update_next_owner
     0.00%  python3.10  python3.10                                [.] 0x0000000000174fc1
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_uncharge_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_task_stack
     0.00%  python3.10  python3.10                                [.] 0x000000000029c9d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000156654
     0.00%  python3.10  python3.10                                [.] 0x000000000029b656
     0.00%  python3.10  python3.10                                [.] 0x0000000000152293
     0.00%  python3.10  python3.10                                [.] PyBool_FromLong
     0.00%  python3.10  python3.10                                [.] 0x0000000000178cf3
     0.00%  python3.10  python3.10                                [.] 0x000000000020673e
     0.00%  python3.10  python3.10                                [.] 0x000000000011b522
     0.00%  python3.10  python3.10                                [.] 0x00000000001435b1
     0.00%  python3.10  [kernel.kallsyms]                         [k] yama_task_free
     0.00%  python3.10  [kernel.kallsyms]                         [k] eth_type_trans
     0.00%  python3.10  [kernel.kallsyms]                         [k] charge_memcg
     0.00%  python3.10  python3.10                                [.] 0x000000000028b905
     0.00%  python3.10  python3.10                                [.] 0x000000000029497a
     0.00%  python3.10  libc.so.6                                 [.] pthread_setattr_default_np@@GLIBC_2.34
     0.00%  python3.10  python3.10                                [.] 0x0000000000127ea0
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf0
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_signals
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_enter_rcu
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_rt_sigprocmask
     0.00%  python3.10  python3.10                                [.] 0x000000000017f613
     0.00%  python3.10  python3.10                                [.] 0x000000000015963a
     0.00%  python3.10  python3.10                                [.] 0x000000000015c5ec
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e17
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_lock_nested
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_task_sched_out
     0.00%  python3.10  python3.10                                [.] 0x0000000000163105
     0.00%  python3.10  [kernel.kallsyms]                         [k] internal_get_user_pages_fast
     0.00%  python3.10  python3.10                                [.] 0x0000000000294fe1
     0.00%  python3.10  libc.so.6                                 [.] unwind_stop
     0.00%  python3.10  python3.10                                [.] 0x0000000000141937
     0.00%  python3.10  python3.10                                [.] 0x00000000001f603b
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_enable_all
     0.00%  python3.10  python3.10                                [.] PyType_IsSubtype
     0.00%  python3.10  python3.10                                [.] 0x0000000000141e8a
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2fe
     0.00%  python3.10  [kernel.kallsyms]                         [k] native_load_gs_index
     0.00%  python3.10  python3.10                                [.] 0x000000000012b260
     0.00%  python3.10  python3.10                                [.] 0x000000000012a040
     0.00%  python3.10  python3.10                                [.] 0x0000000000169ab6
     0.00%  python3.10  python3.10                                [.] PyObject_GC_Del
     0.00%  python3.10  python3.10                                [.] 0x000000000014344e
     0.00%  python3.10  [kernel.kallsyms]                         [k] __run_timers.part.0
     0.00%  python3.10  python3.10                                [.] 0x00000000001418ed
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d00
     0.00%  python3.10  python3.10                                [.] 0x000000000016a2a4
     0.00%  python3.10  python3.10                                [.] 0x000000000017500a
     0.00%  python3.10  python3.10                                [.] 0x000000000015b16f
     0.00%  python3.10  [kernel.kallsyms]                         [k] gup_pmd_range.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000012802b
     0.00%  python3.10  [kernel.kallsyms]                         [k] try_grab_compound_head
     0.00%  python3.10  python3.10                                [.] 0x00000000002068ea
     0.00%  python3.10  libc.so.6                                 [.] bcopy
     0.00%  python3.10  python3.10                                [.] 0x0000000000127ff3
     0.00%  python3.10  python3.10                                [.] 0x0000000000122884
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff7b
     0.00%  python3.10  [kernel.kallsyms]                         [k] is_cpu_allowed
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ea0
     0.00%  python3.10  [kernel.kallsyms]                         [k] acct_account_cputime
     0.00%  python3.10  python3.10                                [.] 0x00000000001433ba
     0.00%  python3.10  [kernel.kallsyms]                         [k] __slab_free
     0.00%  python3.10  python3.10                                [.] 0x00000000001407e0
     0.00%  python3.10  libc.so.6                                 [.] pthread_rwlock_unlock@@GLIBC_2.34
     0.00%  python3.10  [kernel.kallsyms]                         [k] up_read
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_stock
     0.00%  python3.10  python3.10                                [.] 0x0000000000296f89
     0.00%  python3.10  python3.10                                [.] 0x0000000000173712
     0.00%  python3.10  python3.10                                [.] 0x000000000016bf06
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_zone_page_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] rebalance_domains
     0.00%  python3.10  python3.10                                [.] 0x0000000000150bc7
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff70
     0.00%  python3.10  libc.so.6                                 [.] __stpcpy
     0.00%  python3.10  [kernel.kallsyms]                         [k] enter_lazy_tlb
     0.00%  python3.10  python3.10                                [.] 0x000000000018c0b7
     0.00%  python3.10  python3.10                                [.] 0x0000000000233c30
     0.00%  python3.10  python3.10                                [.] 0x00000000002d049b
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d5ad
     0.00%  python3.10  [kernel.kallsyms]                         [k] membarrier_update_current_mm
     0.00%  python3.10  python3.10                                [.] 0x000000000015236f
     0.00%  python3.10  [kernel.kallsyms]                         [k] put_task_struct_rcu_user
     0.00%  python3.10  [kernel.kallsyms]                         [k] delayed_put_task_struct
     0.00%  python3.10  [kernel.kallsyms]                         [k] pud_huge
     0.00%  python3.10  python3.10                                [.] PyLong_FromUnicodeObject
     0.00%  python3.10  python3.10                                [.] 0x00000000001ce635
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_val
     0.00%  python3.10  python3.10                                [.] 0x0000000000179d00
     0.00%  python3.10  [kernel.kallsyms]                         [k] __bitmap_and
     0.00%  python3.10  python3.10                                [.] 0x0000000000280a64
     0.00%  python3.10  python3.10                                [.] PyObject_SelfIter
     0.00%  python3.10  python3.10                                [.] 0x000000000018c4d9
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10                                [.] 0x00000000002395d9
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_files
     0.00%  python3.10  [kernel.kallsyms]                         [k] do_madvise.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] gup_pte_range
     0.00%  python3.10  [kernel.kallsyms]                         [k] timekeeping_update
