# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 121K of event 'cycles'
# Event count (approx.): 45536139830
#
# Overhead  Command     Shared Object                             Symbol                                      
# ........  ..........  ........................................  ............................................
#
     0.00%  python3.10  python3.10                                [.] 0x00000000001c5160
     0.00%  python3.10  [kernel.kallsyms]                         [k] find_vma
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] pfn_pte
     0.00%  python3.10  python3.10                                [.] 0x000000000011eb17
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ec6
     0.00%  python3.10  python3.10                                [.] 0x000000000015232f
     0.00%  :1991294    [kernel.kallsyms]                         [k] futex_wait
     0.00%  :1991294    python3.10                                [.] 0x000000000012160b
     0.00%  :1991099    python3.10                                [.] 0x0000000000121730
     0.00%  :1991294    python3.10                                [.] 0x0000000000121730
     0.00%  python3.10  [kernel.kallsyms]                         [k] set_next_buddy
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e69
     0.00%  python3.10  python3.10                                [.] 0x00000000001b0607
     0.00%  python3.10  [kernel.kallsyms]                         [k] __alloc_pages
     0.00%  python3.10  python3.10                                [.] 0x0000000000150bb7
     0.00%  python3.10  python3.10                                [.] 0x000000000017a8e0
     0.00%  :1991099    python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  python3.10                                [.] PyObject_GetIter
     0.00%  :1991261    python3.10                                [.] 0x0000000000121605
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0986
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea6
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]                         [k] __bitmap_intersects
     0.00%  python3.10  [kernel.kallsyms]                         [k] __check_object_size.part.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __perf_event_header_size
     0.00%  python3.10  [kernel.kallsyms]                         [k] __count_memcg_events
     0.00%  python3.10  libc.so.6                                 [.] re_search_internal
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0975
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a09c0
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0a78
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a1147
     0.00%  python3.10  libcrypto.so.3                            [.] EVP_DigestFinal_ex
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003078f5
     0.00%  python3.10  python3.10                                [.] PyObject_Format
     0.00%  python3.10  python3.10                                [.] _PyLong_Format
     0.00%  python3.10  python3.10                                [.] _PyUnicodeWriter_Finish
     0.00%  python3.10  python3.10                                [.] _Py_hashtable_get
     0.00%  python3.10  python3.10                                [.] 0x0000000000122826
     0.00%  python3.10  python3.10                                [.] 0x000000000012284a
     0.00%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.00%  python3.10  python3.10                                [.] 0x000000000012290f
     0.00%  python3.10  python3.10                                [.] 0x000000000012802b
     0.00%  python3.10  python3.10                                [.] 0x0000000000128090
     0.00%  python3.10  python3.10                                [.] 0x0000000000137a64
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ada
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b95
     0.00%  python3.10  python3.10                                [.] 0x0000000000137ba2
     0.00%  python3.10  python3.10                                [.] 0x000000000013fd0a
     0.00%  python3.10  python3.10                                [.] 0x0000000000150ba4
     0.00%  python3.10  python3.10                                [.] 0x0000000000150bcf
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.00%  python3.10  python3.10                                [.] 0x00000000001598cd
     0.00%  python3.10  python3.10                                [.] 0x000000000015af58
     0.00%  python3.10  python3.10                                [.] 0x000000000015b173
     0.00%  python3.10  python3.10                                [.] 0x000000000015b20c
     0.00%  python3.10  python3.10                                [.] 0x000000000015b506
     0.00%  python3.10  python3.10                                [.] 0x000000000015b50b
     0.00%  python3.10  python3.10                                [.] 0x000000000015b537
     0.00%  python3.10  python3.10                                [.] 0x000000000015f000
     0.00%  python3.10  python3.10                                [.] 0x00000000001630f7
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab6e
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.00%  python3.10  python3.10                                [.] 0x00000000001732de
     0.00%  python3.10  python3.10                                [.] 0x00000000001732e7
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ee
     0.00%  python3.10  python3.10                                [.] 0x00000000001740bb
     0.00%  python3.10  python3.10                                [.] 0x0000000000179538
     0.00%  python3.10  python3.10                                [.] 0x0000000000179553
     0.00%  python3.10  python3.10                                [.] 0x0000000000179564
     0.00%  python3.10  python3.10                                [.] 0x00000000001795c3
     0.00%  python3.10  python3.10                                [.] 0x0000000000179f62
     0.00%  python3.10  python3.10                                [.] 0x000000000017c380
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ac
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3f8
     0.00%  python3.10  python3.10                                [.] 0x000000000017f87a
     0.00%  python3.10  python3.10                                [.] 0x0000000000188d26
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dd3
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de0
     0.00%  python3.10  python3.10                                [.] 0x0000000000188de8
     0.00%  python3.10  python3.10                                [.] 0x0000000000188dfe
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e0a
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e5e
     0.00%  python3.10  python3.10                                [.] 0x0000000000188e95
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ff9
     0.00%  python3.10  python3.10                                [.] 0x0000000000189021
     0.00%  python3.10  python3.10                                [.] 0x000000000018928c
     0.00%  python3.10  python3.10                                [.] 0x000000000018d06e
     0.00%  python3.10  python3.10                                [.] 0x000000000018d0cf
     0.00%  python3.10  python3.10                                [.] 0x000000000018d264
     0.00%  python3.10  python3.10                                [.] 0x000000000018d510
     0.00%  python3.10  python3.10                                [.] 0x000000000018d547
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5a1
     0.00%  python3.10  python3.10                                [.] 0x000000000018d608
     0.00%  python3.10  python3.10                                [.] 0x000000000018d661
     0.00%  python3.10  python3.10                                [.] 0x000000000018d70d
     0.00%  python3.10  python3.10                                [.] 0x00000000001d48d5
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.00%  python3.10  python3.10                                [.] 0x00000000001d494a
     0.00%  python3.10  python3.10                                [.] 0x0000000000206576
     0.00%  python3.10  python3.10                                [.] 0x0000000000206658
     0.00%  python3.10  python3.10                                [.] 0x00000000002068cd
     0.00%  python3.10  python3.10                                [.] 0x0000000000206969
     0.00%  python3.10  python3.10                                [.] 0x000000000020bea4
     0.00%  python3.10  python3.10                                [.] 0x000000000020beaa
     0.00%  python3.10  python3.10                                [.] 0x000000000020bee1
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  python3.10                                [.] 0x000000000023ebc0
     0.00%  python3.10  python3.10                                [.] 0x000000000024380b
     0.00%  python3.10  python3.10                                [.] 0x0000000000243825
     0.00%  python3.10  python3.10                                [.] 0x0000000000277459
     0.00%  python3.10  python3.10                                [.] 0x0000000000277486
     0.00%  python3.10  python3.10                                [.] 0x00000000002774e1
     0.00%  python3.10  python3.10                                [.] 0x00000000002775af
     0.00%  python3.10  python3.10                                [.] 0x0000000000277666
     0.00%  python3.10  python3.10                                [.] 0x0000000000293dda
     0.00%  python3.10  python3.10                                [.] 0x0000000000294258
     0.00%  python3.10  python3.10                                [.] 0x00000000002948c8
     0.00%  python3.10  python3.10                                [.] 0x0000000000294986
     0.00%  python3.10  python3.10                                [.] 0x000000000029498b
     0.00%  python3.10  python3.10                                [.] 0x0000000000294993
     0.00%  python3.10  python3.10                                [.] 0x0000000000294e9b
     0.00%  python3.10  python3.10                                [.] 0x0000000000294f1a
     0.00%  python3.10  python3.10                                [.] 0x00000000002cfec8
     0.00%  python3.10  python3.10                                [.] 0x00000000002d9ea4
     0.00%  :1991261    python3.10                                [.] 0x00000000001215f2
     0.00%  :1991006    python3.10                                [.] 0x000000000012167f
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000030821a
     0.00%  :1991006    [kernel.kallsyms]                         [k] entry_SYSCALL_64_after_hwframe
     0.00%  :1991099    python3.10                                [.] 0x0000000000121613
     0.00%  :1991006    python3.10                                [.] 0x00000000001215ab
     0.00%  :1991006    python3.10                                [.] 0x0000000000121676
     0.00%  :1991036    python3.10                                [.] 0x000000000012159b
     0.00%  :1991173    python3.10                                [.] 0x0000000000121590
     0.00%  :1991294    python3.10                                [.] 0x0000000000121679
     0.00%  python3.10  [kernel.kallsyms]                         [k] cgroup_move_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] fpu_clone
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_charge_statistics.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] p4d_offset
     0.00%  python3.10  python3.10                                [.] 0x000000000011e890
     0.00%  python3.10  python3.10                                [.] 0x00000000001435d0
     0.00%  python3.10  python3.10                                [.] 0x0000000000167de4
     0.00%  python3.10  python3.10                                [.] 0x0000000000293f42
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dc7
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_segcblist_accelerate
     0.00%  python3.10  [kernel.kallsyms]                         [k] flush_tlb_mm_range
     0.00%  python3.10  python3.10                                [.] 0x000000000012d850
     0.00%  python3.10  python3.10                                [.] 0x0000000000233a3c
     0.00%  python3.10  libcrypto.so.3                            [.] 0x000000000017d83c
     0.00%  :1991294    python3.10                                [.] 0x00000000001215f7
     0.00%  :1991099    python3.10                                [.] 0x0000000000121676
     0.00%  :1991099    python3.10                                [.] 0x000000000012167b
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000000b2ab0
     0.00%  :1991294    python3.10                                [.] 0x000000000012160f
     0.00%  :1991099    python3.10                                [.] _PyObject_MakeTpCall
     0.00%  python3.10  python3.10                                [.] 0x000000000028e0c0
     0.00%  :1991209    python3.10                                [.] 0x0000000000121676
     0.00%  python3.10  python3.10                                [.] _Py_HashBytes
     0.00%  :1991006    python3.10                                [.] 0x0000000000121613
     0.00%  python3.10  python3.10                                [.] 0x000000000017500a
     0.00%  :1991036    python3.10                                [.] 0x000000000012160f
     0.00%  :1991154    python3.10                                [.] 0x00000000001215c4
     0.00%  :1991209    python3.10                                [.] 0x00000000001215bc
     0.00%  :1991209    python3.10                                [.] 0x000000000012160b
     0.00%  python3.10  python3.10                                [.] 0x000000000017f872
     0.00%  python3.10  python3.10                                [.] 0x000000000015f39c
     0.00%  python3.10  [kernel.kallsyms]                         [k] mem_cgroup_handle_over_high
     0.00%  :1991209    python3.10                                [.] 0x0000000000121596
     0.00%  :1991209    python3.10                                [.] 0x00000000001215f7
     0.00%  :1991099    python3.10                                [.] 0x00000000001215f2
     0.00%  :1991036    python3.10                                [.] 0x00000000001215f7
     0.00%  :1991099    python3.10                                [.] 0x00000000001215dc
     0.00%  python3.10  python3.10                                [.] PyObject_Malloc
     0.00%  python3.10  python3.10                                [.] 0x00000000001523a7
     0.00%  :1991173    python3.10                                [.] 0x000000000012161a
     0.00%  :1991209    python3.10                                [.] 0x0000000000121730
     0.00%  :1991224    [kernel.kallsyms]                         [k] reweight_entity
     0.00%  :1991224    python3.10                                [.] 0x000000000012161a
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_creds
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_swevent_event
     0.00%  :1991154    python3.10                                [.] 0x000000000012161a
     0.00%  :1991224    python3.10                                [.] 0x0000000000121600
     0.00%  python3.10  [kernel.kallsyms]                         [k] allocate_fake_cpuc
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_cgroup_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] tsk_fork_get_node
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d960
     0.00%  python3.10  python3.10                                [.] _PyObject_GC_New
     0.00%  python3.10  python3.10                                [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10                                [.] 0x0000000000129edb
     0.00%  python3.10  python3.10                                [.] 0x0000000000143580
     0.00%  python3.10  python3.10                                [.] 0x0000000000152305
     0.00%  python3.10  python3.10                                [.] 0x000000000015d273
     0.00%  python3.10  python3.10                                [.] 0x0000000000166594
     0.00%  :1991224    python3.10                                [.] 0x0000000000121590
     0.00%  python3.10  python3.10                                [.] 0x0000000000175de4
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_page_range
     0.00%  python3.10  python3.10                                [.] 0x00000000001433a9
     0.00%  python3.10  [kernel.kallsyms]                         [k] kmalloc_slab
     0.00%  python3.10  python3.10                                [.] 0x000000000011ff0a
     0.00%  python3.10  python3.10                                [.] 0x0000000000128da0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d258
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d1b
     0.00%  python3.10  python3.10                                [.] 0x00000000001665bd
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pages
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_group_attach
     0.00%  python3.10  [kernel.kallsyms]                         [k] recalc_sigpending
     0.00%  python3.10  python3.10                                [.] PyErr_GivenExceptionMatches
     0.00%  python3.10  python3.10                                [.] 0x0000000000121d8f
     0.00%  python3.10  python3.10                                [.] 0x0000000000128e30
     0.00%  python3.10  python3.10                                [.] 0x000000000012197a
     0.00%  python3.10  python3.10                                [.] 0x000000000023962a
     0.00%  python3.10  python3.10                                [.] PyList_New
     0.00%  python3.10  python3.10                                [.] 0x000000000011b461
     0.00%  :1991154    python3.10                                [.] 0x0000000000121600
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_pmu_nop_txn
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mutex_init
     0.00%  python3.10  [kernel.kallsyms]                         [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_wants_autogroup
     0.00%  python3.10  [kernel.kallsyms]                         [k] wp_page_copy
     0.00%  python3.10  ld-linux-x86-64.so.2                      [.] _dl_check_all_versions
     0.00%  python3.10  python3.10                                [.] 0x000000000006f4a0
     0.00%  python3.10  python3.10                                [.] 0x000000000011d520
     0.00%  python3.10  python3.10                                [.] 0x000000000012b412
     0.00%  python3.10  python3.10                                [.] 0x0000000000166507
     0.00%  python3.10  python3.10                                [.] 0x000000000018d67f
     0.00%  :1991173    python3.10                                [.] 0x00000000001215cb
     0.00%  python3.10  [kernel.kallsyms]                         [k] can_migrate_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_call_function_single
     0.00%  python3.10  python3.10                                [.] 0x000000000015fff3
     0.00%  :1991154    python3.10                                [.] 0x00000000001215ab
     0.00%  python3.10  python3.10                                [.] 0x000000000015b1c1
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_rt_rq_load_avg
     0.00%  :1991036    python3.10                                [.] 0x00000000001215e9
     0.00%  :1991173    python3.10                                [.] 0x00000000001215f7
     0.00%  python3.10  python3.10                                [.] PyNumber_Xor
     0.00%  python3.10  python3.10                                [.] 0x000000000018d4be
     0.00%  python3.10  python3.10                                [.] 0x000000000017f860
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_scan_max
     0.00%  python3.10  python3.10                                [.] 0x00000000001cad00
     0.00%  python3.10  python3.10                                [.] 0x000000000015b500
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
     0.00%  python3.10  [kernel.kallsyms]                         [k] tcp_delack_timer_handler
     0.00%  python3.10  [kernel.kallsyms]                         [k] sync_mm_rss
     0.00%  python3.10  [kernel.kallsyms]                         [k] page_counter_cancel
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffd1
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_lruvec_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] __kmalloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_perf_context
     0.00%  python3.10  python3.10                                [.] 0x000000000028e091
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmap_single_vma
     0.00%  python3.10  python3.10                                [.] 0x000000000020655a
     0.00%  python3.10  python3.10                                [.] 0x000000000029c9cc
     0.00%  python3.10  [kernel.kallsyms]                         [k] __pagevec_lru_add_fn
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_unref_page_commit.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] __anon_vma_interval_tree_remove
     0.00%  python3.10  [kernel.kallsyms]                         [k] x2apic_send_IPI
     0.00%  python3.10  [kernel.kallsyms]                         [k] account_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_mmap_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_rq_lock
     0.00%  python3.10  python3.10                                [.] 0x0000000000137c0f
     0.00%  python3.10  [kernel.kallsyms]                         [k] alloc_pages_vma
     0.00%  python3.10  python3.10                                [.] 0x000000000011d519
     0.00%  python3.10  python3.10                                [.] 0x000000000012118a
     0.00%  python3.10  python3.10                                [.] 0x0000000000129c69
     0.00%  python3.10  python3.10                                [.] 0x0000000000169eb5
     0.00%  python3.10  python3.10                                [.] 0x0000000000172a44
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_unref_page_list
     0.00%  python3.10  python3.10                                [.] 0x0000000000172610
     0.00%  python3.10  [kernel.kallsyms]                         [k] __unqueue_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] exit_fs
     0.00%  python3.10  python3.10                                [.] 0x000000000011b2d0
     0.00%  :1991294    python3.10                                [.] 0x00000000001215bc
     0.00%  python3.10  python3.10                                [.] 0x0000000000167dbb
     0.00%  python3.10  [kernel.kallsyms]                         [k] _find_next_bit
     0.00%  python3.10  libc.so.6                                 [.] __stpncpy_ssse3
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_exclude_event
     0.00%  python3.10  python3.10                                [.] 0x000000000018d091
     0.00%  python3.10  [kernel.kallsyms]                         [k] sysvec_reschedule_ipi
     0.00%  python3.10  [kernel.kallsyms]                         [k] pmd_huge
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_gather_mmu
     0.00%  python3.10  python3.10                                [.] 0x0000000000294720
     0.00%  python3.10  [vdso]                                    [.] 0x000000000000082a
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff7b
     0.00%  python3.10  python3.10                                [.] 0x000000000011b4c6
     0.00%  python3.10  [kernel.kallsyms]                         [k] kthread_is_per_cpu
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d5a
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  python3.10                                [.] 0x000000000015ff70
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3ef
     0.00%  python3.10  python3.10                                [.] 0x000000000029cdf0
     0.00%  python3.10  python3.10                                [.] 0x000000000012a047
     0.00%  python3.10  [kernel.kallsyms]                         [k] __do_munmap
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_vdso_data.constprop.0
     0.00%  python3.10  [kernel.kallsyms]                         [k] security_mmap_file
     0.00%  python3.10  python3.10                                [.] PyArg_ParseTupleAndKeywords
     0.00%  python3.10  python3.10                                [.] 0x00000000001435a2
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_disable_all
     0.00%  python3.10  python3.10                                [.] 0x000000000016a5f1
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]                         [k] percpu_counter_add_batch
     0.00%  python3.10  python3.10                                [.] 0x00000000001385b6
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_qs
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_group_capacity
     0.00%  python3.10  [kernel.kallsyms]                         [k] timerqueue_del
     0.00%  python3.10  python3.10                                [.] 0x000000000029cdf4
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_adjust_freq_unthr_context
     0.00%  python3.10  python3.10                                [.] 0x0000000000175cf5
     0.00%  python3.10  [kernel.kallsyms]                         [k] profile_tick
     0.00%  python3.10  python3.10                                [.] 0x00000000002395ea
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_obj_stock
     0.00%  python3.10  [kernel.kallsyms]                         [k] vm_normal_page
     0.00%  python3.10  [vdso]                                    [.] 0x00000000000007b6
     0.00%  python3.10  python3.10                                [.] 0x00000000001433cf
     0.00%  python3.10  python3.10                                [.] 0x0000000000138573
     0.00%  python3.10  python3.10                                [.] 0x00000000001385cf
     0.00%  python3.10  libc.so.6                                 [.] __vstrfmon_l_internal
     0.00%  python3.10  python3.10                                [.] 0x0000000000239574
     0.00%  python3.10  python3.10                                [.] 0x00000000001523de
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mod_node_page_state
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_unlock
     0.00%  python3.10  python3.10                                [.] 0x0000000000070794
     0.00%  python3.10  python3.10                                [.] 0x000000000015230d
     0.00%  python3.10  [kernel.kallsyms]                         [k] pids_can_fork
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_work_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtick_update
     0.00%  python3.10  python3.10                                [.] 0x00000000002b2e46
     0.00%  python3.10  [kernel.kallsyms]                         [k] up_read
     0.00%  python3.10  [kernel.kallsyms]                         [k] advance_transaction
     0.00%  python3.10  python3.10                                [.] 0x000000000015b15c
     0.00%  python3.10  python3.10                                [.] 0x000000000029cdf9
     0.00%  python3.10  python3.10                                [.] 0x000000000011b416
     0.00%  python3.10  [kernel.kallsyms]                         [k] migrate_task_rq_fair
     0.00%  python3.10  python3.10                                [.] 0x000000000029ca5e
     0.00%  python3.10  python3.10                                [.] 0x0000000000189083
     0.00%  python3.10  python3.10                                [.] 0x0000000000174293
     0.00%  python3.10  [kernel.kallsyms]                         [k] lock_page_lruvec_irqsave
     0.00%  python3.10  python3.10                                [.] 0x0000000000151ef4
     0.00%  :1991224    python3.10                                [.] 0x00000000001215f2
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dbd
     0.00%  python3.10  python3.10                                [.] 0x00000000002395d4
     0.00%  python3.10  python3.10                                [.] 0x0000000000070360
     0.00%  python3.10  [kernel.kallsyms]                         [k] __radix_tree_replace
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] unmapped_area_topdown
     0.00%  python3.10  python3.10                                [.] 0x000000000015963a
     0.00%  python3.10  python3.10                                [.] 0x00000000001c8820
     0.00%  python3.10  python3.10                                [.] _Py_read
     0.00%  python3.10  [kernel.kallsyms]                         [k] enqueue_hrtimer
     0.00%  python3.10  python3.10                                [.] 0x0000000000177090
     0.00%  python3.10  python3.10                                [.] PyIter_Next
     0.00%  python3.10  python3.10                                [.] 0x000000000014357c
     0.00%  python3.10  python3.10                                [.] 0x0000000000151eed
     0.00%  python3.10  python3.10                                [.] 0x000000000011b400
     0.00%  python3.10  [kernel.kallsyms]                         [k] mmap_read_lock
     0.00%  python3.10  python3.10                                [.] 0x000000000012e078
     0.00%  python3.10  [kernel.kallsyms]                         [k] __irqentry_text_start
     0.00%  python3.10  python3.10                                [.] 0x000000000012d7a3
     0.00%  python3.10  [kernel.kallsyms]                         [k] __put_user_8
     0.00%  python3.10  python3.10                                [.] 0x000000000015fff7
     0.00%  python3.10  python3.10                                [.] 0x000000000016ab55
     0.00%  python3.10  [kernel.kallsyms]                         [k] sigprocmask
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_munmap
     0.00%  python3.10  python3.10                                [.] 0x0000000000121672
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dc0
     0.00%  python3.10  python3.10                                [.] 0x000000000012a040
     0.00%  python3.10  python3.10                                [.] 0x00000000001228da
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_event_rcu
     0.00%  python3.10  python3.10                                [.] 0x00000000002b6fd6
     0.00%  python3.10  python3.10                                [.] 0x000000000021888b
     0.00%  python3.10  [vdso]                                    [.] 0x0000000000000801
     0.00%  python3.10  [kernel.kallsyms]                         [k] __acct_update_integrals
     0.00%  python3.10  [kernel.kallsyms]                         [k] apic_ack_irq
     0.00%  python3.10  python3.10                                [.] 0x000000000015bb26
     0.00%  python3.10  python3.10                                [.] 0x00000000001435a8
     0.00%  python3.10  [kernel.kallsyms]                         [k] hrtimer_init_sleeper
     0.00%  python3.10  [kernel.kallsyms]                         [k] attach_entity_load_avg
     0.00%  python3.10  [kernel.kallsyms]                         [k] tlb_finish_mmu
     0.00%  python3.10  [kernel.kallsyms]                         [k] free_pgtables
     0.00%  python3.10  [kernel.kallsyms]                         [k] __mem_cgroup_uncharge_list
     0.00%  python3.10  [kernel.kallsyms]                         [k] refill_stock
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]                         [k] __cgroup_account_cputime_field
     0.00%  python3.10  libc.so.6                                 [.] __deadline_to_ms
     0.00%  python3.10  python3.10                                [.] 0x0000000000175dd6
     0.00%  python3.10  python3.10                                [.] 0x000000000012b111
     0.00%  python3.10  python3.10                                [.] 0x000000000028b454
     0.00%  python3.10  python3.10                                [.] PyMem_Realloc
     0.00%  python3.10  python3.10                                [.] 0x0000000000175d7d
     0.00%  python3.10  python3.10                                [.] 0x0000000000137b3c
     0.00%  python3.10  python3.10                                [.] 0x0000000000239570
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_add_safe
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000308188
     0.00%  python3.10  python3.10                                [.] 0x0000000000206599
     0.00%  :1991224    python3.10                                [.] 0x00000000001215d8
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_clone_args_from_user
     0.00%  python3.10  [kernel.kallsyms]                         [k] insert_vmap_area.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000016abcd
     0.00%  python3.10  python3.10                                [.] 0x000000000015b564
     0.00%  python3.10  python3.10                                [.] 0x000000000028b82b
     0.00%  python3.10  python3.10                                [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10                                [.] 0x000000000012262d
     0.00%  python3.10  python3.10                                [.] 0x000000000011e93f
     0.00%  python3.10  python3.10                                [.] 0x000000000015ffe6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d165
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_page_erms
     0.00%  python3.10  [kernel.kallsyms]                         [k] _raw_write_lock_irq
     0.00%  python3.10  [kernel.kallsyms]                         [k] x86_pmu_extra_regs
     0.00%  python3.10  python3.10                                [.] 0x0000000000129ce2
     0.00%  python3.10  libcrypto.so.3                            [.] 0x00000000003073da
     0.00%  python3.10  python3.10                                [.] 0x000000000018d151
     0.00%  python3.10  python3.10                                [.] 0x000000000011d4fc
     0.00%  python3.10  libc.so.6                                 [.] __strrchr_sse2
     0.00%  python3.10  python3.10                                [.] 0x000000000015af97
     0.00%  python3.10  python3.10                                [.] 0x000000000012e088
     0.00%  python3.10  python3.10                                [.] 0x000000000018d61c
     0.00%  python3.10  [kernel.kallsyms]                         [k] mm_update_next_owner
     0.00%  python3.10  python3.10                                [.] 0x000000000011eb4a
     0.00%  python3.10  python3.10                                [.] 0x00000000001c517c
     0.00%  python3.10  [kernel.kallsyms]                         [k] ftrace_graph_exit_task
     0.00%  python3.10  _hashlib.cpython-310-x86_64-linux-gnu.so  [.] 0x0000000000004c00
     0.00%  python3.10  libcrypto.so.3                            [.] 0x0000000000307ac8
