# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cycles'
# Event count (approx.): 18091348798
#
# Overhead  Command     Shared Object         Symbol                                      
# ........  ..........  ....................  ............................................
#
     0.00%  :2591332    python3.10            [.] _PyObject_LookupSpecial
     0.00%  :2591332    [kernel.kallsyms]     [k] tcp_event_new_data_sent
     0.00%  :2591332    python3.10            [.] 0x0000000000151eed
     0.00%  python3.10  [kernel.kallsyms]     [k] read_tsc
     0.00%  :2591332    [kernel.kallsyms]     [k] apparmor_task_free
     0.00%  :2591332    [kernel.kallsyms]     [k] futex_wait
     0.00%  :2591332    python3.10            [.] 0x0000000000179c5c
     0.00%  :2591332    python3.10            [.] 0x000000000013182c
     0.00%  :2591332    [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  :2591332    [kernel.kallsyms]     [k] update_process_times
     0.00%  :2591332    python3.10            [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]     [k] restore_fpregs_from_fpstate
     0.00%  :2591332    python3.10            [.] PyUnicode_FromFormatV
     0.00%  :2591332    python3.10            [.] 0x000000000011b315
     0.00%  python3.10  libc.so.6             [.] parse_qtd_backslash
     0.00%  python3.10  python3.10            [.] 0x0000000000137b42
     0.00%  python3.10  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  :2591332    [kernel.kallsyms]     [k] __put_user_nocheck_8
     0.00%  python3.10  python3.10            [.] 0x000000000017c38a
     0.00%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  python3.10  python3.10            [.] 0x00000000001740af
     0.00%  python3.10  python3.10            [.] 0x000000000015d254
     0.00%  python3.10  python3.10            [.] 0x0000000000294fe1
     0.00%  python3.10  python3.10            [.] PyObject_GetIter
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] init_entity_runnable_average
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  python3.10            [.] 0x0000000000150bcb
     0.00%  python3.10  python3.10            [.] 0x000000000016bf48
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_cblist_dequeue
     0.00%  python3.10  [kernel.kallsyms]     [k] unmap_page_range
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] blk_flush_plug_list
     0.00%  python3.10  python3.10            [.] 0x000000000012166e
     0.00%  python3.10  python3.10            [.] 0x0000000000127f5d
     0.00%  python3.10  [i915]                [k] process_csb
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_segcblist_extract_done_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] __irqentry_text_end
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]     [k] free_event_rcu
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_user_generic_unrolled
     0.00%  python3.10  libc.so.6             [.] 0x000000000019d308
     0.00%  python3.10  [kernel.kallsyms]     [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  python3.10  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.00%  python3.10  python3.10            [.] 0x000000000028e0c0
     0.00%  python3.10  [kernel.kallsyms]     [k] recalc_sigpending
     0.00%  python3.10  libc.so.6             [.] round_and_return
     0.00%  python3.10  [kernel.kallsyms]     [k] run_posix_cpu_timers
     0.00%  python3.10  [kernel.kallsyms]     [k] __put_task_struct
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] note_gp_changes
     0.00%  :2591711    [kernel.kallsyms]     [k] tick_program_event
     0.00%  :2591711    [kernel.kallsyms]     [k] merge_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.00%  python3.10  python3.10            [.] 0x00000000001228f6
     0.00%  python3.10  python3.10            [.] 0x0000000000122884
     0.00%  python3.10  [kernel.kallsyms]     [k] rcu_accelerate_cbs
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_log_itrace_start
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  python3.10  python3.10            [.] 0x00000000001215a0
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_enable_all
     0.00%  :2591332    [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.00%  :2591711    [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] __cgroup_account_cputime
     0.00%  python3.10  [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.00%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict


# Samples: 37K of event 'instructions'
# Event count (approx.): 30077054655
#
# Overhead  Command     Shared Object         Symbol                                   
# ........  ..........  ....................  .........................................
#
    46.65%  :2591332    python3.10            [.] _PyEval_EvalFrameDefault
     9.37%  python3.10  python3.10            [.] _PyEval_EvalFrameDefault
     7.32%  :2591332    python3.10            [.] PyObject_RichCompare
     5.18%  :2591332    python3.10            [.] 0x000000000012161a
     3.13%  :2591332    python3.10            [.] 0x0000000000121590
     1.65%  :2591332    python3.10            [.] 0x00000000001215c4
     1.39%  :2591332    python3.10            [.] 0x0000000000121676
     1.12%  :2591332    python3.10            [.] 0x000000000015b546
     1.12%  :2591332    python3.10            [.] 0x0000000000121613
     1.00%  :2591332    python3.10            [.] 0x0000000000121605
     0.85%  :2591332    python3.10            [.] 0x000000000012160b
     0.81%  :2591332    python3.10            [.] 0x0000000000121623
     0.78%  :2591332    python3.10            [.] 0x0000000000179c0e
     0.78%  :2591332    python3.10            [.] 0x0000000000121737
     0.64%  :2591332    python3.10            [.] 0x0000000000121730
     0.59%  :2591332    python3.10            [.] 0x00000000001215ab
     0.56%  :2591332    python3.10            [.] 0x0000000000179c52
     0.55%  :2591332    python3.10            [.] 0x0000000000121679
     0.55%  :2591332    python3.10            [.] 0x000000000012159b
     0.52%  :2591332    python3.10            [.] 0x00000000001215a3
     0.51%  :2591332    python3.10            [.] 0x000000000012167d
     0.49%  :2591332    python3.10            [.] 0x000000000012167b
     0.47%  :2591332    python3.10            [.] 0x00000000001215dc
     0.46%  :2591332    python3.10            [.] 0x0000000000121635
     0.46%  :2591332    python3.10            [.] 0x000000000015b537
     0.45%  :2591332    python3.10            [.] 0x0000000000121600
     0.40%  :2591332    python3.10            [.] 0x00000000001215e9
     0.40%  :2591332    python3.10            [.] 0x000000000015b541
     0.38%  :2591332    python3.10            [.] 0x00000000001215f2
     0.36%  :2591332    python3.10            [.] 0x0000000000121660
     0.35%  python3.10  python3.10            [.] 0x000000000012161a
     0.33%  :2591332    python3.10            [.] 0x0000000000121616
     0.32%  python3.10  python3.10            [.] 0x0000000000121590
     0.31%  :2591332    python3.10            [.] 0x000000000012160f
     0.28%  :2591332    python3.10            [.] 0x0000000000121628
     0.27%  :2591332    python3.10            [.] 0x0000000000121675
     0.26%  :2591332    python3.10            [.] 0x0000000000179c02
     0.26%  :2591332    python3.10            [.] 0x00000000001215cb
     0.24%  :2591332    python3.10            [.] 0x000000000015b506
     0.24%  :2591332    python3.10            [.] 0x0000000000179be0
     0.24%  :2591332    python3.10            [.] 0x00000000001215f7
     0.23%  python3.10  python3.10            [.] 0x00000000001215c4
     0.23%  :2591332    python3.10            [.] 0x000000000015b557
     0.22%  :2591332    python3.10            [.] 0x000000000015b53b
     0.22%  :2591332    python3.10            [.] 0x000000000015b50e
     0.21%  :2591332    python3.10            [.] 0x0000000000179be8
     0.21%  :2591332    python3.10            [.] 0x0000000000121594
     0.20%  :2591332    python3.10            [.] 0x000000000012159d
     0.19%  :2591332    python3.10            [.] 0x0000000000121638
     0.18%  :2591332    python3.10            [.] 0x0000000000121653
     0.18%  :2591332    python3.10            [.] 0x000000000015b568
     0.18%  :2591332    python3.10            [.] 0x0000000000121596
     0.18%  :2591332    python3.10            [.] 0x0000000000179bee
     0.16%  :2591332    python3.10            [.] 0x0000000000121677
     0.16%  :2591332    python3.10            [.] 0x000000000015b520
     0.15%  :2591332    python3.10            [.] 0x000000000015b56e
     0.14%  :2591332    python3.10            [.] 0x0000000000179c13
     0.14%  python3.10  python3.10            [.] 0x0000000000121676
     0.14%  :2591332    python3.10            [.] 0x0000000000121667
     0.13%  :2591332    python3.10            [.] 0x00000000001215c0
     0.12%  :2591332    python3.10            [.] 0x0000000000179c5a
     0.12%  :2591332    python3.10            [.] 0x00000000001215e5
     0.11%  python3.10  python3.10            [.] 0x0000000000121737
     0.11%  :2591332    python3.10            [.] 0x00000000001215c8
     0.10%  :2591332    python3.10            [.] 0x0000000000179c15
     0.10%  :2591332    python3.10            [.] 0x0000000000173d50
     0.10%  :2591332    python3.10            [.] 0x0000000000179c42
     0.10%  :2591332    python3.10            [.] 0x00000000001215a6
     0.10%  python3.10  python3.10            [.] 0x0000000000121730
     0.09%  python3.10  python3.10            [.] 0x0000000000121605
     0.09%  python3.10  python3.10            [.] 0x000000000012167d
     0.09%  :2591332    python3.10            [.] 0x000000000012174d
     0.09%  :2591332    python3.10            [.] 0x000000000012167f
     0.09%  :2591332    python3.10            [.] 0x00000000001215a7
     0.09%  :2591332    python3.10            [.] 0x0000000000173d58
     0.08%  python3.10  python3.10            [.] 0x0000000000121613
     0.08%  :2591332    python3.10            [.] 0x00000000001215ed
     0.08%  :2591332    python3.10            [.] 0x0000000000121740
     0.07%  :2591332    python3.10            [.] 0x0000000000179c3b
     0.07%  :2591332    python3.10            [.] 0x00000000001215b2
     0.07%  :2591332    python3.10            [.] 0x000000000012175a
     0.07%  :2591332    python3.10            [.] 0x00000000001215e2
     0.07%  :2591332    python3.10            [.] 0x00000000001215bc
     0.07%  :2591332    python3.10            [.] 0x00000000001215d8
     0.07%  python3.10  python3.10            [.] 0x00000000001215f2
     0.07%  :2591332    python3.10            [.] 0x0000000000179c2e
     0.06%  :2591332    python3.10            [.] 0x0000000000179c25
     0.06%  python3.10  python3.10            [.] 0x000000000012159b
     0.06%  python3.10  python3.10            [.] 0x00000000001215ab
     0.06%  python3.10  python3.10            [.] 0x0000000000121679
     0.06%  python3.10  python3.10            [.] 0x000000000012160b
     0.06%  python3.10  python3.10            [.] 0x00000000001215dc
     0.06%  python3.10  python3.10            [.] 0x00000000001215a3
     0.06%  :2591332    python3.10            [.] 0x000000000015b56d
     0.05%  :2591332    python3.10            [.] 0x0000000000121757
     0.05%  :2591332    python3.10            [.] 0x00000000001215df
     0.05%  :2591332    python3.10            [.] 0x000000000015b500
     0.05%  python3.10  python3.10            [.] 0x00000000001215f7
     0.04%  :2591332    python3.10            [.] 0x000000000015b53e
     0.04%  :2591332    python3.10            [.] 0x0000000000179be6
     0.04%  :2591332    python3.10            [.] 0x0000000000121754
     0.04%  :2591332    python3.10            [.] 0x0000000000179c4e
     0.04%  :2591332    python3.10            [.] 0x000000000012166e
     0.04%  :2591332    python3.10            [.] 0x000000000015b50a
     0.04%  :2591332    python3.10            [.] 0x0000000000179c58
     0.04%  :2591332    python3.10            [.] 0x00000000001215a2
     0.04%  python3.10  python3.10            [.] 0x00000000001215e2
     0.03%  python3.10  python3.10            [.] 0x00000000001215cb
     0.03%  :2591332    python3.10            [.] 0x000000000015b50b
     0.03%  :2591332    python3.10            [.] 0x000000000015b55b
     0.03%  :2591332    python3.10            [.] 0x000000000015b55d
     0.03%  :2591332    python3.10            [.] 0x000000000012162c
     0.03%  :2591332    python3.10            [.] 0x00000000001215a0
     0.03%  :2591332    python3.10            [.] 0x0000000000121751
     0.03%  :2591332    python3.10            [.] 0x0000000000179be4
     0.03%  python3.10  python3.10            [.] 0x00000000001215e9
     0.02%  :2591332    python3.10            [.] 0x0000000000121749
     0.02%  python3.10  python3.10            [.] 0x0000000000121600
     0.02%  :2591332    python3.10            [.] 0x000000000015b519
     0.02%  python3.10  [kernel.kallsyms]     [k] psi_group_change
     0.02%  python3.10  python3.10            [.] 0x0000000000121596
     0.02%  :2591332    python3.10            [.] 0x0000000000179c0b
     0.02%  :2591332    python3.10            [.] 0x000000000015b512
     0.02%  python3.10  python3.10            [.] 0x00000000001215e5
     0.02%  python3.10  python3.10            [.] 0x000000000012167f
     0.02%  python3.10  python3.10            [.] 0x0000000000121677
     0.02%  python3.10  python3.10            [.] 0x000000000012166e
     0.02%  :2591332    python3.10            [.] 0x0000000000179c46
     0.02%  :2591332    python3.10            [.] 0x0000000000179bfb
     0.02%  python3.10  python3.10            [.] 0x00000000001215bc
     0.02%  python3.10  python3.10            [.] 0x000000000012167b
     0.02%  :2591332    python3.10            [.] 0x0000000000121734
     0.02%  python3.10  python3.10            [.] 0x00000000001215a7
     0.01%  python3.10  python3.10            [.] 0x000000000012160f
     0.01%  :2591332    python3.10            [.] 0x0000000000179bea
     0.01%  :2591332    python3.10            [.] 0x000000000012164e
     0.01%  :2591332    python3.10            [.] 0x0000000000121599
     0.01%  :2591332    python3.10            [.] 0x000000000015b52a
     0.01%  :2591332    python3.10            [.] 0x000000000015b534
     0.01%  :2591332    [kernel.kallsyms]     [k] psi_group_change
     0.01%  python3.10  python3.10            [.] 0x0000000000121616
     0.01%  :2591332    python3.10            [.] 0x000000000015b54f
     0.01%  python3.10  python3.10            [.] 0x00000000001215d8
     0.01%  :2591332    [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.01%  :2591332    [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%  :2591332    python3.10            [.] 0x0000000000121672
     0.01%  :2591332    python3.10            [.] 0x000000000015b554
     0.01%  :2591332    python3.10            [.] 0x000000000015b504
     0.01%  python3.10  [kernel.kallsyms]     [k] event_sched_in
     0.01%  python3.10  [kernel.kallsyms]     [k] iterate_groups
     0.01%  python3.10  [kernel.kallsyms]     [k] perf_swevent_add
     0.01%  python3.10  python3.10            [.] 0x0000000000121734
     0.01%  :2591332    [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%  python3.10  python3.10            [.] 0x00000000001215a6
     0.01%  :2591332    [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%  :2591332    [kernel.kallsyms]     [k] perf_event_update_userpage
     0.01%  :2591332    [kernel.kallsyms]     [k] scheduler_tick
     0.01%  :2591332    python3.10            [.] 0x000000000012161d
     0.01%  python3.10  [kernel.kallsyms]     [k] native_sched_clock
     0.01%  :2591332    [kernel.kallsyms]     [k] event_sched_in
     0.01%  :2591332    [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.01%  python3.10  python3.10            [.] 0x00000000001215a2
     0.01%  :2591332    [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.01%  :2591332    [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  python3.10  python3.10            [.] 0x000000000012159d
     0.00%  :2591332    python3.10            [.] 0x000000000015b562
     0.00%  python3.10  python3.10            [.] 0x00000000001215c0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_alloc
     0.00%  :2591332    [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%  python3.10  [kernel.kallsyms]     [k] merge_sched_in
     0.00%  python3.10  python3.10            [.] 0x0000000000121594
     0.00%  python3.10  [kernel.kallsyms]     [k] visit_groups_merge.constprop.0.isra.0
     0.00%  :2591332    [kernel.kallsyms]     [k] update_load_avg
     0.00%  :2591332    python3.10            [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wait
     0.00%  python3.10  [kernel.kallsyms]     [k] arch_perf_update_userpage
     0.00%  :2591332    [kernel.kallsyms]     [k] native_sched_clock
     0.00%  python3.10  python3.10            [.] 0x000000000015b537
     0.00%  python3.10  [kernel.kallsyms]     [k] __calc_delta
     0.00%  python3.10  python3.10            [.] 0x0000000000151e7d
     0.00%  :2591332    python3.10            [.] _PyUnicode_JoinArray
     0.00%  python3.10  [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%  python3.10  python3.10            [.] 0x00000000001215c8
     0.00%  python3.10  [kernel.kallsyms]     [k] __entry_text_start
     0.00%  :2591332    python3.10            [.] 0x000000000015c5be
     0.00%  python3.10  python3.10            [.] 0x00000000001215a0
     0.00%  :2591332    python3.10            [.] 0x000000000015085e
     0.00%  :2591332    libc.so.6             [.] 0x00000000000751ee
     0.00%  :2591332    libc.so.6             [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  :2591332    python3.10            [.] 0x0000000000127f5d
     0.00%  :2591332    [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  :2591332    python3.10            [.] _PyUnicodeWriter_Finish
     0.00%  :2591332    [kernel.kallsyms]     [k] ip_rcv_core
     0.00%  :2591332    libc.so.6             [.] re_compile_internal
     0.00%  :2591332    [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_enable
     0.00%  :2591332    [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  :2591332    python3.10            [.] 0x000000000017961b
     0.00%  :2591332    [kernel.kallsyms]     [k] native_write_msr
     0.00%  :2591332    [kernel.kallsyms]     [k] rb_erase
     0.00%  python3.10  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%  :2591332    libc.so.6             [.] 0x00000000001a0940
     0.00%  :2591332    python3.10            [.] 0x0000000000179c21
     0.00%  :2591332    python3.10            [.] 0x0000000000280a83
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pmd_range.isra.0
     0.00%  :2591332    [kernel.kallsyms]     [k] update_curr
     0.00%  :2591332    [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  :2591332    python3.10            [.] PyObject_Format
     0.00%  :2591332    [kernel.kallsyms]     [k] put_prev_entity
     0.00%  :2591332    python3.10            [.] _PyUnicodeWriter_PrepareInternal
     0.00%  :2591332    [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  :2591332    [kernel.kallsyms]     [k] update_cfs_group
     0.00%  :2591332    [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  :2591332    python3.10            [.] _PyUnicodeWriter_Init
     0.00%  :2591332    [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  :2591332    python3.10            [.] 0x000000000017a8dc
     0.00%  :2591332    [kernel.kallsyms]     [k] psi_flags_change
     0.00%  :2591332    [kernel.kallsyms]     [k] lapic_next_deadline
     0.00%  :2591332    [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%  python3.10  [kernel.kallsyms]     [k] kfree
     0.00%  :2591332    [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  :2591332    [kernel.kallsyms]     [k] hrtimer_update_next_event
     0.00%  python3.10  libc.so.6             [.] 0x00000000001a0940
     0.00%  :2591332    python3.10            [.] 0x0000000000179bfe
     0.00%  :2591332    [kernel.kallsyms]     [k] error_entry
     0.00%  :2591332    [kernel.kallsyms]     [k] __kmalloc_node_track_caller
     0.00%  :2591332    [kernel.kallsyms]     [k] reweight_entity
     0.00%  :2591332    [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  :2591332    [kernel.kallsyms]     [k] irqentry_exit
     0.00%  :2591332    [kernel.kallsyms]     [k] merge_sched_in
     0.00%  :2591332    [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  :2591332    python3.10            [.] 0x0000000000173d54
     0.00%  :2591332    [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  :2591332    [kernel.kallsyms]     [k] calc_timer_values
     0.00%  :2591332    python3.10            [.] 0x000000000017cf3e
     0.00%  python3.10  [kernel.kallsyms]     [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_reserve_hardware
     0.00%  python3.10  python3.10            [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_get_event_constraints
     0.00%  python3.10  python3.10            [.] _PyErr_NormalizeException
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_userpage
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_next
     0.00%  python3.10  [kernel.kallsyms]     [k] update_load_avg
     0.00%  python3.10  [kernel.kallsyms]     [k] __task_pid_nr_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]     [k] do_futex
     0.00%  python3.10  libc.so.6             [.] ____wcstold_l_internal
     0.00%  python3.10  [kernel.kallsyms]     [k] cyc2ns_read_begin
     0.00%  python3.10  [kernel.kallsyms]     [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event__header_size
     0.00%  python3.10  python3.10            [.] PyObject_SetAttr
     0.00%  :2591332    [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_insert
     0.00%  python3.10  [kernel.kallsyms]     [k] update_curr
     0.00%  python3.10  [kernel.kallsyms]     [k] ctx_sched_in
     0.00%  python3.10  [kernel.kallsyms]     [k] do_select
     0.00%  python3.10  [kernel.kallsyms]     [k] idr_get_free
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event__id_header_size
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_group_attach
     0.00%  python3.10  [kernel.kallsyms]     [k] rb_first
     0.00%  python3.10  python3.10            [.] PyFunction_NewWithQualName
     0.00%  python3.10  python3.10            [.] 0x0000000000128e0e
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_txn
     0.00%  python3.10  libc.so.6             [.] ____wcstof_l_internal
     0.00%  :2591332    python3.10            [.] 0x0000000000179be9
     0.00%  :2591332    [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%  :2591332    [kernel.kallsyms]     [k] hrtimer_forward
     0.00%  python3.10  [kernel.kallsyms]     [k] mutex_unlock
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_init_context
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_pmu_nop_int
     0.00%  :2591332    [kernel.kallsyms]     [k] cpumask_next
     0.00%  python3.10  [kernel.kallsyms]     [k] zap_pte_range
     0.00%  python3.10  [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_header_size
     0.00%  python3.10  [kernel.kallsyms]     [k] memset_erms
     0.00%  python3.10  [kernel.kallsyms]     [k] rmqueue_bulk
     0.00%  python3.10  python3.10            [.] 0x000000000012e078
     0.00%  python3.10  python3.10            [.] 0x0000000000152260
     0.00%  python3.10  python3.10            [.] 0x0000000000152275
     0.00%  python3.10  [kernel.kallsyms]     [k] kmem_cache_alloc_node
     0.00%  python3.10  python3.10            [.] PyUnicode_FromFormatV
     0.00%  python3.10  [kernel.kallsyms]     [k] reweight_entity
     0.00%  python3.10  python3.10            [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  python3.10            [.] 0x0000000000137b58
     0.00%  python3.10  [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]     [k] __cgroup_throttle_swaprate
     0.00%  python3.10  [kernel.kallsyms]     [k] __cond_resched
     0.00%  python3.10  [kernel.kallsyms]     [k] __hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]     [k] find_idlest_group
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_cpuc_prepare
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_update_time
     0.00%  python3.10  [kernel.kallsyms]     [k] update_cfs_group
     0.00%  python3.10  ld-linux-x86-64.so.2  [.] _dl_check_all_versions
     0.00%  python3.10  [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.00%  python3.10  [kernel.kallsyms]     [k] clear_buddies
     0.00%  python3.10  [kernel.kallsyms]     [k] pick_next_entity
     0.00%  python3.10  python3.10            [.] 0x0000000000152305
     0.00%  python3.10  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  python3.10  [kernel.kallsyms]     [k] sched_clock
     0.00%  python3.10  python3.10            [.] _PyObject_GC_New
     0.00%  python3.10  [kernel.kallsyms]     [k] should_failslab
     0.00%  python3.10  python3.10            [.] 0x000000000012d770
     0.00%  python3.10  python3.10            [.] 0x000000000018d19e
     0.00%  python3.10  [kernel.kallsyms]     [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_task_output
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  python3.10  [kernel.kallsyms]     [k] update_sg_wakeup_stats
     0.00%  python3.10  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%  python3.10  python3.10            [.] _PyObject_FastCallDictTstate
     0.00%  python3.10  python3.10            [.] _PyObject_GetMethod
     0.00%  python3.10  [kernel.kallsyms]     [k] do_syscall_64
     0.00%  python3.10  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.00%  python3.10  python3.10            [.] PyTraceBack_Here
     0.00%  python3.10  [kernel.kallsyms]     [k] copy_namespaces
     0.00%  python3.10  [kernel.kallsyms]     [k] try_charge_memcg
     0.00%  python3.10  python3.10            [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10            [.] 0x000000000012d6e3
     0.00%  python3.10  python3.10            [.] 0x00000000001523b8
     0.00%  python3.10  [kernel.kallsyms]     [k] ___perf_sw_event
     0.00%  python3.10  [kernel.kallsyms]     [k] __perf_event_task_sched_out
     0.00%  python3.10  [kernel.kallsyms]     [k] mutex_lock
     0.00%  python3.10  [kernel.kallsyms]     [k] __schedule
     0.00%  python3.10  [kernel.kallsyms]     [k] __x64_sys_pselect6
     0.00%  python3.10  [kernel.kallsyms]     [k] hsw_hw_config
     0.00%  python3.10  [kernel.kallsyms]     [k] inherit_task_group.isra.0
     0.00%  python3.10  libc.so.6             [.] __idna_from_dns_encoding
     0.00%  python3.10  [kernel.kallsyms]     [k] x86_pmu_event_init
     0.00%  python3.10  python3.10            [.] 0x000000000015230d
     0.00%  python3.10  [kernel.kallsyms]     [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  [kernel.kallsyms]     [k] perf_event_groups_first
     0.00%  python3.10  python3.10            [.] 0x00000000001595f0
     0.00%  python3.10  [kernel.kallsyms]     [k] futex_wake
     0.00%  python3.10  python3.10            [.] 0x000000000015233d
     0.00%  python3.10  [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  python3.10  [kernel.kallsyms]     [k] set_pte
     0.00%  python3.10  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  python3.10  python3.10            [.] 0x0000000000152321
     0.00%  python3.10  [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10            [.] 0x0000000000138500
     0.00%  python3.10  libc.so.6             [.] __strcat_ssse3
     0.00%  python3.10  [kernel.kallsyms]     [k] psi_task_change
     0.00%  python3.10  libcrypto.so.3        [.] 0x000000000030762e
     0.00%  python3.10  [kernel.kallsyms]     [k] is_cpu_allowed
